"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_CELLULAR_RESPONSE_TO_ALCOHOL",0.173638107950279,0.674177195297946,0.0133863005625243,0.708310640903622,1.28224604655528,7,"[""SFRP1"",""IGF1R"",""DNMT3A"",""CTNNB1""]"
"REACTOME_DEADENYLATION_OF_MRNA",0.17368816217569,0.674177195297946,0.0133841473835251,0.708269878351412,1.28217225460808,7,"[""PAN3"",""EIF4B"",""EIF4E"",""EIF4A2"",""PABPC1""]"
"MIR3688_5P",0.17306291578317,0.674177195297946,0.0131856561492286,0.669722029876954,1.28212182554832,9,"[""PAN3"",""IDH1"",""CTNNB1"",""ADH5""]"
"MIR6843_3P",0.172467602958138,0.674177195297946,0.0135607688775175,0.731790359574141,1.28117489142828,6,"[""LIN7C"",""SPTBN1"",""GNAS"",""NAP1L1""]"
"MIR6848_3P",0.172467602958138,0.674177195297946,0.0135607688775175,0.731790359574141,1.28117489142828,6,"[""LIN7C"",""SPTBN1"",""GNAS"",""NAP1L1""]"
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",0.173315693059231,0.674177195297946,0.0135237827721171,0.731348608023275,1.28040149917486,6,"[""FGFR1"",""PTEN"",""PPP2R5C"",""RAC1""]"
"CHANDRAN_METASTASIS_TOP50_DN",0.17358708189158,0.674177195297946,0.0135120023396666,0.73120864355859,1.28015645774257,6,"[""SFRP1"",""MALAT1"",""RPS27L""]"
"GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP",0.173706916986678,0.674177195297946,0.0129826076339412,0.63938292915128,1.27810643787341,11,"[""PHGDH"",""IFITM3"",""PSME2"",""PTTG1"",""STMN1""]"
"chr12p13",0.173313099391417,0.674177195297946,0.0129258653269877,0.627440523286066,1.27791306910364,12,"[""PHC1"",""YBX3"",""EIF2S3B"",""PTMAP4"",""SLC2A3"",""GAPDH""]"
"GOBP_ENTRY_INTO_HOST",0.172433536566494,0.674177195297946,0.0128833972656546,0.615856469778435,1.27655050519273,13,"[""IFITM2"",""CXADR"",""IFITM3"",""PHB1"",""SLC1A5""]"
"GOBP_VIRAL_ENTRY_INTO_HOST_CELL",0.172433536566494,0.674177195297946,0.0128833972656546,0.615856469778435,1.27655050519273,13,"[""IFITM2"",""CXADR"",""IFITM3"",""PHB1"",""SLC1A5""]"
"GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK-STAT",0.17270387452281,0.674177195297946,0.013688511950587,0.757080956796335,1.27600262591424,5,"[""OCIAD2"",""OCIAD1"",""HDAC2""]"
"GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT",0.17270387452281,0.674177195297946,0.013688511950587,0.757080956796335,1.27600262591424,5,"[""OCIAD2"",""OCIAD1"",""HDAC2""]"
"GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND",0.172859339102797,0.674177195297946,0.0136816706246879,0.757035941342836,1.27592675577597,5,"[""FGFR1"",""PPP1CA"",""PRDX2""]"
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND",0.172859339102797,0.674177195297946,0.0136816706246879,0.757035941342836,1.27592675577597,5,"[""FGFR1"",""PPP1CA"",""PRDX2""]"
"GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND",0.172859339102797,0.674177195297946,0.0136816706246879,0.757035941342836,1.27592675577597,5,"[""FGFR1"",""PPP1CA"",""PRDX2""]"
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_DN",0.173705757371612,0.674177195297946,0.0136445787093241,0.75673707210488,1.27542303430601,5,"[""FGFR1"",""IFITM3"",""SLC2A3"",""HMGB2"",""HMGN2""]"
"MIR3915",0.172480412149834,0.674177195297946,0.0128148999836867,0.604863719788401,1.27430610369319,14,"[""SKIL"",""YBX3"",""SPTBN1"",""BCAT1""]"
"GOMF_NUCLEOTIDYLTRANSFERASE_ACTIVITY",0.173465491923642,0.674177195297946,0.0124654307109452,0.555523010671326,1.25923849599782,20,"[""POLR3G"",""TERF1"",""POLR2I"",""MTPAP"",""PAPOLA"",""PTGES3"",""UGP2""]"
"HP_NEONATAL_HYPOTONIA",0.172132695912466,0.674177195297946,0.0124457258258067,0.544938281340766,1.2574076861211,22,"[""FGFR1"",""SNRPN"",""UQCC2"",""TPM3"",""BPTF"",""RPL10"",""HSD17B4"",""ADNP"",""FXR1""]"
"GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.172539560295849,0.674177195297946,0.0124290681094359,0.544693658204566,1.25684323502233,22,"[""SFRP1"",""FGFR1"",""SKIL"",""BEX3"",""PTEN""]"
"GOBP_MRNA_DESTABILIZATION",0.173149856870922,0.674177195297946,0.0124041867735575,0.544391929865055,1.25614701758595,22,"[""PAN3"",""CSDE1"",""TRIM71"",""TNRC6B"",""DHX36"",""HNRNPD"",""AGO2"",""DCP2"",""EXOSC8""]"
"GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS",0.173149856870922,0.674177195297946,0.0124041867735575,0.544391929865055,1.25614701758595,22,"[""PAN3"",""CSDE1"",""TRIM71"",""TNRC6B"",""DHX36"",""HNRNPD"",""AGO2"",""DCP2"",""EXOSC8""]"
"GOBP_RNA_DESTABILIZATION",0.173149856870922,0.674177195297946,0.0124041867735575,0.544391929865055,1.25614701758595,22,"[""PAN3"",""CSDE1"",""TRIM71"",""TNRC6B"",""DHX36"",""HNRNPD"",""AGO2"",""DCP2"",""EXOSC8""]"
"AAGCAAT_MIR137",0.173672968220985,0.674177195297946,0.0123829596885964,0.544108266966128,1.25549248491392,22,"[""NREP"",""YBX3"",""QKI""]"
"GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP",0.173643388542731,0.674177195297946,0.0123157597699545,0.53396154995202,1.25240315077139,24,"[""PTEN"",""MSH6"",""CTSC"",""TNRC6B"",""TUBA1C"",""PRDX3"",""ACTG1"",""BCAP31"",""LTA4H"",""EIF4EBP2"",""PAIP2"",""NDUFB3""]"
"GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP",0.173028299875103,0.674177195297946,0.0185918496636619,-0.491259870965836,-1.24981810534145,18,"[""TRAPPC3"",""DAG1""]"
"GOBP_RESPONSE_TO_NUTRIENT_LEVELS",0.172833033398988,0.674177195297946,0.0122408899520825,0.520845075955335,1.24816497541374,27,"[""SFRP1"",""MAP1B"",""IGF1R"",""TP53"",""HNRNPA1"",""DNMT3A"",""SLC38A2"",""TBL1XR1""]"
