Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR2977781 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.920228063187804e-05)	(4, 5.226970750917072e-05)	(5, 5.226970750917072e-05)	(6, 5.226970750917072e-05)	(7, 6.53371343864634e-05)	(8, 6.53371343864634e-05)	(9, 7.840456126375608e-05)	(10, 0.00011760684189563412)	(11, 0.00011760684189563412)	(12, 0.0001306742687729268)	(13, 0.0001306742687729268)	(14, 0.00014374169565021947)	(15, 0.00015680912252751217)	(16, 0.00016987654940480484)	(17, 0.00016987654940480484)	(18, 0.00016987654940480484)	(19, 0.00016987654940480484)	(20, 0.0001829439762820975)	(21, 0.00020907883003668288)	(22, 0.00022214625691397555)	(23, 0.0002613485375458536)	(24, 0.0003528205256869024)	(25, 0.0003789553794414877)	(26, 0.0005226970750917072)	(27, 0.0006403039169873414)	(28, 0.0009277873082877803)	(29, 0.0014766192371340728)	(30, 0.002522013387317487)	(31, 0.006220095193591316)	(32, 0.010519278636220607)	(33, 0.015720114533383095)	(34, 0.022462906802066116)	(35, 0.030734588015392382)	(36, 0.04129306893224487)	(37, 0.056581958378677306)	(38, 0.07654898664718052)	(39, 0.09861987064292786)	(40, 0.10636885478116241)
SRR2977785 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.950404107115158e-06)	(10, 1.5900808214230317e-05)	(11, 1.5900808214230317e-05)	(12, 1.5900808214230317e-05)	(13, 2.3851212321345475e-05)	(14, 2.3851212321345475e-05)	(15, 2.3851212321345475e-05)	(16, 2.3851212321345475e-05)	(17, 3.975202053557579e-05)	(18, 3.975202053557579e-05)	(19, 4.770242464269095e-05)	(20, 4.770242464269095e-05)	(21, 5.565282874980611e-05)	(22, 5.565282874980611e-05)	(23, 0.00011130565749961222)	(24, 0.00027031373964191537)	(25, 0.0003100657601774912)	(26, 0.0004929250546411399)	(27, 0.0006042307121407521)	(28, 0.0009938005133893948)	(29, 0.0018444937528507169)	(30, 0.0033391697249883666)	(31, 0.008379725928899377)	(32, 0.014207372139414788)	(33, 0.02063924906207095)	(34, 0.028796363675971104)	(35, 0.039092136994685237)	(36, 0.052130799730354095)	(37, 0.07057573725886127)	(38, 0.09404533018306521)	(39, 0.1207427871747579)	(40, 0.12590259944027565)
SRR2977802 - nextera_transposase_sequence	(1, 0.0)	(2, 1.2454947341728135e-05)	(3, 1.2454947341728135e-05)	(4, 2.490989468345627e-05)	(5, 2.490989468345627e-05)	(6, 2.490989468345627e-05)	(7, 2.490989468345627e-05)	(8, 2.490989468345627e-05)	(9, 7.472968405036881e-05)	(10, 7.472968405036881e-05)	(11, 8.718463139209694e-05)	(12, 8.718463139209694e-05)	(13, 8.718463139209694e-05)	(14, 8.718463139209694e-05)	(15, 8.718463139209694e-05)	(16, 9.963957873382508e-05)	(17, 0.00012454947341728135)	(18, 0.00012454947341728135)	(19, 0.00014945936810073761)	(20, 0.00017436926278419388)	(21, 0.00022418905215110642)	(22, 0.00027400884151801896)	(23, 0.00041101326227702844)	(24, 0.0006352023144281349)	(25, 0.0007223869458202318)	(26, 0.0009465759979713382)	(27, 0.0011334002080972602)	(28, 0.0018308772592340358)	(29, 0.0030888269407485774)	(30, 0.004770244831881875)	(31, 0.009689949031864488)	(32, 0.015767963334627818)	(33, 0.02270536900397039)	(34, 0.03202166961558303)	(35, 0.04379159485351612)	(36, 0.05816460408587038)	(37, 0.07794306046453466)	(38, 0.10245439683305563)	(39, 0.12851014667195088)	(40, 0.1367926866542001)
SRR2977803 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 1.930172906819166e-05)	(8, 1.930172906819166e-05)	(9, 9.650864534095829e-05)	(10, 9.650864534095829e-05)	(11, 9.650864534095829e-05)	(12, 9.650864534095829e-05)	(13, 9.650864534095829e-05)	(14, 9.650864534095829e-05)	(15, 0.00011581037440914994)	(16, 0.00011581037440914994)	(17, 0.00011581037440914994)	(18, 0.00015441383254553327)	(19, 0.00021231901975010824)	(20, 0.00021231901975010824)	(21, 0.0002702242069546832)	(22, 0.00030882766509106655)	(23, 0.00038603458136383316)	(24, 0.0005983536011139414)	(25, 0.0006948622464548996)	(26, 0.0009650864534095829)	(27, 0.0010808968278187329)	(28, 0.001698552158000866)	(29, 0.0026250351532740653)	(30, 0.004169173478729398)	(31, 0.008762984996959013)	(32, 0.01397445184537076)	(33, 0.020228212063464857)	(34, 0.027620774296582263)	(35, 0.03742605266322362)	(36, 0.04894918491693404)	(37, 0.06645585318178387)	(38, 0.0881316949253631)	(39, 0.1122009510733981)	(40, 0.12069371186340244)
SRR2977804 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.349888182012443e-05)	(10, 1.349888182012443e-05)	(11, 2.699776364024886e-05)	(12, 2.699776364024886e-05)	(13, 2.699776364024886e-05)	(14, 2.699776364024886e-05)	(15, 2.699776364024886e-05)	(16, 4.049664546037329e-05)	(17, 5.399552728049772e-05)	(18, 6.749440910062215e-05)	(19, 6.749440910062215e-05)	(20, 6.749440910062215e-05)	(21, 9.449217274087101e-05)	(22, 0.0001349888182012443)	(23, 0.0002564787545823642)	(24, 0.00041846533642385733)	(25, 0.00043196421824398176)	(26, 0.0006749440910062215)	(27, 0.0008369306728477147)	(28, 0.0014173825911130652)	(29, 0.0023353065548815262)	(30, 0.003955172373296458)	(31, 0.008612286601239387)	(32, 0.013512380701944554)	(33, 0.020099835030165276)	(34, 0.027794197667636203)	(35, 0.03778337021452828)	(36, 0.05079629228912823)	(37, 0.06830434200982961)	(38, 0.09121194445858077)	(39, 0.11673832998043607)	(40, 0.12458118031792836)
SRR2977805 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.5361568305520703e-05)	(4, 1.5361568305520703e-05)	(5, 1.5361568305520703e-05)	(6, 1.5361568305520703e-05)	(7, 1.5361568305520703e-05)	(8, 1.5361568305520703e-05)	(9, 3.0723136611041405e-05)	(10, 4.608470491656211e-05)	(11, 7.680784152760351e-05)	(12, 9.216940983312422e-05)	(13, 9.216940983312422e-05)	(14, 9.216940983312422e-05)	(15, 0.00012289254644416562)	(16, 0.00012289254644416562)	(17, 0.00013825411474968632)	(18, 0.00016897725136072773)	(19, 0.00018433881966624843)	(20, 0.00019970038797176913)	(21, 0.00021506195627728984)	(22, 0.00021506195627728984)	(23, 0.00024578509288833124)	(24, 0.00030723136611041405)	(25, 0.00033795450272145546)	(26, 0.0005069317540821832)	(27, 0.0005991011639153073)	(28, 0.0011674791912195733)	(29, 0.0021352579944673776)	(30, 0.0037789458031580927)	(31, 0.008034100223787328)	(32, 0.012796186398498745)	(33, 0.01926340665512296)	(34, 0.02757401510840966)	(35, 0.03743614196055395)	(36, 0.04961786562683187)	(37, 0.06749873113445796)	(38, 0.08885131107913175)	(39, 0.1121240870619956)	(40, 0.12026571826392157)
SRR2977806 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 2.4388099534175106e-05)	(8, 2.4388099534175106e-05)	(9, 2.4388099534175106e-05)	(10, 2.4388099534175106e-05)	(11, 2.4388099534175106e-05)	(12, 2.4388099534175106e-05)	(13, 2.4388099534175106e-05)	(14, 3.658214930126266e-05)	(15, 3.658214930126266e-05)	(16, 3.658214930126266e-05)	(17, 4.877619906835021e-05)	(18, 4.877619906835021e-05)	(19, 6.097024883543776e-05)	(20, 6.097024883543776e-05)	(21, 8.535834836961287e-05)	(22, 8.535834836961287e-05)	(23, 0.00013413454743796307)	(24, 0.0002560750451088386)	(25, 0.00034143339347845146)	(26, 0.0005121500902176772)	(27, 0.0006584786874227278)	(28, 0.0012072109269416677)	(29, 0.001987630112035271)	(30, 0.0035240803826883027)	(31, 0.008194401443482836)	(32, 0.01394999293354816)	(33, 0.02081524295241845)	(34, 0.029314495640078476)	(35, 0.04009403563418387)	(36, 0.05365381897518523)	(37, 0.07303016405508735)	(38, 0.09655248605579923)	(39, 0.12352572414059691)	(40, 0.13226885782359868)
SRR2977808 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 9.492713203490736e-06)	(4, 1.8985426406981473e-05)	(5, 1.8985426406981473e-05)	(6, 1.8985426406981473e-05)	(7, 1.8985426406981473e-05)	(8, 1.8985426406981473e-05)	(9, 8.543441883141663e-05)	(10, 8.543441883141663e-05)	(11, 9.492713203490736e-05)	(12, 9.492713203490736e-05)	(13, 9.492713203490736e-05)	(14, 0.0001044198452383981)	(15, 0.00011391255844188883)	(16, 0.00015188341125585178)	(17, 0.00015188341125585178)	(18, 0.00015188341125585178)	(19, 0.00015188341125585178)	(20, 0.0001613761244593425)	(21, 0.000180361550866324)	(22, 0.00018985426406981472)	(23, 0.00023731783008726842)	(24, 0.0004176793809535924)	(25, 0.0004936210865815183)	(26, 0.0006549972110408608)	(27, 0.0008163733355002034)	(28, 0.00129100899567474)	(29, 0.0020314406255470176)	(30, 0.003303464194814776)	(31, 0.006863231646123802)	(32, 0.011628573674276152)	(33, 0.017324201596370593)	(34, 0.02398808626522109)	(35, 0.03202841434857775)	(36, 0.04254634057804548)	(37, 0.05763975457159575)	(38, 0.0762454724504376)	(39, 0.096835167388809)	(40, 0.1011543518963973)
SRR2977815 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.3194974350949108e-05)	(5, 1.3194974350949108e-05)	(6, 1.3194974350949108e-05)	(7, 3.9584923052847325e-05)	(8, 6.597487175474554e-05)	(9, 0.00010555979480759287)	(10, 0.00010555979480759287)	(11, 0.00010555979480759287)	(12, 0.00011875476915854197)	(13, 0.0001583396922113893)	(14, 0.0001715346665623384)	(15, 0.0001715346665623384)	(16, 0.00018472964091328752)	(17, 0.00021111958961518573)	(18, 0.00022431456396613484)	(19, 0.00022431456396613484)	(20, 0.00022431456396613484)	(21, 0.00025070451266803306)	(22, 0.00026389948701898217)	(23, 0.0002902894357208804)	(24, 0.00038265425617752414)	(25, 0.00039584923052847325)	(26, 0.0005277989740379643)	(27, 0.0006465537431965063)	(28, 0.0010160130250230813)	(29, 0.0016493717938686385)	(30, 0.0031140139468239895)	(31, 0.007046116303406824)	(32, 0.011453237736623826)	(33, 0.01641454809258069)	(34, 0.022748135781036263)	(35, 0.030678315365956676)	(36, 0.0414058295132783)	(37, 0.055722376684058085)	(38, 0.07383907646791121)	(39, 0.09347319830212349)	(40, 0.10007068547759804)
SRR2977817 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.4199387465104482e-05)	(10, 4.8398774930208964e-05)	(11, 4.8398774930208964e-05)	(12, 4.8398774930208964e-05)	(13, 4.8398774930208964e-05)	(14, 4.8398774930208964e-05)	(15, 7.259816239531345e-05)	(16, 7.259816239531345e-05)	(17, 9.679754986041793e-05)	(18, 9.679754986041793e-05)	(19, 9.679754986041793e-05)	(20, 0.00012099693732552242)	(21, 0.0001451963247906269)	(22, 0.0001693957122557314)	(23, 0.0001693957122557314)	(24, 0.00024199387465104484)	(25, 0.00031459203704635826)	(26, 0.0004355889743718807)	(27, 0.0005565859116974031)	(28, 0.0012825675356505377)	(29, 0.002347340584115135)	(30, 0.003847702606951613)	(31, 0.008009997250949584)	(32, 0.012777276581575167)	(33, 0.019093316709967438)	(34, 0.026619326211614933)	(35, 0.03516170998679682)	(36, 0.04796318595583709)	(37, 0.06303940434659717)	(38, 0.08358468430447089)	(39, 0.10374277406290291)	(40, 0.11180117008878271)
SRR2977818 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 3.6168275069859024e-05)	(8, 7.233655013971805e-05)	(9, 7.233655013971805e-05)	(10, 7.233655013971805e-05)	(11, 7.233655013971805e-05)	(12, 7.233655013971805e-05)	(13, 7.233655013971805e-05)	(14, 0.00010850482520957707)	(15, 0.00010850482520957707)	(16, 0.00010850482520957707)	(17, 0.00010850482520957707)	(18, 0.00010850482520957707)	(19, 0.00010850482520957707)	(20, 0.00010850482520957707)	(21, 0.00021700965041915413)	(22, 0.0003255144756287312)	(23, 0.0004701875759081673)	(24, 0.0006510289512574625)	(25, 0.0007957020515368985)	(26, 0.0013382261775847838)	(27, 0.0016999089282833742)	(28, 0.0034359861316366072)	(29, 0.005859260561317162)	(30, 0.009693097718722218)	(31, 0.01779479133437064)	(32, 0.02737938422788328)	(33, 0.039676597751635345)	(34, 0.05457792708041727)	(35, 0.07316842046632481)	(36, 0.09353115933065544)	(37, 0.12159774078486604)	(38, 0.15487255384913634)	(39, 0.19483849780133056)	(40, 0.2082930961273181)
SRR2977819 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 3.4171047964533185e-05)	(12, 3.4171047964533185e-05)	(13, 3.4171047964533185e-05)	(14, 3.4171047964533185e-05)	(15, 3.4171047964533185e-05)	(16, 3.4171047964533185e-05)	(17, 3.4171047964533185e-05)	(18, 3.4171047964533185e-05)	(19, 6.834209592906637e-05)	(20, 6.834209592906637e-05)	(21, 0.00010251314389359956)	(22, 0.0002391973357517323)	(23, 0.0002391973357517323)	(24, 0.00041005257557439825)	(25, 0.0005125657194679977)	(26, 0.0006150788633615973)	(27, 0.0009567893430069292)	(28, 0.0015376971584039935)	(29, 0.0025628285973399887)	(30, 0.0038271573720277167)	(31, 0.0076201436960909)	(32, 0.012130722027409281)	(33, 0.017324721318018325)	(34, 0.023885562527208696)	(35, 0.03246249556630652)	(36, 0.043192204627169946)	(37, 0.05771490001209655)	(38, 0.07411700303507247)	(39, 0.0944146055260052)	(40, 0.10107795987908916)
SRR2977821 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.464675725407818e-05)	(11, 3.464675725407818e-05)	(12, 3.464675725407818e-05)	(13, 6.929351450815636e-05)	(14, 6.929351450815636e-05)	(15, 6.929351450815636e-05)	(16, 6.929351450815636e-05)	(17, 6.929351450815636e-05)	(18, 6.929351450815636e-05)	(19, 6.929351450815636e-05)	(20, 6.929351450815636e-05)	(21, 6.929351450815636e-05)	(22, 0.00013858702901631273)	(23, 0.00038111432979486004)	(24, 0.0006929351450815636)	(25, 0.0007622286595897201)	(26, 0.000935462445860111)	(27, 0.0012472832611468145)	(28, 0.0020095119207365346)	(29, 0.003152854910121115)	(30, 0.004885192772825024)	(31, 0.008523102284503233)	(32, 0.014239817231426134)	(33, 0.020718760837938752)	(34, 0.02802922661854925)	(35, 0.038042139464977844)	(36, 0.04961415638783996)	(37, 0.06565560499647816)	(38, 0.08367191876859881)	(39, 0.10452926663555388)	(40, 0.11239408053222963)
SRR2977822 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 4.2763795600460706e-05)	(9, 4.2763795600460706e-05)	(10, 5.7018394133947615e-05)	(11, 5.7018394133947615e-05)	(12, 5.7018394133947615e-05)	(13, 5.7018394133947615e-05)	(14, 5.7018394133947615e-05)	(15, 5.7018394133947615e-05)	(16, 9.978218973440832e-05)	(17, 0.00012829138680138212)	(18, 0.00012829138680138212)	(19, 0.00012829138680138212)	(20, 0.00014254598533486903)	(21, 0.00021381897800230355)	(22, 0.00025658277360276425)	(23, 0.00034211036480368565)	(24, 0.0004846563501385547)	(25, 0.0004989109486720416)	(26, 0.000726984525207832)	(27, 0.0009408035032101356)	(28, 0.00161076963428402)	(29, 0.002893683502297841)	(30, 0.004803799705785086)	(31, 0.009379525835034382)	(32, 0.01573707678096954)	(33, 0.02250801108437582)	(34, 0.0306901506425973)	(35, 0.04180873749871709)	(36, 0.055350606105529644)	(37, 0.07336841865185709)	(38, 0.09360994856940849)	(39, 0.11633177863178662)	(40, 0.12665210797003112)
SRR2977823 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 2.4993439222204173e-05)	(17, 2.4993439222204173e-05)	(18, 4.9986878444408345e-05)	(19, 9.997375688881669e-05)	(20, 0.00014996063533322503)	(21, 0.00024993439222204173)	(22, 0.00029992127066645006)	(23, 0.000724809737443921)	(24, 0.001299658839554617)	(25, 0.0015245997925544545)	(26, 0.0025743242398870297)	(27, 0.003674035565664013)	(28, 0.006723235150772922)	(29, 0.011097087014658651)	(30, 0.018545131902875496)	(31, 0.03334124792242037)	(32, 0.04943702278151985)	(33, 0.06753227277839567)	(34, 0.0916509416278227)	(35, 0.11994351482735782)	(36, 0.152160057984779)	(37, 0.19802301895752364)	(38, 0.2518838804813736)	(39, 0.31184314117544143)	(40, 0.34133539945764235)
SRR2977825 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.4819704219451365e-05)	(10, 2.963940843890273e-05)	(11, 2.963940843890273e-05)	(12, 2.963940843890273e-05)	(13, 2.963940843890273e-05)	(14, 2.963940843890273e-05)	(15, 4.44591126583541e-05)	(16, 4.44591126583541e-05)	(17, 5.927881687780546e-05)	(18, 7.409852109725682e-05)	(19, 8.89182253167082e-05)	(20, 0.00010373792953615956)	(21, 0.00013337733797506228)	(22, 0.0001778364506334164)	(23, 0.00023711526751122184)	(24, 0.00032603349282793004)	(25, 0.0004001320139251869)	(26, 0.0005186896476807978)	(27, 0.0006668866898753115)	(28, 0.0011707566333366579)	(29, 0.002193316224478802)	(30, 0.003571548716887779)	(31, 0.007276474771750621)	(32, 0.01182612396712219)	(33, 0.01723531600722194)	(34, 0.02354851000470822)	(35, 0.031225116790384026)	(36, 0.041732287081975045)	(37, 0.05610740017484287)	(38, 0.07366874967489274)	(39, 0.0932752183572269)	(40, 0.10221150000155607)
SRR2977826 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.088702437650294e-05)	(10, 3.088702437650294e-05)	(11, 3.088702437650294e-05)	(12, 4.633053656475442e-05)	(13, 4.633053656475442e-05)	(14, 4.633053656475442e-05)	(15, 4.633053656475442e-05)	(16, 7.721756094125735e-05)	(17, 7.721756094125735e-05)	(18, 9.266107312950884e-05)	(19, 9.266107312950884e-05)	(20, 9.266107312950884e-05)	(21, 0.00012354809750601177)	(22, 0.00016987863407076618)	(23, 0.0002162091706355206)	(24, 0.0003552007803297838)	(25, 0.00041697482908278975)	(26, 0.0006640710240948133)	(27, 0.0009574977556715912)	(28, 0.0016833428285194104)	(29, 0.0027335016573205107)	(30, 0.004324183412710412)	(31, 0.008571149264479567)	(32, 0.013466742628155283)	(33, 0.019072737552490567)	(34, 0.025759778330003456)	(35, 0.034130161936035755)	(36, 0.04470896778498801)	(37, 0.05968917460759194)	(38, 0.07857659001382349)	(39, 0.09831339859040887)	(40, 0.10753317536679499)
SRR2977827 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 2.0620886648635764e-05)	(22, 0.00020620886648635764)	(23, 0.0002268297531349934)	(24, 0.00035055507302680797)	(25, 0.00047428039291862254)	(26, 0.0007423519193508874)	(27, 0.0008248354659454306)	(28, 0.0015259456119990464)	(29, 0.003051891223998093)	(30, 0.005526397621834385)	(31, 0.011547696523236027)	(32, 0.01831134734398856)	(33, 0.025899833630686517)	(34, 0.03526171616916716)	(35, 0.04678879180575455)	(36, 0.06289370427833908)	(37, 0.0827928598942726)	(38, 0.10687805549987917)	(39, 0.13504618666191562)	(40, 0.14537725087288214)
SRR2977828 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.4148260661155227e-05)	(6, 4.8296521322310455e-05)	(7, 7.244478198346569e-05)	(8, 7.244478198346569e-05)	(9, 7.244478198346569e-05)	(10, 7.244478198346569e-05)	(11, 7.244478198346569e-05)	(12, 7.244478198346569e-05)	(13, 7.244478198346569e-05)	(14, 7.244478198346569e-05)	(15, 7.244478198346569e-05)	(16, 9.659304264462091e-05)	(17, 9.659304264462091e-05)	(18, 0.00012074130330577614)	(19, 0.00012074130330577614)	(20, 0.00012074130330577614)	(21, 0.00012074130330577614)	(22, 0.0001690378246280866)	(23, 0.00021733434595039706)	(24, 0.00038637217057848364)	(25, 0.00048296521322310456)	(26, 0.0007244478198346569)	(27, 0.0009417821657850539)	(28, 0.0016179334642974002)	(29, 0.0031151256252890244)	(30, 0.005191876042148374)	(31, 0.010214714259668661)	(32, 0.015720517690412054)	(33, 0.022795958064130536)	(34, 0.03173081450875797)	(35, 0.0427182731095836)	(36, 0.056941598639004026)	(37, 0.07587383499734973)	(38, 0.0985490517581745)	(39, 0.12366324284577593)	(40, 0.13286373015767608)
SRR2977830 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 2.1429704141504623e-05)	(12, 2.1429704141504623e-05)	(13, 2.1429704141504623e-05)	(14, 2.1429704141504623e-05)	(15, 2.1429704141504623e-05)	(16, 2.1429704141504623e-05)	(17, 2.1429704141504623e-05)	(18, 2.1429704141504623e-05)	(19, 8.571881656601849e-05)	(20, 0.00010714852070752312)	(21, 0.00010714852070752312)	(22, 0.00015000792899053236)	(23, 0.00023572674555655084)	(24, 0.00034287526626407397)	(25, 0.00047145349111310167)	(26, 0.0005786020118206248)	(27, 0.0008143287573771756)	(28, 0.0015000792899053236)	(29, 0.0025287050886975454)	(30, 0.004414519053149952)	(31, 0.009686226271960089)	(32, 0.015879410768854924)	(33, 0.02192258733675923)	(34, 0.02893010059103124)	(35, 0.03908778035410443)	(36, 0.05108841467334702)	(37, 0.06741784922917354)	(38, 0.08683316118137673)	(39, 0.10918434260096604)	(40, 0.11734905987887931)
SRR2977831 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.1641082218583153e-05)	(5, 2.1641082218583153e-05)	(6, 2.1641082218583153e-05)	(7, 2.1641082218583153e-05)	(8, 2.1641082218583153e-05)	(9, 2.1641082218583153e-05)	(10, 4.3282164437166306e-05)	(11, 6.492324665574946e-05)	(12, 6.492324665574946e-05)	(13, 6.492324665574946e-05)	(14, 6.492324665574946e-05)	(15, 8.656432887433261e-05)	(16, 8.656432887433261e-05)	(17, 8.656432887433261e-05)	(18, 8.656432887433261e-05)	(19, 8.656432887433261e-05)	(20, 0.00010820541109291577)	(21, 0.00010820541109291577)	(22, 0.00010820541109291577)	(23, 0.00010820541109291577)	(24, 0.00015148757553008207)	(25, 0.0002380519044044147)	(26, 0.00038953947993449677)	(27, 0.000562668137683162)	(28, 0.0012551827686778229)	(29, 0.002661853112885728)	(30, 0.004566268348121045)	(31, 0.00872135613408901)	(32, 0.013071213660024224)	(33, 0.019109075599008925)	(34, 0.02579617000455112)	(35, 0.03425783315201713)	(36, 0.04574924781008479)	(37, 0.06167708432296199)	(38, 0.08078615992197091)	(39, 0.10311975677154873)	(40, 0.1106075712191785)
SRR2977832 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 5.7785881926685317e-05)	(22, 0.00020225058674339861)	(23, 0.0003178223505967693)	(24, 0.0006645376421568811)	(25, 0.0008090023469735945)	(26, 0.0016468976349105315)	(27, 0.002542578804774154)	(28, 0.0045361917312447975)	(29, 0.007801094060102518)	(30, 0.012452857555200685)	(31, 0.022854316302004043)	(32, 0.0336602762222942)	(33, 0.04723995847506525)	(34, 0.06321775482779374)	(35, 0.0845985311406673)	(36, 0.11092000035827247)	(37, 0.1438579530564831)	(38, 0.183816890408786)	(39, 0.22467150893095253)	(40, 0.23920465823551387)
SRR2977833 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.04518840723007e-05)	(4, 2.09037681446014e-05)	(5, 2.09037681446014e-05)	(6, 2.09037681446014e-05)	(7, 2.09037681446014e-05)	(8, 5.2259420361503495e-05)	(9, 6.271130443380419e-05)	(10, 6.271130443380419e-05)	(11, 7.31631885061049e-05)	(12, 7.31631885061049e-05)	(13, 7.31631885061049e-05)	(14, 7.31631885061049e-05)	(15, 8.36150725784056e-05)	(16, 8.36150725784056e-05)	(17, 8.36150725784056e-05)	(18, 8.36150725784056e-05)	(19, 8.36150725784056e-05)	(20, 0.0001358744929399091)	(21, 0.0001672301451568112)	(22, 0.0001672301451568112)	(23, 0.00020903768144601398)	(24, 0.0003344602903136224)	(25, 0.0004912385513981328)	(26, 0.0007316318850610489)	(27, 0.0010451884072300698)	(28, 0.002153088118893944)	(29, 0.003720870729739049)	(30, 0.006668302038127846)	(31, 0.01315892204702658)	(32, 0.020809701187950693)	(33, 0.0299237440989969)	(34, 0.04074144411382812)	(35, 0.05490374703179557)	(36, 0.07164766531562129)	(37, 0.09474632911540584)	(38, 0.12324861698056984)	(39, 0.15594211035872643)	(40, 0.1706688150165981)
SRR2977834 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.6130868878827633e-05)	(10, 2.6130868878827633e-05)	(11, 2.6130868878827633e-05)	(12, 2.6130868878827633e-05)	(13, 2.6130868878827633e-05)	(14, 2.6130868878827633e-05)	(15, 3.919630331824145e-05)	(16, 3.919630331824145e-05)	(17, 5.2261737757655267e-05)	(18, 6.532717219706908e-05)	(19, 6.532717219706908e-05)	(20, 6.532717219706908e-05)	(21, 0.00016985064771237962)	(22, 0.00019598151659120725)	(23, 0.00022211238547003488)	(24, 0.00033970129542475923)	(25, 0.00041809390206124213)	(26, 0.0005748791153342079)	(27, 0.0007969915008042428)	(28, 0.0016070484360478994)	(29, 0.0027568066667163155)	(30, 0.004664360094870732)	(31, 0.009759879526242122)	(32, 0.015613194155099512)	(33, 0.022668528752382972)	(34, 0.03097814505585016)	(35, 0.04110385674639587)	(36, 0.054234618358006755)	(37, 0.07264381548314082)	(38, 0.09451535273471955)	(39, 0.11937887447292404)	(40, 0.1305890172219411)
