Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR2977791	(1.0, 50.21802800888929)	(2.0, 15.483282879571108)	(3.0, 7.096058323065899)	(4.0, 4.036388002436751)	(5.0, 2.7231117598547936)	(6.0, 2.031126953576142)	(7.0, 1.5197096440845044)	(8.0, 1.2375614523159133)	(9.0, 0.9848576269340221)	('>10', 9.698186227556208)	('>50', 2.044080559197826)	('>100', 2.4940906363279005)	('>500', 0.15337881670926104)	('>1k', 0.12818854215618666)	('>5k', 0.15195056732416448)	('>10k+', 0.0)
SRR2977792	(1.0, 52.396820140480905)	(2.0, 16.65220789960377)	(3.0, 7.44120627517493)	(4.0, 4.223466429861397)	(5.0, 2.761661786822258)	(6.0, 1.9658832403620274)	(7.0, 1.510047928016136)	(8.0, 1.1325429415602684)	(9.0, 0.970044071472767)	('>10', 8.451319487557718)	('>50', 1.2399586944094927)	('>100', 0.8671031747592193)	('>500', 0.08695949236522113)	('>1k', 0.1380064724278407)	('>5k', 0.16277196512605194)	('>10k+', 0.0)
SRR2977793	(1.0, 61.29611599857686)	(2.0, 14.580919408490642)	(3.0, 5.717485661387689)	(4.0, 3.151223103754946)	(5.0, 2.0814371904847886)	(6.0, 1.5375623650269803)	(7.0, 1.1912860114874178)	(8.0, 0.8956952466197003)	(9.0, 0.7908981601289266)	('>10', 6.760640293029431)	('>50', 0.9064432467610126)	('>100', 0.5578846196009825)	('>500', 0.06350697718886204)	('>1k', 0.329186367646299)	('>5k', 0.1397153498154965)	('>10k+', 0.0)
SRR2977794	(1.0, 53.3412167328026)	(2.0, 15.952091308048514)	(3.0, 7.138845436778612)	(4.0, 4.0451385846986465)	(5.0, 2.5694559561110606)	(6.0, 1.9470745819813569)	(7.0, 1.4424863112580182)	(8.0, 1.1422775485150285)	(9.0, 0.9597412054430942)	('>10', 8.849500585015234)	('>50', 1.3867403315067524)	('>100', 0.8723337887237929)	('>500', 0.059704969724572544)	('>1k', 0.20281930224561118)	('>5k', 0.09057335714708283)	('>10k+', 0.0)
SRR2977795	(1.0, 50.936929824512944)	(2.0, 15.710088192980876)	(3.0, 6.996572337571886)	(4.0, 4.003989782273157)	(5.0, 2.7081148163943447)	(6.0, 2.0748983962701217)	(7.0, 1.4806772859697166)	(8.0, 1.3072762819946242)	(9.0, 1.0326443059955381)	('>10', 10.050701428196081)	('>50', 1.834386384289593)	('>100', 1.4590747207933936)	('>500', 0.08885650872941091)	('>1k', 0.14307403947955993)	('>5k', 0.1727156945487702)	('>10k+', 0.0)
SRR2977796	(1.0, 37.3062594567693)	(2.0, 18.011310511413527)	(3.0, 9.912472149825675)	(4.0, 6.092950563554442)	(5.0, 4.0720294444902)	(6.0, 2.8923919335350043)	(7.0, 2.151960782628289)	(8.0, 1.6376841355840783)	(9.0, 1.3417384752779682)	('>10', 10.548119316490281)	('>50', 2.1482320582031997)	('>100', 3.0013792517152154)	('>500', 0.5865885399135704)	('>1k', 0.1422548371210982)	('>5k', 0.06783289785003281)	('>10k+', 0.08679564562796553)
SRR2977797	(1.0, 36.61912269809186)	(2.0, 16.24984047606691)	(3.0, 8.693055975218297)	(4.0, 5.409797694441709)	(5.0, 3.715707488473394)	(6.0, 2.6577508307965654)	(7.0, 2.1307559233734352)	(8.0, 1.6891068533208917)	(9.0, 1.4185648443998753)	('>10', 14.768163029045752)	('>50', 3.273069113171035)	('>100', 2.9280124246216253)	('>500', 0.16676660225947104)	('>1k', 0.10136099309415375)	('>5k', 0.1789250536249453)	('>10k+', 0.0)
SRR2977798	(1.0, 38.05592363875231)	(2.0, 16.67357244226659)	(3.0, 8.818038491962223)	(4.0, 5.4015730946404705)	(5.0, 3.646419960686752)	(6.0, 2.721247674213953)	(7.0, 2.0606992441155705)	(8.0, 1.6450927181887356)	(9.0, 1.3815185799284881)	('>10', 13.532376298801568)	('>50', 2.9373147662825505)	('>100', 2.6377502051601756)	('>500', 0.2261195500258047)	('>1k', 0.0843295404581546)	('>5k', 0.17802379451656525)	('>10k+', 0.0)
SRR2977799	(1.0, 46.838866229270174)	(2.0, 17.472619307231902)	(3.0, 8.0088352522013)	(4.0, 4.619220105262045)	(5.0, 2.872885347071713)	(6.0, 2.0531468606621415)	(7.0, 1.4970231262198925)	(8.0, 1.1731962332824548)	(9.0, 1.0050099741631544)	('>10', 9.42572411634059)	('>50', 2.06936404039727)	('>100', 2.5067063953475968)	('>500', 0.2353957021696724)	('>1k', 0.138656818896438)	('>5k', 0.08335049148364253)	('>10k+', 0.0)
SRR2977800	(1.0, 45.75843801661601)	(2.0, 17.740773809885997)	(3.0, 8.223011142925841)	(4.0, 4.706653243324106)	(5.0, 2.9160777037494845)	(6.0, 2.1108720707712183)	(7.0, 1.6062700896674558)	(8.0, 1.3072943755169946)	(9.0, 1.0031055511270635)	('>10', 10.02843242954527)	('>50', 2.0863956842950624)	('>100', 2.1434315645491573)	('>500', 0.14530141234629648)	('>1k', 0.06087434113606115)	('>5k', 0.16306856454390284)	('>10k+', 0.0)
SRR2977801	(1.0, 41.42797990825273)	(2.0, 17.72774900847292)	(3.0, 8.997031600362714)	(4.0, 5.18044370937027)	(5.0, 3.3817517282056015)	(6.0, 2.4430382190146602)	(7.0, 1.8576281001262427)	(8.0, 1.4178925913177967)	(9.0, 1.1402955237383425)	('>10', 10.420923791389345)	('>50', 2.2458383004113758)	('>100', 3.0394177209352162)	('>500', 0.5102342503880356)	('>1k', 0.07006893593812664)	('>5k', 0.13970661207666488)	('>10k+', 0.0)
SRR2977802	(1.0, 51.01205980244949)	(2.0, 14.732005951663718)	(3.0, 6.381897546261421)	(4.0, 3.667030525146701)	(5.0, 2.4709765173258544)	(6.0, 1.7479044841288323)	(7.0, 1.3750364605612309)	(8.0, 1.151142749702447)	(9.0, 0.8814794121219092)	('>10', 9.684925516256508)	('>50', 2.4271307174363383)	('>100', 3.539589346181061)	('>500', 0.4512295292762465)	('>1k', 0.16104754659066212)	('>5k', 0.17894450938343243)	('>10k+', 0.13759938551409923)
SRR2977803	(1.0, 60.85879825110084)	(2.0, 14.311202610743933)	(3.0, 5.787382680802758)	(4.0, 3.1108841028331624)	(5.0, 2.047470449881541)	(6.0, 1.4638911593456285)	(7.0, 1.1472965566423206)	(8.0, 0.9940404984129455)	(9.0, 0.7874087449345578)	('>10', 7.153074532375695)	('>50', 1.09227639915205)	('>100', 0.7543868519096099)	('>500', 0.08870350307064566)	('>1k', 0.18509425580709493)	('>5k', 0.2180894029872696)	('>10k+', 0.0)
SRR2977804	(1.0, 50.641263407464635)	(2.0, 16.09858705700804)	(3.0, 7.44226745495846)	(4.0, 4.249137373291574)	(5.0, 2.9305120799917055)	(6.0, 2.122482680995965)	(7.0, 1.5830956738032462)	(8.0, 1.2643556621544072)	(9.0, 1.1198884284032204)	('>10', 9.79174839219903)	('>50', 1.3538929349509585)	('>100', 0.9433816484414584)	('>500', 0.10217962523121708)	('>1k', 0.16318583327607164)	('>5k', 0.19402174783002843)	('>10k+', 0.0)
SRR2977805	(1.0, 56.428274023429424)	(2.0, 15.401899039643263)	(3.0, 6.295841530990651)	(4.0, 3.477938729970938)	(5.0, 2.2535547442215247)	(6.0, 1.6464328273762239)	(7.0, 1.248212587269049)	(8.0, 0.9563168001282131)	(9.0, 0.8461102989157118)	('>10', 7.819344287926159)	('>50', 1.5615480328050957)	('>100', 1.4835862617871693)	('>500', 0.1490391167617191)	('>1k', 0.19698533086180825)	('>5k', 0.2349163879129892)	('>10k+', 0.0)
SRR2977806	(1.0, 50.26716837962771)	(2.0, 16.52273888575502)	(3.0, 7.655781090533786)	(4.0, 4.320676982767121)	(5.0, 2.88486965547643)	(6.0, 2.0312112759827508)	(7.0, 1.5762139996299638)	(8.0, 1.2406411529726131)	(9.0, 1.0186896916943426)	('>10', 9.233936555883682)	('>50', 1.5035290420465237)	('>100', 1.335387652940302)	('>500', 0.09288553740488097)	('>1k', 0.15093285830822212)	('>5k', 0.16533723897664163)	('>10k+', 0.0)
SRR2977807	(1.0, 58.260103801687855)	(2.0, 14.944131918359913)	(3.0, 5.913777020769747)	(4.0, 3.347019235085276)	(5.0, 2.176314497642228)	(6.0, 1.61578581583737)	(7.0, 1.307521802375461)	(8.0, 0.9328496034421669)	(9.0, 0.7817260178705309)	('>10', 7.757484523605622)	('>50', 1.4317996729741647)	('>100', 1.0785558517653056)	('>500', 0.09591888038685725)	('>1k', 0.1643427916286667)	('>5k', 0.19266856656886133)	('>10k+', 0.0)
SRR2977808	(1.0, 41.52085710448804)	(2.0, 17.656867447682032)	(3.0, 8.785560215180316)	(4.0, 5.139920583433528)	(5.0, 3.343883573297899)	(6.0, 2.409720758315655)	(7.0, 1.7530044721832865)	(8.0, 1.4445921446249042)	(9.0, 1.2459561083032489)	('>10', 11.420134913653916)	('>50', 2.440372484198423)	('>100', 2.410446376822946)	('>500', 0.18028165047205078)	('>1k', 0.08700331626453872)	('>5k', 0.1613988510792383)	('>10k+', 0.0)
SRR2977809	(1.0, 41.929842851468024)	(2.0, 17.028745327345813)	(3.0, 8.69868275999214)	(4.0, 5.1999748553266025)	(5.0, 3.550566951350814)	(6.0, 2.6177142232401773)	(7.0, 1.927580075967503)	(8.0, 1.6209905390949024)	(9.0, 1.3049046637777717)	('>10', 12.038050591073617)	('>50', 2.122357918939885)	('>100', 1.4034301392218562)	('>500', 0.22033375268232452)	('>1k', 0.09819605153730554)	('>5k', 0.23862929898118948)	('>10k+', 0.0)
SRR2977810	(1.0, 37.44198868212479)	(2.0, 16.67676017981289)	(3.0, 8.869037997843595)	(4.0, 5.590885040617459)	(5.0, 3.754089562339095)	(6.0, 2.6372937225644026)	(7.0, 2.0100859060039475)	(8.0, 1.69740026365339)	(9.0, 1.3843940616093406)	('>10', 13.644006026641915)	('>50', 3.0865553489886786)	('>100', 2.821770942841835)	('>500', 0.1894931173474918)	('>1k', 0.0632106007524881)	('>5k', 0.13302854685866838)	('>10k+', 0.0)
SRR2977811	(1.0, 42.15155754844193)	(2.0, 16.82567960787817)	(3.0, 8.123779681018823)	(4.0, 4.668500086689909)	(5.0, 3.2218348402281833)	(6.0, 2.243971310521124)	(7.0, 1.705235227932553)	(8.0, 1.3398067343840878)	(9.0, 1.09981058522197)	('>10', 11.027080891385065)	('>50', 2.692762117372537)	('>100', 3.8723843937498073)	('>500', 0.7431639572947404)	('>1k', 0.11332811912851684)	('>5k', 0.17110489875252163)	('>10k+', 0.0)
SRR2977812	(1.0, 37.62490137767737)	(2.0, 16.51262637495607)	(3.0, 8.556925977652188)	(4.0, 5.329585230644597)	(5.0, 3.8048650778581834)	(6.0, 2.694510097508973)	(7.0, 2.0421784217657906)	(8.0, 1.607250075987585)	(9.0, 1.3842117235323763)	('>10', 13.445226098116143)	('>50', 3.0888515782946246)	('>100', 3.3113598111017515)	('>500', 0.4023253252855844)	('>1k', 0.061185536037278956)	('>5k', 0.13399729358148305)	('>10k+', 0.0)
SRR2977813	(1.0, 51.97946408932573)	(2.0, 17.522553689116304)	(3.0, 7.335710213907633)	(4.0, 3.911149594005671)	(5.0, 2.4774765213280756)	(6.0, 1.6530066694159768)	(7.0, 1.3342424605200223)	(8.0, 0.9844438754939101)	(9.0, 0.887473061017893)	('>10', 7.808441771626481)	('>50', 1.6523660142443082)	('>100', 1.9370618225926124)	('>500', 0.17617566851642866)	('>1k', 0.10527327211160935)	('>5k', 0.23516127677725931)	('>10k+', 0.0)
SRR2977814	(1.0, 61.17732162429844)	(2.0, 14.668619005113822)	(3.0, 5.515852974881536)	(4.0, 2.995647546171178)	(5.0, 1.977072601463354)	(6.0, 1.3621894491767408)	(7.0, 1.0338420785992495)	(8.0, 0.8523787388812475)	(9.0, 0.7015433952916719)	('>10', 6.629916092513537)	('>50', 1.3177695323156415)	('>100', 1.0354135275234102)	('>500', 0.16646389433723768)	('>1k', 0.27476361740535726)	('>5k', 0.2912059220276104)	('>10k+', 0.0)
SRR2977815	(1.0, 49.2539993021617)	(2.0, 15.937286423200472)	(3.0, 6.753814739138391)	(4.0, 3.699174457637426)	(5.0, 2.2358181821246936)	(6.0, 1.4393974666604767)	(7.0, 1.1203025260056263)	(8.0, 0.8763473336763133)	(9.0, 0.6937192641182395)	('>10', 7.2661068012500625)	('>50', 2.6666985990243353)	('>100', 6.057313064999651)	('>500', 1.4192545981951383)	('>1k', 0.37948403176587114)	('>5k', 0.20128321004158875)	('>10k+', 0.0)
SRR2977816	(1.0, 58.21366160491724)	(2.0, 15.882038307080226)	(3.0, 6.042319144777987)	(4.0, 3.3613439136448653)	(5.0, 2.123647583165059)	(6.0, 1.551119853954434)	(7.0, 1.160280118000551)	(8.0, 0.9432577634342179)	(9.0, 0.8237965306089606)	('>10', 7.232563321922281)	('>50', 1.2254012241583834)	('>100', 0.95457166941651)	('>500', 0.10485594106133583)	('>1k', 0.17364522524384898)	('>5k', 0.2074977986140225)	('>10k+', 0.0)
SRR2977817	(1.0, 54.756318422685226)	(2.0, 16.483926908812798)	(3.0, 7.345239036154965)	(4.0, 4.139765436828837)	(5.0, 2.7170005005185747)	(6.0, 1.9664045981468468)	(7.0, 1.46709766071127)	(8.0, 1.1681511212677844)	(9.0, 0.9699447418731839)	('>10', 7.1811790244172595)	('>50', 0.8159955257472401)	('>100', 0.5660165753767583)	('>500', 0.09936605839259509)	('>1k', 0.32359438906668586)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977818	(1.0, 49.15558755140943)	(2.0, 17.10267551791311)	(3.0, 8.33527043237136)	(4.0, 4.773353391342522)	(5.0, 3.0194784234763326)	(6.0, 1.8737696855872714)	(7.0, 1.358065895992221)	(8.0, 1.0659717520591923)	(9.0, 0.8672113094513381)	('>10', 7.2768393656818375)	('>50', 1.9322462806015657)	('>100', 2.557394738084651)	('>500', 0.12311989463740615)	('>1k', 0.5590157613918196)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977819	(1.0, 67.45895928284344)	(2.0, 13.277625026425246)	(3.0, 4.564577816953051)	(4.0, 2.359231332130047)	(5.0, 1.5242984638716415)	(6.0, 1.0375117592483534)	(7.0, 0.7602812669592639)	(8.0, 0.6590584055053585)	(9.0, 0.5847766407054807)	('>10', 5.093559485698183)	('>50', 1.087033254624536)	('>100', 0.960454618504508)	('>500', 0.06785091151092405)	('>1k', 0.3841847582555524)	('>5k', 0.18059697676435518)	('>10k+', 0.0)
SRR2977820	(1.0, 63.695361462537726)	(2.0, 13.701819073808345)	(3.0, 5.2030195828984525)	(4.0, 2.811377635533064)	(5.0, 1.8178433814303774)	(6.0, 1.3609446247117831)	(7.0, 0.9826623804032887)	(8.0, 0.8335635684393881)	(9.0, 0.6566148214002246)	('>10', 5.87400545504028)	('>50', 1.1455443215209673)	('>100', 1.2871243051510373)	('>500', 0.09881788878446246)	('>1k', 0.5313014983406079)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977821	(1.0, 64.36223514786302)	(2.0, 14.438016420753746)	(3.0, 5.45430656327538)	(4.0, 3.048312518133876)	(5.0, 1.897976575315589)	(6.0, 1.4415092682473039)	(7.0, 1.0767791945081655)	(8.0, 0.7974257984767721)	(9.0, 0.6718761653796607)	('>10', 4.982564751203845)	('>50', 0.5466003768944973)	('>100', 0.6909310741321332)	('>500', 0.09651584240236524)	('>1k', 0.4949503034136764)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977822	(1.0, 44.47493281223775)	(2.0, 17.605522239324443)	(3.0, 8.988825092170426)	(4.0, 5.509506714545298)	(5.0, 3.676642712225743)	(6.0, 2.6917324821814597)	(7.0, 1.9665968768849333)	(8.0, 1.5411452367985357)	(9.0, 1.2868001719615003)	('>10', 10.103375943270425)	('>50', 1.1647058603379488)	('>100', 0.7315209961528961)	('>500', 0.05013404263830392)	('>1k', 0.13249389332550263)	('>5k', 0.07606492594478056)	('>10k+', 0.0)
SRR2977823	(1.0, 39.01631967688821)	(2.0, 17.185940990736835)	(3.0, 9.988237461003692)	(4.0, 6.655472213745332)	(5.0, 4.573022799053518)	(6.0, 3.349836418632351)	(7.0, 2.4028772668819025)	(8.0, 1.897008408946887)	(9.0, 1.504596595904097)	('>10', 9.811241682275504)	('>50', 1.1971111520979907)	('>100', 1.6001618282344228)	('>500', 0.2219592323024922)	('>1k', 0.5962142732968446)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977824	(1.0, 55.12101835131301)	(2.0, 16.95076693076682)	(3.0, 7.493930386637062)	(4.0, 4.021065896727706)	(5.0, 2.5786186674839833)	(6.0, 1.8209357690568435)	(7.0, 1.4037371985666989)	(8.0, 1.0999638878956057)	(9.0, 0.9036129558107812)	('>10', 7.255661063677968)	('>50', 0.7565945098818093)	('>100', 0.39595563294110214)	('>500', 0.03589525349433647)	('>1k', 0.16224349574630786)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977825	(1.0, 47.50977716252005)	(2.0, 17.423159279894517)	(3.0, 8.545746477334362)	(4.0, 4.9642170535216295)	(5.0, 3.355006403223626)	(6.0, 2.348390355749504)	(7.0, 1.8350841449328419)	(8.0, 1.4456883269003944)	(9.0, 1.1791468279732498)	('>10', 9.668937025687784)	('>50', 1.0768860987199627)	('>100', 0.44768532262447547)	('>500', 0.0535911383825228)	('>1k', 0.14668438253511967)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977826	(1.0, 47.13296676636446)	(2.0, 17.257633115322772)	(3.0, 8.544791309966287)	(4.0, 5.005955790847142)	(5.0, 3.3219854203619836)	(6.0, 2.4155008249187633)	(7.0, 1.951392632138009)	(8.0, 1.5234392336328386)	(9.0, 1.2009450562345856)	('>10', 9.873093222356001)	('>50', 1.0152302973164162)	('>100', 0.5472642350696105)	('>500', 0.04961294320898915)	('>1k', 0.16018915226212785)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977827	(1.0, 45.3091248294528)	(2.0, 16.08274283726255)	(3.0, 7.712165089487086)	(4.0, 4.215697947683069)	(5.0, 2.7136283992166477)	(6.0, 1.7591786298999812)	(7.0, 1.2602847430198985)	(8.0, 0.9043457137612868)	(9.0, 0.7650311953559552)	('>10', 8.01076487174469)	('>50', 3.300126925252461)	('>100', 6.6781448577090545)	('>500', 0.8879985469368225)	('>1k', 0.4007654132177537)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977828	(1.0, 51.04638336686214)	(2.0, 16.290720681467295)	(3.0, 7.780920921621604)	(4.0, 4.449462641009398)	(5.0, 2.9416654062125986)	(6.0, 2.070953279505197)	(7.0, 1.6425218537342319)	(8.0, 1.2308798419881386)	(9.0, 1.0300977261717652)	('>10', 9.025467211250762)	('>50', 1.399359149092287)	('>100', 0.8182992658920732)	('>500', 0.08670788384952391)	('>1k', 0.18656077134299665)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977830	(1.0, 52.36995251959159)	(2.0, 16.638740360823714)	(3.0, 7.527806147308369)	(4.0, 4.375751704392267)	(5.0, 2.81386818015326)	(6.0, 2.059816976652922)	(7.0, 1.5734694924209036)	(8.0, 1.2320162595167181)	(9.0, 1.0920868371291697)	('>10', 8.422989143055434)	('>50', 1.003299133026495)	('>100', 0.6045823468153453)	('>500', 0.04457943212612526)	('>1k', 0.24104146698770548)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977831	(1.0, 47.419902918937176)	(2.0, 16.352631693987576)	(3.0, 8.040059011336076)	(4.0, 4.757198415325991)	(5.0, 3.185167720982044)	(6.0, 2.321513388280285)	(7.0, 1.8088704691962572)	(8.0, 1.4570001598310551)	(9.0, 1.230027368098925)	('>10', 10.53055636357923)	('>50', 1.4672875011499351)	('>100', 1.0528357875192769)	('>500', 0.1065386474623831)	('>1k', 0.2704105543138381)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977832	(1.0, 43.86273612609181)	(2.0, 16.391067431135717)	(3.0, 8.822067029243845)	(4.0, 5.5529480434709155)	(5.0, 3.6352925919670334)	(6.0, 2.686596398864179)	(7.0, 2.1091041142067497)	(8.0, 1.6617505950116744)	(9.0, 1.3659279191469005)	('>10', 10.748215961895061)	('>50', 1.5977950308622817)	('>100', 0.9468758238256887)	('>500', 0.13236490684826013)	('>1k', 0.4872580274298741)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977833	(1.0, 40.74186775351622)	(2.0, 17.356882625771707)	(3.0, 9.344467350149522)	(4.0, 5.814880118059886)	(5.0, 3.953728131099093)	(6.0, 2.844353479468068)	(7.0, 2.0599099303658455)	(8.0, 1.694704826929679)	(9.0, 1.3425244236521054)	('>10', 11.986059206230708)	('>50', 1.6864887034611376)	('>100', 0.9269578437352538)	('>500', 0.07161070022975548)	('>1k', 0.11908740756439999)	('>5k', 0.05647749976683754)	('>10k+', 0.0)
SRR2977834	(1.0, 45.470693499537)	(2.0, 17.487707249756703)	(3.0, 8.923419866825467)	(4.0, 5.376870835023068)	(5.0, 3.552773282592456)	(6.0, 2.513337215669412)	(7.0, 2.0026263510956563)	(8.0, 1.5520146344280477)	(9.0, 1.252309465712657)	('>10', 10.190681626640043)	('>50', 1.1012812895499657)	('>100', 0.45109790883228057)	('>500', 0.022274254139250594)	('>1k', 0.10291252019797315)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977835	(1.0, 38.01368562527247)	(2.0, 17.58085644404217)	(3.0, 10.837965110489867)	(4.0, 7.303675018756492)	(5.0, 5.143946787003398)	(6.0, 3.7595165250515734)	(7.0, 2.8375669204446443)	(8.0, 2.116434033546912)	(9.0, 1.5648588785069775)	('>10', 8.947084353798315)	('>50', 0.8243984453340127)	('>100', 0.6558678827355674)	('>500', 0.06645194247610904)	('>1k', 0.347692032541477)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977836	(1.0, 45.36525095112044)	(2.0, 16.99038535256008)	(3.0, 8.781166313303777)	(4.0, 5.492892205918832)	(5.0, 3.60090697141941)	(6.0, 2.657038349503047)	(7.0, 2.0173715464382846)	(8.0, 1.5959178644048686)	(9.0, 1.29574052017862)	('>10', 10.621176042587644)	('>50', 0.9898362082836385)	('>100', 0.411640916462342)	('>500', 0.040548740254017474)	('>1k', 0.14012801756494814)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977837	(1.0, 52.5321529362468)	(2.0, 17.717808257142675)	(3.0, 8.007011196394236)	(4.0, 4.413690983817826)	(5.0, 2.788840261942741)	(6.0, 1.9376993019089632)	(7.0, 1.5240791780656417)	(8.0, 1.1177018518162436)	(9.0, 0.8788910874661943)	('>10', 7.244379042254864)	('>50', 1.0183333112568902)	('>100', 0.6453216940371319)	('>500', 0.044469792465608116)	('>1k', 0.12962110518424236)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977838	(1.0, 36.19063622017295)	(2.0, 16.996768205619613)	(3.0, 9.929883961638893)	(4.0, 6.573571897909387)	(5.0, 4.577365216590319)	(6.0, 3.293433612071464)	(7.0, 2.541268842070454)	(8.0, 2.1167560700414745)	(9.0, 1.7226216989761975)	('>10', 13.571681782736395)	('>50', 1.549493139037325)	('>100', 0.7344069072257434)	('>500', 0.03825855418206133)	('>1k', 0.16385389172760598)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977839	(1.0, 50.79214198389096)	(2.0, 16.395262415712757)	(3.0, 7.736580286377061)	(4.0, 4.498165745034445)	(5.0, 2.9896096692761724)	(6.0, 2.214416995392328)	(7.0, 1.6614892449784318)	(8.0, 1.3205452188546403)	(9.0, 1.0879537014185146)	('>10', 9.076723908223723)	('>50', 1.1421131001357014)	('>100', 0.7325685731523058)	('>500', 0.0878004970396745)	('>1k', 0.26462866051330164)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977840	(1.0, 51.17380863027506)	(2.0, 16.755227136934632)	(3.0, 7.682613882392412)	(4.0, 4.603870602991846)	(5.0, 3.086982946842656)	(6.0, 2.160865712319832)	(7.0, 1.6575746439707333)	(8.0, 1.3701188377379574)	(9.0, 1.0790014746922076)	('>10', 8.418354522042018)	('>50', 1.0054979081160744)	('>100', 0.6341885895532037)	('>500', 0.15950740127664503)	('>1k', 0.2123877108546988)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977841	(1.0, 49.7867920730004)	(2.0, 16.585630002993014)	(3.0, 7.967430842178292)	(4.0, 4.557851760357457)	(5.0, 3.008851335375365)	(6.0, 2.2216090309779366)	(7.0, 1.6800277836994715)	(8.0, 1.3328325035020407)	(9.0, 1.0689657412113829)	('>10', 9.000760295866431)	('>50', 1.26799399931486)	('>100', 1.0466526678014736)	('>500', 0.12926151044459264)	('>1k', 0.3453404532773445)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977842	(1.0, 56.862247369944676)	(2.0, 16.235430480351624)	(3.0, 6.9847647000448445)	(4.0, 3.8916721104488268)	(5.0, 2.395050434989603)	(6.0, 1.7330644306475758)	(7.0, 1.2938857381765398)	(8.0, 1.03249873488916)	(9.0, 0.8192370392617618)	('>10', 6.737009301939133)	('>50', 0.9069165009821816)	('>100', 0.6682500791115813)	('>500', 0.11407224190333701)	('>1k', 0.3259008373091195)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977843	(1.0, 55.771737596035024)	(2.0, 15.913722154556464)	(3.0, 7.106039588675698)	(4.0, 3.8985924764479964)	(5.0, 2.48484808309821)	(6.0, 1.6757163929126833)	(7.0, 1.3262138706403874)	(8.0, 1.036772956818589)	(9.0, 0.8091890569581565)	('>10', 7.121603522448608)	('>50', 1.3287831657021727)	('>100', 1.1273607486694066)	('>500', 0.10010383627501764)	('>1k', 0.2993165507615795)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977844	(1.0, 61.36526947205178)	(2.0, 16.691155057861526)	(3.0, 6.673178077502522)	(4.0, 3.4603800307794237)	(5.0, 2.148241017368677)	(6.0, 1.4369480065005011)	(7.0, 1.0115122729815795)	(8.0, 0.8039835307796993)	(9.0, 0.6154971065822601)	('>10', 4.547293338867938)	('>50', 0.45644946174738443)	('>100', 0.4373774069764319)	('>500', 0.06722861678804891)	('>1k', 0.2854866032122141)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977845	(1.0, 34.827562131390025)	(2.0, 15.875899740831963)	(3.0, 9.819069245810145)	(4.0, 6.352353057228786)	(5.0, 4.492666263047972)	(6.0, 3.313100367975098)	(7.0, 2.557831858452127)	(8.0, 2.0332670657416276)	(9.0, 1.6613111320295557)	('>10', 13.917960179359506)	('>50', 2.371241604654399)	('>100', 2.191026877986267)	('>500', 0.17341832545575334)	('>1k', 0.3393483398597048)	('>5k', 0.07394381017702624)	('>10k+', 0.0)
SRR2977846	(1.0, 39.56649706242943)	(2.0, 17.187267036628963)	(3.0, 9.478399426936763)	(4.0, 5.984257532500095)	(5.0, 4.1674945375219545)	(6.0, 3.0329916473425196)	(7.0, 2.339858222842624)	(8.0, 1.8443821949735126)	(9.0, 1.524812905807928)	('>10', 12.172540694231362)	('>50', 1.509781487756278)	('>100', 0.8806263972754398)	('>500', 0.05859354669902937)	('>1k', 0.2524973070541894)	('>5k', 0.0)	('>10k+', 0.0)
SRR2977847	(1.0, 55.76842750474451)	(2.0, 17.1576473463489)	(3.0, 7.408608368286881)	(4.0, 3.9607729668813083)	(5.0, 2.4678023837615406)	(6.0, 1.760073199578654)	(7.0, 1.2646874821141687)	(8.0, 0.9968491677867317)	(9.0, 0.8696075116980041)	('>10', 6.990900050426334)	('>50', 0.8474076757358787)	('>100', 0.3586167301627963)	('>500', 0.02355295147307705)	('>1k', 0.12504666100129222)	('>5k', 0.0)	('>10k+', 0.0)
