Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
ERR1041791 - nextera_transposase_sequence	(1, 0.0)	(2, 5.669040293837697e-05)	(3, 7.558720391783595e-05)	(4, 0.00011338080587675393)	(5, 0.0002834520146918848)	(6, 0.0003779360195891798)	(7, 0.00041572962154809776)	(8, 0.0006235944323221466)	(9, 0.0006802848352605236)	(10, 0.0008314592430961955)	(11, 0.0009070464470140315)	(12, 0.0009448400489729495)	(13, 0.0009637368499524085)	(14, 0.0012471888646442932)	(15, 0.0013227760685621292)	(16, 0.0013794664715005062)	(17, 0.0013794664715005062)	(18, 0.0013983632724799651)	(19, 0.0014739504763978011)	(20, 0.0020786481077404886)	(21, 0.003080178559651815)	(22, 0.00317466256454911)	(23, 0.003250249768466946)	(24, 0.003439217778261536)	(25, 0.003571495385117749)	(26, 0.004365161026255026)	(27, 0.007199681173173875)	(28, 0.016383526449190944)	(29, 0.031727728844511645)	(30, 0.05001983219262794)	(31, 0.07622969515113756)	(32, 0.10791963039369028)
ERR1041792 - nextera_transposase_sequence	(1, 2.166397293216566e-05)	(2, 2.166397293216566e-05)	(3, 3.249595939824849e-05)	(4, 5.4159932330414146e-05)	(5, 0.00012998383759299395)	(6, 0.0001516478105251596)	(7, 0.0001516478105251596)	(8, 0.0001841437699234081)	(9, 0.00019497575638949093)	(10, 0.0002599676751859879)	(11, 0.00028163164811815356)	(12, 0.00028163164811815356)	(13, 0.0002924636345842364)	(14, 0.0003682875398468162)	(15, 0.00038995151277898185)	(16, 0.0004116154857111475)	(17, 0.00043327945864331317)	(18, 0.00043327945864331317)	(19, 0.00048743939097372734)	(20, 0.0005849272691684728)	(21, 0.0009965427548796204)	(22, 0.001018206727811786)	(23, 0.0010290387142778688)	(24, 0.001083198646608283)	(25, 0.001202350497735194)	(26, 0.001527310091717679)	(27, 0.005004377747330267)	(28, 0.0164646194284459)	(29, 0.03327586242380645)	(30, 0.053618333007110004)	(31, 0.08259389680388157)	(32, 0.1187294036547339)
ERR1041793 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 9.373922291871506e-06)	(4, 3.7495689167486024e-05)	(5, 0.00011248706750245807)	(6, 0.0001312349120862011)	(7, 0.0001406088343780726)	(8, 0.0001593566789618156)	(9, 0.00017810452354555863)	(10, 0.00022497413500491615)	(11, 0.00022497413500491615)	(12, 0.00024372197958865918)	(13, 0.0002812176687561452)	(14, 0.00037495689167486027)	(15, 0.0003937047362586033)	(16, 0.0004312004254260893)	(17, 0.0004312004254260893)	(18, 0.0004499482700098323)	(19, 0.0004780700368854468)	(20, 0.0006186788712635194)	(21, 0.0009373922291871506)	(22, 0.0009936357629383797)	(23, 0.0010780010635652233)	(24, 0.0011811142087758098)	(25, 0.0013592187323213684)	(26, 0.0017435495462881)	(27, 0.004461987010930837)	(28, 0.014745179765113879)	(29, 0.03310869353489016)	(30, 0.05400316632347175)	(31, 0.08483399674143713)	(32, 0.11477430454167473)
ERR1041794 - nextera_transposase_sequence	(1, 5.697321802966861e-05)	(2, 5.697321802966861e-05)	(3, 5.697321802966861e-05)	(4, 0.00027537055381006496)	(5, 0.0013578616963737687)	(6, 0.001405339378065159)	(7, 0.0014148349144034373)	(8, 0.0015097902777862183)	(9, 0.0017281876135666146)	(10, 0.0020985135307594605)	(11, 0.0022409465758336322)	(12, 0.002297919793863301)	(13, 0.002335901939216413)	(14, 0.0023738840845695256)	(15, 0.0023833796209078036)	(16, 0.0023928751572460816)	(17, 0.0024023706935843597)	(18, 0.0024023706935843597)	(19, 0.002411866229922638)	(20, 0.002506821593305419)	(21, 0.0026682457110561468)	(22, 0.0027157233927475374)	(23, 0.0028486609014834307)	(24, 0.0031050403826169393)	(25, 0.003475366299809785)	(26, 0.0048807056778749445)	(27, 0.012496125821173983)	(28, 0.030490167182210988)	(29, 0.059821878931152046)	(30, 0.09585743933491744)	(31, 0.18476414607021532)	(32, 0.29570999264665665)
ERR1041795 - nextera_transposase_sequence	(1, 8.452390281634851e-05)	(2, 9.659874607582688e-05)	(3, 9.659874607582688e-05)	(4, 0.0002052723354111321)	(5, 0.001002211990536704)	(6, 0.001074661050093574)	(7, 0.0011350352663909659)	(8, 0.0013040830720236628)	(9, 0.0015214302506942733)	(10, 0.0020285736675923643)	(11, 0.002125172413668191)	(12, 0.0022096963164845397)	(13, 0.0024028938086361937)	(14, 0.002559866771009412)	(15, 0.002656465517085239)	(16, 0.0027289145766421093)	(17, 0.0027772139496800227)	(18, 0.002813438479458458)	(19, 0.0028617378524963713)	(20, 0.003187758620502287)	(21, 0.004032997648665772)	(22, 0.004141671238001078)	(23, 0.0042744945138553396)	(24, 0.004552215908823341)	(25, 0.004817862460531865)	(26, 0.005699326018473786)	(27, 0.010203242554259214)	(28, 0.021155125390606086)	(29, 0.03993150665909494)	(30, 0.06329632836618557)	(31, 0.12275285657585701)	(32, 0.2028815164457554)
ERR1041796 - nextera_transposase_sequence	(1, 0.0)	(2, 1.0482470374442227e-05)	(3, 3.1447411123326686e-05)	(4, 6.289482224665337e-05)	(5, 0.0005555709298454381)	(6, 0.0008490801003298204)	(7, 0.0009014924522020316)	(8, 0.0012578964449330673)	(9, 0.0013522386783030474)	(10, 0.0021279414860117724)	(11, 0.0023271084231261748)	(12, 0.002442415597245039)	(13, 0.002631100063984999)	(14, 0.003186670993830437)	(15, 0.0033753554605703974)	(16, 0.003595487338433684)	(17, 0.0036688646310547796)	(18, 0.003815619216296971)	(19, 0.0040357510941602575)	(20, 0.00536702483171442)	(21, 0.008585143236668185)	(22, 0.009046371933143643)	(23, 0.009381810985125794)	(24, 0.01016799626320896)	(25, 0.010639707430058862)	(26, 0.012841026208691729)	(27, 0.016646162954614258)	(28, 0.02960249633742485)	(29, 0.05923644008597303)	(30, 0.0960928059225119)	(31, 0.18703871889117266)	(32, 0.2763598489517949)
ERR1041797 - nextera_transposase_sequence	(1, 5.491328536332445e-05)	(2, 7.626845189350617e-05)	(3, 0.0001037250945751684)	(4, 0.00017084133224145383)	(5, 0.000530828425178803)	(6, 0.0006254013055267506)	(7, 0.0006620101624356336)	(8, 0.0007687859950865423)	(9, 0.0008511559231315289)	(10, 0.0011196208737966706)	(11, 0.0012233459683718391)	(12, 0.0012508026110535013)	(13, 0.0013514769675529294)	(14, 0.0014765572286582797)	(15, 0.00160468822783937)	(16, 0.0016779059416571359)	(17, 0.00172976848894472)	(18, 0.0017572251316263824)	(19, 0.0018456965358228496)	(20, 0.0022544954379720428)	(21, 0.0031819198129970777)	(22, 0.0034534355017379597)	(23, 0.003688342333569959)	(24, 0.004152054521082476)	(25, 0.0045913608039890716)	(26, 0.006165541651071039)	(27, 0.012758186632745713)	(28, 0.03440927475627425)	(29, 0.09112859706043692)	(30, 0.15831195096438863)	(31, 0.2773975117509092)	(32, 0.4120082786048718)
ERR1041798 - nextera_transposase_sequence	(1, 2.9789291405104276e-05)	(2, 0.00010426251991786497)	(3, 0.00010426251991786497)	(4, 0.00020852503983572994)	(5, 0.0008787840964505761)	(6, 0.0012362555933118275)	(7, 0.0014447806331475573)	(8, 0.0019065146499266737)	(9, 0.0020852503983572993)	(10, 0.0032917167002640226)	(11, 0.003589609614315065)	(12, 0.0038279239455558996)	(13, 0.004125816859606942)	(14, 0.004825865207626893)	(15, 0.005421651035728978)	(16, 0.005704649304077469)	(17, 0.005749333241185125)	(18, 0.005868490406805542)	(19, 0.006225961903666794)	(20, 0.007953740805162842)	(21, 0.012437029161631035)	(22, 0.013003025698328017)	(23, 0.013554127589322446)	(24, 0.014566963497095992)	(25, 0.01525211719941339)	(26, 0.018424676734056993)	(27, 0.024144220683837016)	(28, 0.0435370493885599)	(29, 0.09139354603085992)	(30, 0.14747188710096873)	(31, 0.255815539941333)	(32, 0.3740045535910842)
ERR1041799 - nextera_transposase_sequence	(1, 0.0)	(2, 8.144193930848952e-05)	(3, 0.00013030710289358325)	(4, 0.00021174904220207276)	(5, 0.00022803743006377067)	(6, 0.00022803743006377067)	(7, 0.00024432581792546855)	(8, 0.0002606142057871665)	(9, 0.00042349808440414553)	(10, 0.0006026703508828225)	(11, 0.000684112290191312)	(12, 0.0007655542294998015)	(13, 0.0008795729445316868)	(14, 0.0009610148838401763)	(15, 0.0011564755381805512)	(16, 0.0013845129682443218)	(17, 0.0018080110526484674)	(18, 0.0018568762162335611)	(19, 0.0021663555856058212)	(20, 0.0028178911000737374)	(21, 0.005407744770083704)	(22, 0.008974901711795545)	(23, 0.010408279843624961)	(24, 0.012216290896273428)	(25, 0.013079575452943418)	(26, 0.015213354262825843)	(27, 0.023210952702919514)	(28, 0.06903018775787573)	(29, 0.2183621276739221)	(30, 0.3700070186663296)	(31, 0.7297197762040661)	(32, 1.1667535109212825)
ERR1041800 - nextera_transposase_sequence	(1, 0.0)	(2, 9.141374464155483e-05)	(3, 0.00014626199142648771)	(4, 0.0002559584849963535)	(5, 0.0002559584849963535)	(6, 0.0002559584849963535)	(7, 0.00027424123392466446)	(8, 0.0003108067317812864)	(9, 0.0006764617103475057)	(10, 0.001042116688913725)	(11, 0.0011883786803402127)	(12, 0.0012615096760534566)	(13, 0.0013894889185516333)	(14, 0.0014809026631931882)	(15, 0.001627164654619676)	(16, 0.0017734266460461637)	(17, 0.002065950628899139)	(18, 0.0022670608671105596)	(19, 0.002559584849963535)	(20, 0.0028703915817448215)	(21, 0.0034005913006658396)	(22, 0.0043147287470813875)	(23, 0.004753514721360851)	(24, 0.005576238423134844)	(25, 0.006051589895270929)	(26, 0.0066183551120485695)	(27, 0.013419537713380248)	(28, 0.053403909619596325)	(29, 0.15419670446137468)	(30, 0.25913968330987963)	(31, 0.5279143753049791)	(32, 0.9118703855484377)
ERR1041801 - nextera_transposase_sequence	(1, 2.6929853924393357e-05)	(2, 5.385970784878671e-05)	(3, 5.385970784878671e-05)	(4, 8.078956177318007e-05)	(5, 8.078956177318007e-05)	(6, 8.078956177318007e-05)	(7, 8.078956177318007e-05)	(8, 8.078956177318007e-05)	(9, 0.00024236868531954023)	(10, 0.00040394780886590035)	(11, 0.00045780751671468706)	(12, 0.0006193866402610472)	(13, 0.0006463164941854406)	(14, 0.0007271060559586207)	(15, 0.0008078956177318007)	(16, 0.0010233344491269475)	(17, 0.0014003524040684546)	(18, 0.0014811419658416346)	(19, 0.0017773703590099616)	(20, 0.0024236868531954023)	(21, 0.00425491692005415)	(22, 0.007405709829208173)	(23, 0.008348254716561941)	(24, 0.009748607120630396)	(25, 0.01050264303051341)	(26, 0.01171448645711111)	(27, 0.019955021757975477)	(28, 0.07152569202318876)	(29, 0.2278534940542922)	(30, 0.39277191948727713)	(31, 0.7557594205341752)	(32, 1.2519150492371984)
ERR1041802 - nextera_transposase_sequence	(1, 3.385950897414119e-06)	(2, 5.078926346121178e-05)	(3, 0.00012189423230690828)	(4, 0.0002133149065370895)	(5, 0.00023701656281898832)	(6, 0.00023701656281898832)	(7, 0.00026749012089571537)	(8, 0.00028103392448537186)	(9, 0.0006467166214060967)	(10, 0.0010733464344802757)	(11, 0.0013002051446070217)	(12, 0.001425485327811344)	(13, 0.0015778531181949793)	(14, 0.001676045694219989)	(15, 0.0019807812749872596)	(16, 0.0022347275922933183)	(17, 0.0025530069766502455)	(18, 0.0027832516376744055)	(19, 0.003084601267544262)	(20, 0.003639897214720178)	(21, 0.004303543590613345)	(22, 0.005309171007145339)	(23, 0.005847537199834183)	(24, 0.00649425382124028)	(25, 0.006944585290596357)	(26, 0.00768610853713005)	(27, 0.012328247217484807)	(28, 0.04038085040256078)	(29, 0.1010841780914011)	(30, 0.17141376418158977)	(31, 0.3604412449315278)	(32, 0.6568880179019287)
ERR1041803 - nextera_transposase_sequence	(1, 1.4879154483119005e-05)	(2, 0.00017854985379742804)	(3, 0.0002827039351792611)	(4, 0.00035709970759485607)	(5, 0.00040173717104421313)	(6, 0.00040173717104421313)	(7, 0.00044637463449357013)	(8, 0.0004612537889766891)	(9, 0.0007439577241559502)	(10, 0.0012796072855482342)	(11, 0.0015771903752106143)	(12, 0.0016813444565924474)	(13, 0.0018003776924573995)	(14, 0.0019938067007379467)	(15, 0.0022765106359172076)	(16, 0.002618731189028945)	(17, 0.003005589205590039)	(18, 0.003318051449735538)	(19, 0.003600755384914799)	(20, 0.004433988035969463)	(21, 0.005787991093933293)	(22, 0.007826435258120596)	(23, 0.008778701145040212)	(24, 0.010088066739554685)	(25, 0.010802266154744397)	(26, 0.011828927814079609)	(27, 0.01659025724867769)	(28, 0.04657175353216248)	(29, 0.11800657420561682)	(30, 0.20244577589731716)	(31, 0.41428029827348245)	(32, 0.7388839324772066)
ERR1041804 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 7.63225942355071e-05)	(4, 7.63225942355071e-05)	(5, 7.63225942355071e-05)	(6, 7.63225942355071e-05)	(7, 7.63225942355071e-05)	(8, 7.63225942355071e-05)	(9, 0.00012720432372584516)	(10, 0.0001526451884710142)	(11, 0.00017808605321618324)	(12, 0.00020352691796135227)	(13, 0.00022896778270652132)	(14, 0.00022896778270652132)	(15, 0.0002544086474516903)	(16, 0.00043249470066787356)	(17, 0.0008141076718454091)	(18, 0.0008649894013357471)	(19, 0.0010430754545519305)	(20, 0.0014501292904746349)	(21, 0.003002022039929946)	(22, 0.005291699866995159)	(23, 0.0061312484035857375)	(24, 0.007250646452373175)	(25, 0.007937549800492738)	(26, 0.008777098337083317)	(27, 0.0171725837029891)	(28, 0.071641475122396)	(29, 0.2054858645467303)	(30, 0.35067687964740996)	(31, 0.6701886999819878)	(32, 1.128353233177737)
ERR1041805 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0007310208706458569)	(12, 0.0007310208706458569)	(13, 0.0007310208706458569)	(14, 0.0007310208706458569)	(15, 0.0007310208706458569)	(16, 0.0007310208706458569)	(17, 0.0007310208706458569)	(18, 0.0007310208706458569)	(19, 0.0007310208706458569)	(20, 0.0007310208706458569)	(21, 0.002193062611937571)	(22, 0.007310208706458569)	(23, 0.008772250447750284)	(24, 0.010965313059687854)	(25, 0.010965313059687854)	(26, 0.010965313059687854)	(27, 0.01900654263679228)	(28, 0.05848166965166855)	(29, 0.16374867502467194)	(30, 0.2565883255966958)	(31, 0.47808764940239046)	(32, 0.7712270185313791)
ERR1041806 - nextera_transposase_sequence	(1, 0.0)	(2, 3.1619793484804795e-05)	(3, 6.323958696960959e-05)	(4, 9.485938045441437e-05)	(5, 9.485938045441437e-05)	(6, 9.485938045441437e-05)	(7, 9.485938045441437e-05)	(8, 9.485938045441437e-05)	(9, 0.0002845781413632431)	(10, 0.0004426771087872671)	(11, 0.0005375364892416815)	(12, 0.0005691562827264862)	(13, 0.0006007760762112911)	(14, 0.0006323958696960959)	(15, 0.0006323958696960959)	(16, 0.000758875043635315)	(17, 0.0008853542175745342)	(18, 0.0010118333915137535)	(19, 0.0012015521524225822)	(20, 0.0014228907068162156)	(21, 0.002118526163481921)	(22, 0.0035730366637829413)	(23, 0.003920854392115794)	(24, 0.004521630468327085)	(25, 0.004869448196659938)	(26, 0.005565083653325644)	(27, 0.013217073676648403)	(28, 0.05713696682704226)	(29, 0.15016239925933797)	(30, 0.258681530499188)	(31, 0.4936165960912876)	(32, 0.8411181264892923)
ERR1041807 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00015167141903779652)	(3, 0.00022750712855669478)	(4, 0.00022750712855669478)	(5, 0.00022750712855669478)	(6, 0.00022750712855669478)	(7, 0.00022750712855669478)	(8, 0.00030334283807559304)	(9, 0.00037917854759449127)	(10, 0.0005308499666322878)	(11, 0.0005308499666322878)	(12, 0.0005308499666322878)	(13, 0.0006066856761511861)	(14, 0.0006066856761511861)	(15, 0.0006066856761511861)	(16, 0.0006066856761511861)	(17, 0.0006825213856700844)	(18, 0.0007583570951889825)	(19, 0.0009100285142267791)	(20, 0.0012133713523023722)	(21, 0.0012892070618212704)	(22, 0.0022750712855669477)	(23, 0.0027300855426803375)	(24, 0.0029575926712370323)	(25, 0.00303342838075593)	(26, 0.003564278347388218)	(27, 0.00826609233755991)	(28, 0.03351938360735303)	(29, 0.09244372990353698)	(30, 0.16426014681793363)	(31, 0.31676575866043805)	(32, 0.5414669659649336)
ERR1041808 - nextera_transposase_sequence	(1, 8.336216969720108e-06)	(2, 2.5008650909160327e-05)	(3, 4.168108484860055e-05)	(4, 7.502595272748098e-05)	(5, 7.502595272748098e-05)	(6, 8.33621696972011e-05)	(7, 0.00010003460363664131)	(8, 0.00010837082060636142)	(9, 0.00022507785818244296)	(10, 0.0003584573296979647)	(11, 0.00042514706545572554)	(12, 0.0004835005842437663)	(13, 0.0005085092351529266)	(14, 0.0005501903200015272)	(15, 0.0006752335745473288)	(16, 0.0008586303478811712)	(17, 0.0010753719890938941)	(18, 0.0011920790266699757)	(19, 0.0013754758000038179)	(20, 0.0019173299030356252)	(21, 0.003126081363645041)	(22, 0.00536018751153003)	(23, 0.006360533547896443)	(24, 0.007560948791536139)	(25, 0.008136147762446826)	(26, 0.009044795412146318)	(27, 0.014563371046101031)	(28, 0.04739139347285882)	(29, 0.1422325339373645)	(30, 0.23888263348429944)	(31, 0.48466765461952716)	(32, 0.8197085508495481)
ERR1041809 - nextera_transposase_sequence	(1, 0.0)	(2, 5.038414128922437e-05)	(3, 0.00010076828257844874)	(4, 0.0001511524238676731)	(5, 0.0001511524238676731)	(6, 0.0001511524238676731)	(7, 0.00017634449451228528)	(8, 0.00017634449451228528)	(9, 0.0003023048477353462)	(10, 0.0004786493422476315)	(11, 0.0005038414128922437)	(12, 0.0006046096954706924)	(13, 0.0006298017661153046)	(14, 0.0006801859074045289)	(15, 0.0007305700486937534)	(16, 0.0009321066138506508)	(17, 0.0012847956028752214)	(18, 0.0014359480267428946)	(19, 0.001637484591899792)	(20, 0.002015365651568975)	(21, 0.0030230484773534623)	(22, 0.0049628379169886)	(23, 0.005894944530839251)	(24, 0.007129355992425248)	(25, 0.007532429122739043)	(26, 0.00854011194852353)	(27, 0.019876543738599012)	(28, 0.08975934770675321)	(29, 0.24962822801746212)	(30, 0.42929807585483626)	(31, 0.8000749716022384)	(32, 1.3449290755039107)
ERR1041810 - nextera_transposase_sequence	(1, 0.0)	(2, 1.558363518834693e-05)	(3, 4.051745148970202e-05)	(4, 5.610108667804895e-05)	(5, 6.233454075338772e-05)	(6, 6.233454075338772e-05)	(7, 6.85679948287265e-05)	(8, 7.791817594173466e-05)	(9, 0.00012778580854444483)	(10, 0.00019012034929783258)	(11, 0.00022128761967452642)	(12, 0.00026180507116422847)	(13, 0.00028362216042791415)	(14, 0.00031167270376693864)	(15, 0.00035219015525664066)	(16, 0.0004643923286127386)	(17, 0.0006669795860612486)	(18, 0.0007324308538523058)	(19, 0.0009069675679617914)	(20, 0.0012248737258040688)	(21, 0.0023437787323273783)	(22, 0.004110962962685921)	(23, 0.004799759638010855)	(24, 0.00568802684374663)	(25, 0.006155535899397038)	(26, 0.006863032936947989)	(27, 0.011759411113126594)	(28, 0.03999695807441123)	(29, 0.12300163254162233)	(30, 0.21259506796646652)	(31, 0.4519908717298521)	(32, 0.7767818795983411)
ERR1041811 - nextera_transposase_sequence	(1, 0.0)	(2, 3.456677176885661e-05)	(3, 4.608902902514214e-05)	(4, 8.065580079399875e-05)	(5, 9.217805805028428e-05)	(6, 0.00010370031530656982)	(7, 0.00011522257256285535)	(8, 0.0001613116015879975)	(9, 0.00034566771768856604)	(10, 0.0005761128628142768)	(11, 0.0006798131781208466)	(12, 0.0007835134934274164)	(13, 0.0008526470369651296)	(14, 0.0009678696095279849)	(15, 0.0010830921820908404)	(16, 0.0012213592691662667)	(17, 0.0013941931280105498)	(18, 0.001613116015879975)	(19, 0.0017513831029554014)	(20, 0.002108573077900253)	(21, 0.002972742372121668)	(22, 0.004493680329951359)	(23, 0.005219582537097348)	(24, 0.006129840860343905)	(25, 0.006613775665107897)	(26, 0.007385766901279028)	(27, 0.01269752749642666)	(28, 0.04015506653815509)	(29, 0.12914145932844828)	(30, 0.21629581321499208)	(31, 0.4482388517840199)	(32, 0.7634186767724545)
ERR1041812 - nextera_transposase_sequence	(1, 0.0)	(2, 6.849191532846783e-05)	(3, 9.132255377129042e-05)	(4, 0.00015981446909975824)	(5, 0.00015981446909975824)	(6, 0.00017122978832116956)	(7, 0.00017122978832116956)	(8, 0.00018264510754258085)	(9, 0.0003082136189781052)	(10, 0.0004337821304136295)	(11, 0.000490858726520686)	(12, 0.0005935965995133878)	(13, 0.0006278425571776217)	(14, 0.0007990723454987912)	(15, 0.0009132255377129043)	(16, 0.0011529472413625416)	(17, 0.0015296527756691147)	(18, 0.0016780519255474617)	(19, 0.001963434906082744)	(20, 0.0025912774632603657)	(21, 0.004063853642822424)	(22, 0.006609469829197145)	(23, 0.0075911872822385165)	(24, 0.008949610269586461)	(25, 0.009577452826764083)	(26, 0.010445017087591343)	(27, 0.019816994168370024)	(28, 0.0820076532866188)	(29, 0.22525849419610924)	(30, 0.38380586286229085)	(31, 0.7348725901975741)	(32, 1.2302631984491603)
ERR1041813 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00013802527242738144)	(10, 0.0002760505448547629)	(11, 0.0004140758172821444)	(12, 0.0004140758172821444)	(13, 0.0004140758172821444)	(14, 0.0005521010897095258)	(15, 0.0005521010897095258)	(16, 0.0005521010897095258)	(17, 0.0005521010897095258)	(18, 0.0006901263621369073)	(19, 0.0011042021794190515)	(20, 0.0016563032691285775)	(21, 0.0028985307209750105)	(22, 0.004554833990103588)	(23, 0.005797061441950021)	(24, 0.007315339438651217)	(25, 0.007867440528360742)	(26, 0.008281516345642887)	(27, 0.01518277996701196)	(28, 0.05990296823348355)	(29, 0.1526559513046839)	(30, 0.26749297796426524)	(31, 0.4731506338810636)	(32, 0.7659022366995397)
