"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GSE36392_MAC_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN",0.393463606109736,0.835606156046897,0.0113866538932227,0.437647892528587,1.04517668075874,14,"[""LMNA"",""DSP"",""CCDC59"",""VAT1"",""UXT""]"
"GOMF_TRNA_BINDING",0.393069936946839,0.835606156046897,0.0115041948706962,0.429756378174067,1.04481019931166,15,"[""NSUN2"",""FARSA"",""TARS1"",""AIMP1"",""SARS1"",""EIF2S3""]"
"HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION",0.393064923626081,0.835606156046897,0.00636833334856708,-0.355274851907186,-1.04282742623414,110,"[""FGFR1"",""PHGDH"",""MAD2L2"",""JMJD1C"",""TP53"",""VCL"",""PTEN"",""FDFT1"",""HNRNPA1"",""CCT5"",""MT-ND3"",""DNMT3A"",""ACAT2"",""SPTBN1"",""PSAT1"",""MT-ND5"",""MT-ND1"",""MT-ND2"",""CALM2"",""CNBP"",""TPM3"",""GPX1"",""CTNNB1"",""ALDOA"",""PRDX1"",""LDHA"",""TIA1"",""HSD17B4"",""SLC2A3"",""NDUFS4""]"
"GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_6H_DN",0.393362286519162,0.835606156046897,0.0115957023644452,0.421574563778059,1.04251182578086,16,"[""DLAT"",""ZCCHC17"",""AURKAIP1"",""HDLBP""]"
"HP_HYPERTONIA",0.393458519667792,0.835606156046897,0.00628777118587214,-0.35110112920703,-1.04211074502605,123,"[""PODXL"",""TUBA1A"",""UCHL1"",""FGFR1"",""PHGDH"",""TP53"",""BOLA3"",""PPT1"",""HNRNPA1"",""CCT5"",""MT-ND3"",""MSH6"",""CYB5A"",""SPTBN1"",""PSAT1"",""TBL1XR1"",""MT-ND5"",""MT-ND1"",""MT-ND2""]"
"EGR1_01",0.393510345314596,0.835606156046897,0.0128820962054998,0.358394285478916,1.03070834713805,30,"[""AP1G1"",""CORO1C"",""BRD2"",""TAF11"",""ZNHIT1"",""SF1"",""GRB2"",""TPM4"",""CLTC"",""ATG12"",""FUS"",""SELENOF"",""TRA2B""]"
"ZNF407_TARGET_GENES",0.393298763462306,0.835606156046897,0.0321700950419681,0.253799265755569,1.01479145107549,243,"[""ATAD3B"",""RAB5C"",""MAP1LC3B"",""PRCC"",""BLMH"",""CLPP"",""SUPT5H"",""DLAT"",""RANGAP1"",""PRPF31"",""USP39"",""PTTG1IP"",""EIF3B"",""SRRT"",""BABAM1"",""ITSN1"",""GORASP2"",""TBCB"",""TAF11"",""ZNHIT1"",""SMNDC1"",""CAPRIN1"",""GTF3C2"",""RPS19BP1"",""DYNC1I2"",""SNRPA"",""TARS1"",""PLEKHB2"",""GSPT1"",""COX5A"",""EXOSC3"",""CISD1"",""NDUFA9"",""NAA38"",""SERP1"",""POP7"",""PUM3"",""AK2"",""COA6"",""FEN1"",""MESD"",""TIMM50"",""SAMM50"",""MRPL17"",""TRAPPC2L"",""ARPC5""]"
"GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",0.393801517677673,0.835737793647434,0.00784496535715496,-0.518231021169145,-1.07337301722306,13,"[""DPYSL2"",""CNN2"",""CTSC"",""MT-CYB"",""CD63"",""DNMT1""]"
"GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_MACROPHAGE_DN",0.393774638392661,0.835737793647434,0.00752652340935252,-0.464473127623067,-1.06130298464957,21,"[""DPYSL2"",""PHC1""]"
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP",0.393715368289104,0.835737793647434,0.00738177225411354,-0.443791120969223,-1.05669057350934,26,"[""BOLA3"",""PCLAF"",""GMPS"",""BIRC5"",""CCNB1"",""SLC16A1"",""CENPU"",""PTTG1"",""EIF4EBP1"",""LARP1"",""PAICS"",""RBIS"",""CENPF"",""MTHFD2"",""SHMT2""]"
"GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN",0.3937575030012,0.835737793647434,0.0128775451364178,0.358337299444604,1.03054446064874,30,"[""FBXO7"",""ANP32B"",""CCDC12"",""IDH3B"",""CORO1C"",""PPM1G""]"
"GOCC_LYSOSOMAL_LUMEN",0.394028431189388,0.83588870436183,0.00830075466429701,-0.625211227164126,-1.09283453800782,6,"[""VCAN"",""PPT1""]"
"GOBP_REGULATION_OF_SYNAPSE_ORGANIZATION",0.394016798641684,0.83588870436183,0.00765243844990425,-0.486363796903385,-1.06576237100196,17,"[""TUBA1A"",""PTEN"",""CTNNB1"",""ADAM10"",""DHX36"",""CFL1"",""ADNP""]"
"GSE19401_PAM2CSK4_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP",0.393949053815168,0.83588870436183,0.00746609099195798,-0.455713079180811,-1.05973458379399,23,"[""PCLAF"",""PSAT1"",""IDH1"",""CTNNB1"",""PAPOLA"",""GNL3L"",""RAD21"",""HMGB2"",""SRP9""]"
"GOBP_GTP_METABOLIC_PROCESS",0.394741758521714,0.836011831599009,0.00829098310855003,-0.624888279847251,-1.09227004401523,6,"""AK4"""
"MIR6834_3P",0.39497789271711,0.836011831599009,0.00819206391405865,-0.602586560130297,-1.08999261469464,7,"[""TBL1XR1"",""NUCKS1"",""PFN2""]"
"GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_UP",0.394295465626524,0.836011831599009,0.00806095004813327,-0.567848507028182,-1.08537864405729,9,"[""VCAN"",""MEST""]"
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0.395091825125955,0.836011831599009,0.00805021652253476,-0.567442944897325,-1.08460345759431,9,"[""TP53"",""UBB""]"
"GOBP_REGULATION_OF_CELL-SUBSTRATE_JUNCTION_ORGANIZATION",0.394693785890732,0.836011831599009,0.00798598754720554,-0.552354082836138,-1.08133336525843,10,"[""SFRP1"",""VCL"",""PTEN""]"
"STAMBOLSKY_TARGETS_OF_MUTATED_TP53_UP",0.394268414462109,0.836011831599009,0.00792871900316619,-0.540021970315459,-1.07920980968247,11,"[""TP53"",""MALAT1"",""C6orf62"",""ZNF638""]"
"GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN",0.394921562161398,0.836011831599009,0.00787080430446735,-0.528099606486888,-1.07540807019255,12,"[""LAPTM4B"",""OAZ2"",""CCNI"",""SRI"",""ECH1"",""DGUOK""]"
"MIR4472",0.394699408549824,0.836011831599009,0.0105256602588839,0.539637940415176,1.07348467954916,7,"[""URM1"",""IDH3B"",""GARS1"",""TXNRD1""]"
"GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION",0.394393630116708,0.836011831599009,0.00783708073259192,-0.517994810083098,-1.07288377092985,13,"[""SFRP1"",""TRIM71"",""CTNNB1"",""CASP3"",""HIF1A"",""SOX4""]"
