"","x"
"CSNK2B",-1928
"HNRNPA2B1",-707
"RPS27",13
"CENPN",-1668.5
"ATF4",-768
"SEPTIN2",-4520.5
"CAPRIN1",87
"EP300",-890
"PCBP2",-3847.5
"PRPF40A",-5920
"BNIP3",-3350
"CWC15",-16
"ODC1",-3969.5
"KRR1",-4459.5
"IMP3",-281
"SNRPA1",-1098
"CTNNA1",-206
"NRBF2",-2325
"SEH1L",-297
"SPINT2",-3815
"TPX2",-2908
"HJURP",-2171
"GON4L",-989
"SF3A3",-119
"DNTTIP2",-829
"COA1",-4148.5
"COX3",-2755.5
"SMARCA5",-909
"NIFK",102
"LSG1",-343
"POM121C",-517
"YME1L1",-951
"CIR1",-1328
"CFDP1",-3391.5
"NOC3L",-805
"PARN",-2968.5
"CSDE1",-156
"PDCL3",-8432.5
"CCDC47",-528.5
"NUP54",-594
"CALM3",-3928
"YWHAB",-19
"RARS2",-5269
"TOMM5",-88
"CLK1",-4790
"TPD52L2",-2051
"NUDC",84
"LAPTM4A",-1252
"DHX29",-1099
"TCOF1",74
"FAU",-241
"RALBP1",-1550
"SUB1",-2500.5
"CDC37",-2250
"MELK",-1322
"GPN3",-3757
"RHOA",-763
"H2AZ2",23
"NANOGNB",-15754
"PAIP2",-3573.5
"HDAC2",-2397
"RSL24D1",93
"SSB",-1388
"MRPL19",-1949
"SP1",-915
"SF3B6",-1208
"CALM2",-4569
"RAD51AP1",-370
"ZNF677",-4186
"TRIM60",-6553
"RPS5P4",-36709
"SAR1A",-466
"PPM1A",-1124
"MTCO3P12",-4935
"MYDGF",-29
"XPOT",-481
"ATF7IP",-227.5
"YY1",-2116
"PSPC1",-1366
"LMAN2",-568
"CRK",-490
"SLBP",-4721.5
"FKBP4",-951
"WDR43",-1212
"TCERG1",-504
"RBM18",-1057
"SNRPB2",-508
"EXOSC10",-689
"HNRNPA1P19",-27969
"IK",-86.5
"FEZ2",-7565.5
"PHF3",-2393.5
"NCBP2",-831
"COX16",66
"TFAM",158
"BTRC",-6159
"UTP23",-425
"ARPP19",-579
"RPL13AP19",-4820
"RPS24P4",-3022
"LAMTOR3",-4485
"SUMO2",183
"PCMT1",-393
"SYCP3",-2221.5
"EIF2A",-530
"IMP4",-1069
"CCDC59",-1461
"NHP2",-947
"PPP6R3",-420
"PCM1",-1119
"YARS2",-967
"CCNL1",-254.5
"ARCN1",-583
"UNG",-1473.5
"EIF4A1P10",-4251
"RPL23AP65",-3197
"GLRX5",-3055
"VMP1",-4256
"SKA3",-870
"CBX1",-756
"RPP21",-1833.5
"GTSF1",-153
"PCNA",-8
"BPTF",-3964
"TBRG1",-319
"PLEKHB2",-5761
"PHAX",-110
"SINHCAF",-577
"POMK",-6870
"LAMTOR4",-2710
"ORC6",-70
"MTPAP",-3926
"DNAJC7",-420
"CKAP2",-3215.5
"MMADHC",-118
"ERP44",-371
"CACYBP",-1170
"SNHG3",25
"SH3BGRL3",-1583
"CDCA8",-875
"HNRNPH2",-4739
"RPL28",-1590
"RAD1",-2972
"NEPRO",-1799.5
"BCLAF1",-3294
"PQBP1",-2383
"BAG5",-4587
"C2orf49",-325
"COX10",-668
"LUC7L",-958.5
"EBP",-4727
"COX1",-6066
"PFDN2",-1401
"UBE2D3",192
"TOR1A",-4410
"EXOSC3",204
"MGA",-1434
"CREM",-881
"KIF4A",-5273
"ATP1B1",-10403
"SRSF3",-61
"PAM16",-7766
"RPS27L",-3319.5
"NECAP2",-1918
"ECT2",-2423
"RPS18P14",-3459
"DTL",-6276
"HMGN2",-1618
"OARD1",-4108.5
"BRIX1",177
"OGFOD1",-340
"RBM8A",-340
"ROCK1",-1033.5
"NIPA2",-3522.5
"SELENOK",-3939.5
"ATP6V1D",-766
"ACTR2",-94
"LBR",-1331
"STIP1",-439
"CBX5",-4931
"CDC27",-920
"C12orf43",-1967
"BAZ1B",-3277
"CDC25A",-4753
"SLC16A1",-390
"VPS26A",-1869
"PICALM",-1285
"DCTN3",-693.5
"MTPN",-2441
"RBM22",80
"NAMPT",-114
"GOLT1B",-3125.5
"SCAF11",174
"TTK",-4258
"TMEM167A",-3383
"GORASP2",-1923
"TMA16",-3853
"DDX42",-3237
"TRIP12",-93
"GTPBP4",62
"CLPB",-246
"CYCSP3",-11101
"LSM10",-128
"RPL15P4",-7016.5
"NKTR",-3241
"WDR75",-2129
"SS18",119
"DHX9",-982
"MICOS13",-4310
"MRPL18",-604
"RPS19",-1938.5
"PRPSAP1",-11638
"WTAP",-2920
"NAA60",-7711
"ZNHIT1",-1603
"CRIPT",-2864
"SYNE2",-5231
"HIPK1",-5776
"PDIA6",-3201
"PTRH2",230
"GARS1",-2161
"BUB1",-2620.5
"ELP3",-5472
"LOC652549",-700
"BZW2",-3203
"ACLY",-1193
"RN7SL704P",-38416
"LRRC59",-848
"SRRM2",-3512
"SF1",-618
"CLINT1",-441
"MAK16",-2971.5
"APBB2",-8737
"RNF20",-1774
"FBXW2",-2565
"CNOT9",-1788
"GLUL",-2018
"RAB6A",-2136.5
"BDP1",-981
"ANAPC1",-4868
"C19orf53",-439
"WBP4",-1047
"RAC1",32
"RSBN1L",-453
"RIF1",-1795
"YWHAQ",179
"SH3GLB1",-3719
"MDH2",203
"ELOF1",300
"CSNK1A1L",-5607
"CETN2",-1429
"RRM2",-3982.5
"RPP30",-179.5
"GTF2B",-1994
"LIN7C",-4988.5
"HMGB3",-4466.5
"ARMC8",-4123.5
"C8orf33",-2919
"UQCRC2",-1836
"DYNLL1",-2974
"WSB1",-2807.5
"WDR26",-1734
"ARPC5L",-2070
"NRBP1",-1804
"PPIL3",-2793
"PRPF3",-1342
"USP8",153
"RB1CC1",-265
"CD2BP2",-2972.5
"ARF4",-517
"BNIP3P1",-9790.5
"RPL23AP16",-31500
"POLR1F",-943
"RNF181",-2336
"UBL5",-226
"ANKRD17",-881
"SRP14",-3164
"PCF11",-28
"SGO1",-4687
"SAP18",315
"PDRG1",-1282
"GPATCH2",-6878
"DCAF12",-4335
"PPAT",-2464
"PSMA5",-4548
"CTR9",-419
"AZIN1",-341
"EBNA1BP2",-1924
"NCL",57
"CCDC137",-573
"CSTF3",-2147.5
"TMEM209",-8098
"RPAP3",-1891
"SCAND1",-7676
"NRAS",-2546
"RPF1",-861
"HSP90B1",175
"PNRC2",-2063
"SARS1",-2025
"ALKBH7",-46
"CENPW",-2857
"SNHG17",-2107
"SOCS4",-1525
"RPL7P9",-7434
"NDUFA2",-2010
"DNAJC8",-1547
"CMTM6",-727
"PKN2",-337.5
"SNRNP40",-219
"PPP1R2",-593
"ZNF100",-7434
"NGDN",41
"TAF13",312
"GPBP1",-460
"DNAJC9",-119
"SMN1",-3561
"CA5BP1",-4721
"CKAP5",-835
"CENPU",-5114.5
"GOLGA4",-318
"ARL14EP",-9897
"PPHLN1",-473
"MTCO1P12",-8065
"PRP4K",-2599.5
"MTDH",-4431.5
"TFG",-1771
"SEC63P1",-3665.5
"ARFIP1",-7016
"IDE",-4477
"SMC3",193
"RBM5",-1115
"PPP4R2",-5290
"CPNE1",-2963
"RPS2P28",-21244
"FNBP4",-1561
"KPNB1",-2395
"RN7SL284P",-38870
"EIF3L",267
"NOL8",-2649
"RPF2",379
"RAD21",95
"HSPA8",-1506
"NFATC2IP",-1121
"NUTM2A-AS1",-4589
"RIOK1",259
"NCAPG",-620.5
"EIF4G2",-1509
"SECISBP2",-2764
"NUP155",-1019
"NUP43",-5906
"MED13",-718
"DR1",317
"PPP2R1A",-1245
"ATG13",-1836
"NEK2",-5162
"DPH3",-1249
"KCTD10",-3393
"MED6",-2509
"SRP54",2
"BTF3",-1364
"NELFE",-430
"RPL13P6",-3464
"DHX15",-1907.5
"HMGXB3",-4144
"THRAP3",-1392
"UBE2V1",-2166
"SNHG8",-312
"C10orf95",-17570
"PHF23",-764
"SRSF4",456
"UBXN1",-1779
"TAF11",-3935
"HMGXB4",-5717
"HNRNPAB",258
"MTFR2",-1172.5
"ATP6V0B",-238
"ADIPOR1",-3407
"DDX54",-4533
"AHSA1",-1512.5
"SRSF7",-2061
"LYAR",-1160.5
"EIF3I",-976
"PPP4R3A",77
"SRSF2",-415
"RPS10P5",-1668
"INPP5F",-1695
"DDX20",-1332
"TMCO1",358
"SYAP1",-77
"DDX5",-335.5
"NARF",-848.5
"CHTOP",-1746
"PHF20",-5543.5
"CDCA2",-1859.5
"MCM3",-1500
"HNRNPH1",-268
"RAP1GDS1",-1952
"RSL1D1",537
"TGS1",-3207
"PSME3",473
"SNU13",-377.5
"MRPL44",-48
"TIAL1",-1989.5
"MCM7",-403
"MTATP8P2",-8134
"TRMT6",-257
"NUP42",-6799.5
"ELP6",-2004.5
"TAF7",-2298
"COX7A2L",-40
"CENPA",-8666.5
"CKS1B",-1755
"DHX16",-927
"EIF4A2",-205
"NDUFAF5",-5092
"ZMYM2",-4886
"RAB10",-1853
"EMC4",-1904
"CANX",218
"TIMM8A",-3989
"MRPL16",-2046
"GNPTAB",-9558.5
"RBMX",-1689.5
"YEATS2",-6974.5
"RRP8",-8116.5
"HMOX2",-1783.5
"SDAD1",-1887
"MAPK6",-2653
"GRPEL2",-1120
"BAZ2A",-559
"SFPQ",122
"RAB1A",-1749
"UXT",-63
"PRR20G",-15162
"SRP14P3",-1368
"GAS5",66
"TRIM33",-2002.5
"CFL1",-2035.5
"FNBP1",-5982
"RPUSD4",-538
"PTCD3",-1646
"MSH6",-4818
"ATL2",-3134
"RPS6KC1",-6414
"STRAP",-1553
"SNRPD1",-67
"MTF2",36
"SNAPC3",-8585
"AQR",-3299.5
"SRSF6",-2558
"ZNF638",359.5
"ATP8B1",-11181.5
"NOL9",-4414
"QTRT2",-589
"CCNB1",-2002
"SUPT6H",-2013
"BECN1",-3006
"STXBP3",-3279
"PPP6C",-32
"EIF3G",-1405
"CYB5B",-601
"PDLIM5",-6018
"HEATR1",-924
"RFWD3",-4039
"FANCD2",-4084.5
"CERS2",-3694
"PPP1CC",-3308
"RPL8",-177
"RPL18P12",-4383.5
"CDK7",-1490
"BRD2",590
"SRP19",-2022
"CCDC117",-820
"ZFYVE1",-8575
"COPS3",340
"AUNIP",-805.5
"NCAPD2",-1234
"ERVK3-1",-4816.5
"PTP4A2",472
"IFT20",-6005.5
"MBD4",-2122
"RNF19B",-11977
"RAE1",-3279
"USP7",-2628
"RNMT",290
"ABRAXAS2",-6681
"PIM1",-8498
"TNRC6A",-609
"PTMAP5",-1146
"PTAR1",-7268
"ZNF296",-10050.5
"MIS18BP1",-482
"SMAD2",-2318
"RPL19P15",-1987.5
"ORC4",203
"RPRD1A",-2687
"TXN2",-2059
"MOSPD1",-9498
"CYCS",-3731
"SNRPC",642
"SBDSP1",-2118
"TPM3",-928
"H2AZ1",-112
"EIF5B",191
"CAMLG",-449
"CENPS",-8877
"UBXN4",-1162.5
"POLR2A",-2636
"PLRG1",-1212
"BUB3",188
"PPRC1",-3256.5
"DNAJC17",-5498
"USP36",-2400
"SRSF9",-1635.5
"ARHGAP1",-4775.5
"INTS4",-7077
"FBXL12",-5199
"CENPE",-365.5
"SUGT1",-533.5
"BRCA2",-7067.5
"INPP5K",-4358
"RNF2",-1938
"RANBP2",-655.5
"ARPC4",-957
"SLC4A1AP",-182
"MCPH1",-3509
"GATC",-4189
"ZDHHC5",-3803
"PIP4K2C",-560.5
"TMOD3",469
"MRPL49",388
"INO80C",-2894
"DDX18",178
"MESD",-2472.5
"CCNL2",-161
"EEF1B2",624
"NSDHL",-3376
"RTRAF",-1678
"TMEM101",-6216.5
"DDX6",-3106.5
"CKAP2L",-6552
"PPP1R15B",-2788
"RNF8",-1999
"GINS2",-4014
"SNW1",-96
"CLP1",-787
"ATP8",-4554.5
"KIF23",-279
"VCP",-1835
"RN7SL687P",-38950
"MDM4",-2619
"HNRNPK",-5301.5
"SPATA2",-6989
"SNRPBP1",-4058
"EFCAB11",-5689
"MAD2L2",-3885.5
"SRA1",-641.5
"RPS2",-242
"CEBPZ",-959
"PAK1IP1",524
"SAFB",-961
"RPS14",-978
"NOP16",-2322
"ATP6V0E1",-646
"CNOT2",-38.5
"ZWINT",77
"SNHG32",-1231
"CEP43",-2855.5
"SUPT7L",-1965
"CHP1",-3030
"TBC1D3",-10596.5
"MGST2",-12607
"RFC1",-686
"ARID2",-1568
"RNF212",-13590
"USP15",-752
"ULK2",-15648
"RN7SL342P",-37288
"MLX",-3358
"ASCC2",-2382.5
"AMZ2",-5081
"TXNDC9",408.5
"CD37",-16775
"RBM28",-419
"SLC39A9",0
"SNRPB",-1298
"ZNF134",-9470.5
"ATG7",-6530
"CAAP1",-4515
"COIL",-2080
"DUSP11",-1545.5
"RPL23A",-231
"TFB1M",-1616.5
"TTI1",-1157.5
"TROAP",-1078
"RANBP1",-1413
"OGA",-471
"RPL21",456
"CHORDC1",218
"ATRX",-2312.5
"CCNH",-1548
"SUPT16H",-572
"PTPN11",639
"PNKD",338.5
"DNAJB11",-3611.5
"VRK3",-2247
"TFB2M",-1174
"HNRNPL",461
"SUMO1",-1470
"CRNKL1",-4258
"UBE2W",-3798
"BCL2L13",-3765.5
"SCO1",-108
"THUMPD3-AS1",-2237
"RBBP8",-7400.5
"YRDC",317
"ARL8B",-439
"RBM25",-797
"TASOR",-10454
"DRG1",560
"BRAP",-623
"FBL",-894
"SAP30BP",-2019
"COX19",-2145
"ZNF586",-8369
"NXT1",207
"RAMAC",-3597.5
"PRKAR1A",-432
"PTPN1",-4897
"PKNOX1",-891.5
"YBX1",598
"WDR70",-7278
"ZCCHC7",-977
"C9orf78",582
"PSMD14",-1983
"IST1",271
"ERG28",391
"FAM222B",-1570.5
"CCDC28A",-8048
"MYL12B",-3281
"LAMTOR5",-1138
"ZNF426",-4670
"TP53RK",-1981
"WAC",747
"NCBP1",-3791
"PDIA3",-1129.5
"MARCHF8",-9602.5
"MEA1",264
"DRAP1",-2060
"ESS2",-5922
"ESF1",-1740
"ELOA",-31
"ILRUN",-256
"UBE4B",-4404
"CCNF",-381
"SF3B5",-73.5
"POLR1C",516
"N4BP2L2",-2428
"SIVA1",-1293
"LOC728554",-6664.5
"SAFB2",-980.5
"OTUB1",-944
"TEFM",-2561
"EBLN3P",-3287
"RPS10P13",-5215
"TRIP11",-2626
"IWS1",-186
"NOP58",-1788
"TMEM183A",20
"COPS7B",-5298
"DSTN",363
"CIAO2B",-503
"PHF14",-538
"METTL9",-3668
"NPEPPS",254
"POLR1H",-1062
"CWF19L2",-1189
"COPE",-563
"CGGBP1",-2349.5
"ZMAT2",-62
"ZNF518A",-1096
"UBA6",-2839
"TMEM87A",-3119.5
"UQCC3",-9236
"OIP5",-2834
"RRBP1",565
"CALM2P4",-5768.5
"ARID1A",-822
"COX6C",-1360
"RNF111",-4860.5
"YTHDF2",-963.5
"MOB1A",629
"NUP160",728
"BRD7",-4396
"SON",-4376
"KANSL1",-6265
"DDX49",505.5
"NDUFB8",510
"STAMBP",-1177
"PNO1",-63
"ZNF200",-2917
"KDM4C",-4061
"UROD",38.5
"ZC3H14",-326
"LINC01681",-34376
"EMC8",-2727
"RNF113A",-6638.5
"EPB41L5",-8804
"CBX3",-449
"EDEM2",-3605
"ELOC",814
"LMO4",-550.5
"ACIN1",579
"POLR1E",-3056
"GIGYF2",-191
"SYPL1",-164.5
"TRRAP",-4532.5
"EMC3",390
"THOC3",-1523
"ZCCHC8",-3111
"ZNF574",-6844
"SPCS2",-201
"CHD7",585
"PRMT1",-1489.5
"PPP1CA",-11.5
"AIFM1",-3374
"RPS10-NUDT3",-7762
"UQCRQ",-1100.5
"NDUFA13",324
"HARS1",327
"RAB8A",-125
"KIF3B",-4548
"TUSC2",-2604.5
"PTPN9",-12431.5
"TMEM30A",-1110
"AIMP2",-3306
"UPF2",209.5
"AP1M2P1",-7088.5
"AMD1",-1765
"HAT1",-155
"H3-3A",-3251
"GPR89B",-3476
"CISD1",29
"ICE2",-3591
"NFRKB",-2186
"SNRPF",390
"DPPA2",-9827
"LZIC",-846
"UGGT1",-2781
"KDM1A",-3476
"CDC5L",793
"RTF2",195
"RBM17",-834
"COX7B",-1681
"PRPF38A",213
"UBAP1",-2234.5
"ZNG1B",-4701
"DAP3",-1071.5
"STOM",-6276.5
"UBE2N",441
"CLSTN1",-6279
"IGF2BP2",-4950
"CKS2",-1353
"UBB",-1340
"THUMPD1",480
"SEMA4C",-4359
"POLR3H",-2330
"UBE2K",800
"EIF5A",-1260
"TRA2B",-337
"CNEP1R1",-8144
"TNFAIP1",-8467
"RPL32P13",-37596
"MRPS14",-44
"UGP2",641.5
"UBL7",536
"CYTH3",-6517
"PPP4R3B",-1679.5
"PPP2R5E",-3122.5
"CNEP1R1P1",-20881.5
"DDX41",-4271
"TAX1BP1",127
"ILF2",153
"ELP5",-1695
"TUG1",-1146.5
"PAPOLA",-4846
"PATL1",-5448
"TMEM138",-1975
"SURF6",464
"UBAP2L",826
"TUBA1C",-1346
"SLC25A33",-887
"TMSB10",-5541
"DUSP12",-7356
"PIK3R4",-8040.5
"AKAP8",-194.5
"GTF2F1",455
"SF3B4",-868
"CENPK",-364.5
"CLPP",-58.5
"CIAPIN1",743
"ANLN",-1863
"EP400",-316
"RPL18AP10",-3717
"SBDS",815
"DEPDC1B",-10395
"COQ7",-6570
"OBI1",-5269
"HK2",-4771
"GID8",362
"QKI",-1962.5
"ATG101",-911
"RPL18A",-1212
"RBM19",-1858
"FAM114A2",-9325
"STOML2",196
"ORC1",-80
"EXOSC7",650
"RAD54L2",-5080
"MED27",-546.5
"PSMB3",-754.5
"TIMM22",-5248.5
"UBR5",-3270
"AFTPH",-4745
"PPP4C",-2003
"JMJD6",884
"UQCC4",485
"CHD6",-4150.5
"SMOX",-3653
"SAP130",-5757.5
"SPAG7",407
"LUC7L2",-778
"LINC01224",-14421
"MED30",-1798.5
"TRAPPC1",107
"ZCCHC17",-369.5
"GPN1",-748
"TCF25",-2644
"PGGT1B",-4978
"GNA13",-80
"NUP98",-676
"TAF12",-2114.5
"PITHD1",-2325.5
"MKLN1",-5290.5
"NAA35",192
"NIF3L1",-6606
"RPL36",653
"EDC3",-3608
"DBI",-2160.5
"PPIE",743
"MT1X",-15657
"BIRC2",-1968.5
"ALG13",167
"GNPNAT1",-4640
"HIF1A",-4223
"ATP2A2",145
"RPL8P3",175
"FGD5-AS1",-3684
"LTN1",106
"MAPK1IP1L",-1474.5
"AGO2",-3756
"SELENOI",-1889.5
"EIF4E",-2679
"GABARAPL3",-55372
"NDUFA6",-2745
"MLLT10",-1311.5
"VAPA",-373
"TRNAU1AP",-2389.5
"NSMCE2",-2620
"ZFR",636
"GNB4",-10566.5
"TDP2",-1447
"SLC30A7",-504
"INIP",-1113
"ABCF2",1019
"TMPO",-2616
"ENY2",518.5
"TMBIM6",900
"RRP15",-135
"USP9X",-4471.5
"CCDC174",-175
"IFT22",-6575
"PLA2G12A",-4890
"DDX43",-9979
"ATP5MJ",-552.5
"SNF8",107
"TVP23B",-1687
"DNAJC3",620
"UBE3A",-2222.5
"SNHG16",-301
"STRN3",-4653
"ORC5",-3162
