Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR2977863	(1.0, 26.86277965130326)	(2.0, 14.122000585967731)	(3.0, 9.379365449362522)	(4.0, 6.768704751153362)	(5.0, 4.939483116548734)	(6.0, 3.764431581479477)	(7.0, 2.9900144872966052)	(8.0, 2.5955099084576467)	(9.0, 2.132805132499223)	('>10', 19.410458869213308)	('>50', 3.514519902529644)	('>100', 2.9261733348803873)	('>500', 0.1957332310809678)	('>1k', 0.31092092829580736)	('>5k', 0.08709906993127063)	('>10k+', 0.0)
SRR2977864	(1.0, 22.01005766466985)	(2.0, 12.104979606284983)	(3.0, 8.625229496522744)	(4.0, 6.406082792845924)	(5.0, 5.160320334701837)	(6.0, 3.8955792859673988)	(7.0, 3.288407132567992)	(8.0, 2.700752198241545)	(9.0, 2.361398467153098)	('>10', 20.604698184462535)	('>50', 4.096842682438135)	('>100', 6.12476640906738)	('>500', 1.4602648108493224)	('>1k', 0.70469985346132)	('>5k', 0.32405434482831996)	('>10k+', 0.13186673593777476)
SRR2977865	(1.0, 31.911886882399482)	(2.0, 15.750566340736679)	(3.0, 9.935181006890296)	(4.0, 6.727493712741832)	(5.0, 4.8173839630972815)	(6.0, 3.5725808913273758)	(7.0, 2.8025716373134175)	(8.0, 2.123198742826167)	(9.0, 1.7743628645456506)	('>10', 13.588710800657132)	('>50', 2.6456030839932274)	('>100', 3.4152114828120355)	('>500', 0.38857993019924353)	('>1k', 0.30920637491511044)	('>5k', 0.23746228554509013)	('>10k+', 0.0)
SRR2977866	(1.0, 38.82044395903883)	(2.0, 17.306221278281736)	(3.0, 9.302319232070015)	(4.0, 5.587340272176299)	(5.0, 3.709670275215604)	(6.0, 2.638164013749095)	(7.0, 2.0187760497360836)	(8.0, 1.5856725060786472)	(9.0, 1.3096770204114927)	('>10', 11.918946373830842)	('>50', 2.3798831428833105)	('>100', 2.5178048751086135)	('>500', 0.33116087024564755)	('>1k', 0.23632933575243295)	('>5k', 0.33759079542135223)	('>10k+', 0.0)
SRR2977867	(1.0, 32.1694316682412)	(2.0, 15.11764668241306)	(3.0, 9.014115631465398)	(4.0, 6.016922263268541)	(5.0, 4.288966221499857)	(6.0, 3.292738570528772)	(7.0, 2.419815429845341)	(8.0, 2.062438559729958)	(9.0, 1.751151389256642)	('>10', 16.918949944587933)	('>50', 3.2729941358242134)	('>100', 2.9344372016333797)	('>500', 0.24142233607486804)	('>1k', 0.2269607633497472)	('>5k', 0.2720092022810971)	('>10k+', 0.0)
SRR2977868	(1.0, 24.132597750035654)	(2.0, 13.770282187239122)	(3.0, 9.264335245072347)	(4.0, 6.848085663386924)	(5.0, 5.219352064333656)	(6.0, 4.134200380531051)	(7.0, 3.1723749360333877)	(8.0, 2.700933062465809)	(9.0, 2.277897226382026)	('>10', 17.973772080341245)	('>50', 3.1603744143787478)	('>100', 4.874993688246365)	('>500', 1.092541028459059)	('>1k', 0.8065913547539362)	('>5k', 0.11869657405174816)	('>10k+', 0.4529723442889406)
SRR2977869	(1.0, 35.485595324773115)	(2.0, 16.675996215992868)	(3.0, 9.25153184175874)	(4.0, 5.928989594781819)	(5.0, 3.9451287409249325)	(6.0, 2.83624830939175)	(7.0, 2.1825783305402533)	(8.0, 1.720053897230855)	(9.0, 1.330008646102337)	('>10', 13.279470204471533)	('>50', 2.8605962344167155)	('>100', 3.2432965941501393)	('>500', 0.5092229339858434)	('>1k', 0.3792717338501118)	('>5k', 0.2103586889326765)	('>10k+', 0.16165270869632567)
SRR2977870	(1.0, 29.333832821221474)	(2.0, 15.548351242058875)	(3.0, 9.755829186960012)	(4.0, 6.799917517977534)	(5.0, 5.081415172042767)	(6.0, 3.8323937561223618)	(7.0, 2.9321816711663375)	(8.0, 2.4702914946862298)	(9.0, 1.915368824793053)	('>10', 16.15754511885799)	('>50', 2.7219819647338697)	('>100', 2.655524868807166)	('>500', 0.3031996317494832)	('>1k', 0.26698552027509787)	('>5k', 0.2251812085478128)	('>10k+', 0.0)
SRR2977871	(1.0, 32.60688256932779)	(2.0, 15.805639869889754)	(3.0, 8.973682358906277)	(4.0, 5.777441523458425)	(5.0, 4.11177530766558)	(6.0, 3.191041394574442)	(7.0, 2.3469704976386128)	(8.0, 1.9838409363717995)	(9.0, 1.6360107906788057)	('>10', 16.214841951354593)	('>50', 3.3695638490182)	('>100', 2.998297633063126)	('>500', 0.3756926612418937)	('>1k', 0.37240300069849613)	('>5k', 0.23591565611222562)	('>10k+', 0.0)
SRR2977872	(1.0, 20.831452504521888)	(2.0, 11.760970457242749)	(3.0, 8.444528959122017)	(4.0, 6.402602679234061)	(5.0, 5.162493259339544)	(6.0, 4.183590607535962)	(7.0, 3.496981735780269)	(8.0, 2.7645042892383467)	(9.0, 2.5156075059646126)	('>10', 22.996673749646042)	('>50', 4.276439586027424)	('>100', 5.100271142637042)	('>500', 0.8661345764314818)	('>1k', 0.6700296178808401)	('>5k', 0.37316225237891854)	('>10k+', 0.15455707701875254)
SRR2977873	(1.0, 25.15930153760182)	(2.0, 13.625287693173021)	(3.0, 8.71018988420619)	(4.0, 6.214100024179768)	(5.0, 4.79247142958652)	(6.0, 3.626958247915213)	(7.0, 2.8819625484869253)	(8.0, 2.3479497250185015)	(9.0, 1.9782656706432482)	('>10', 19.460203101429965)	('>50', 4.5639228519131025)	('>100', 5.272752571164081)	('>500', 0.7140548937292175)	('>1k', 0.3152834563981555)	('>5k', 0.06993125091003896)	('>10k+', 0.2673651136440597)
SRR2977874	(1.0, 25.349861991643696)	(2.0, 13.907987354806162)	(3.0, 9.23949616612626)	(4.0, 6.58608617546884)	(5.0, 4.899403437397709)	(6.0, 3.7912504406033025)	(7.0, 3.0737606007418585)	(8.0, 2.431674369333196)	(9.0, 2.0258272372709882)	('>10', 19.164902129483742)	('>50', 4.005644181434166)	('>100', 4.434115315982446)	('>500', 0.5264757888508559)	('>1k', 0.30788295785176195)	('>5k', 0.13841117350169352)	('>10k+', 0.11722067950335645)
SRR2977875	(1.0, 27.74509097173538)	(2.0, 14.663376882996031)	(3.0, 9.30920286969562)	(4.0, 6.402022562475136)	(5.0, 4.685863438280599)	(6.0, 3.6465544632635556)	(7.0, 2.923758830211924)	(8.0, 2.3525374508327013)	(9.0, 1.8808515951532976)	('>10', 16.129998122890782)	('>50', 3.49518668750216)	('>100', 4.979057746597189)	('>500', 0.9766830592582432)	('>1k', 0.6262036441316572)	('>5k', 0.1836116749758199)	('>10k+', 0.0)
SRR2977876	(1.0, 27.585016927642812)	(2.0, 14.869466273425177)	(3.0, 9.589802447052742)	(4.0, 6.736219424774795)	(5.0, 5.0398712372722425)	(6.0, 3.9104551042063798)	(7.0, 2.972000656094422)	(8.0, 2.5420821189669573)	(9.0, 2.00294246919979)	('>10', 17.04340586063552)	('>50', 3.095990657970711)	('>100', 3.5816349918229693)	('>500', 0.4346070329053907)	('>1k', 0.2959561872176836)	('>5k', 0.16575445160611887)	('>10k+', 0.1347941592063219)
SRR2977877	(1.0, 26.94146889942231)	(2.0, 14.89284720618434)	(3.0, 9.598647347657787)	(4.0, 6.98206917692557)	(5.0, 5.028907676496157)	(6.0, 3.99575606680143)	(7.0, 3.2803837119759427)	(8.0, 2.5402901206598587)	(9.0, 2.183961534429497)	('>10', 18.759048251633857)	('>50', 2.9449169154836627)	('>100', 2.1076863043657834)	('>500', 0.2796420366263575)	('>1k', 0.24036969689672774)	('>5k', 0.22400505444071364)	('>10k+', 0.0)
SRR2977878	(1.0, 29.27925651149562)	(2.0, 15.076108540386535)	(3.0, 9.29006825490931)	(4.0, 6.452347222762773)	(5.0, 4.6620849847349985)	(6.0, 3.4615142802595913)	(7.0, 2.791368663174087)	(8.0, 2.3010892018438516)	(9.0, 1.8161895739513978)	('>10', 17.685802143701945)	('>50', 3.4102790379512276)	('>100', 2.986321853195548)	('>500', 0.28762515016897805)	('>1k', 0.25407171873152773)	('>5k', 0.2458728627325196)	('>10k+', 0.0)
SRR2977879	(1.0, 22.134200879086936)	(2.0, 13.126062863821103)	(3.0, 9.007340530414357)	(4.0, 6.940238236110289)	(5.0, 5.372881450064832)	(6.0, 4.320560314754083)	(7.0, 3.6673626986173775)	(8.0, 3.033349980462109)	(9.0, 2.5081506573763823)	('>10', 23.41568580860822)	('>50', 3.3438024106570414)	('>100', 2.311495025786289)	('>500', 0.19529195045145947)	('>1k', 0.19471501706755562)	('>5k', 0.4288621767219321)	('>10k+', 0.0)
SRR2977880	(1.0, 20.18385378170382)	(2.0, 11.246483156215042)	(3.0, 7.923130805217352)	(4.0, 5.960125771595943)	(5.0, 4.705452644266026)	(6.0, 3.905303996199685)	(7.0, 3.143968584938586)	(8.0, 2.745841803968451)	(9.0, 2.308005354687325)	('>10', 25.558675462768793)	('>50', 5.97724239862071)	('>100', 5.535352625685229)	('>500', 0.3495609189066288)	('>1k', 0.21110708424489188)	('>5k', 0.2458956109816108)	('>10k+', 0.0)
SRR2977881	(1.0, 33.18544340794684)	(2.0, 16.473984966329468)	(3.0, 9.632554373052935)	(4.0, 6.38285776129114)	(5.0, 4.422628943237205)	(6.0, 3.1536695662455863)	(7.0, 2.4766198658425242)	(8.0, 1.9695316453374117)	(9.0, 1.5705139395607914)	('>10', 14.15166591797566)	('>50', 2.8845317180460777)	('>100', 2.9820910224291186)	('>500', 0.28382390940747504)	('>1k', 0.21485491086834324)	('>5k', 0.2152280524294206)	('>10k+', 0.0)
SRR2977882	(1.0, 31.77358860665438)	(2.0, 16.237466320751796)	(3.0, 9.861350559613575)	(4.0, 6.370163440910632)	(5.0, 4.457649139506053)	(6.0, 3.261518848198407)	(7.0, 2.453603284794308)	(8.0, 1.798536202463998)	(9.0, 1.4814311831752265)	('>10', 10.0761406469878)	('>50', 2.424219266837641)	('>100', 5.634384464757321)	('>500', 2.2008222825704498)	('>1k', 1.4030348331598321)	('>5k', 0.0)	('>10k+', 0.5660909196185923)
SRR2977883	(1.0, 33.35908862625824)	(2.0, 16.12860654293583)	(3.0, 8.973305556073823)	(4.0, 5.830128612194568)	(5.0, 4.013110504421986)	(6.0, 3.03392495941097)	(7.0, 2.3453192153086415)	(8.0, 1.874966261446933)	(9.0, 1.593137421851492)	('>10', 15.549614379504284)	('>50', 3.3550495193734515)	('>100', 3.1237099826207677)	('>500', 0.31957123622338035)	('>1k', 0.1827944517966733)	('>5k', 0.0661312799472126)	('>10k+', 0.25154145063175015)
SRR2977884	(1.0, 32.027750771221456)	(2.0, 16.646908778511968)	(3.0, 10.477021711568272)	(4.0, 7.079666225224187)	(5.0, 5.090273509712467)	(6.0, 3.7986173254342273)	(7.0, 2.915450133986137)	(8.0, 2.234081088408853)	(9.0, 1.7897135235879065)	('>10', 11.178901777758835)	('>50', 1.7981308086160899)	('>100', 3.6536160336803354)	('>500', 0.7086123707788112)	('>1k', 0.34974956496176357)	('>5k', 0.1144944534957594)	('>10k+', 0.1370119230529861)
SRR2977885	(1.0, 32.97717801546422)	(2.0, 14.753688226992114)	(3.0, 8.936545098294795)	(4.0, 5.916822025245041)	(5.0, 4.162072226544571)	(6.0, 2.9445109580531756)	(7.0, 2.1964739906717075)	(8.0, 1.7234035447221754)	(9.0, 1.3393871537366047)	('>10', 10.098344794095693)	('>50', 3.1971175347864595)	('>100', 8.02419893539257)	('>500', 2.6213772815117298)	('>1k', 0.8229893205044241)	('>5k', 0.2858908939847025)	('>10k+', 0.0)
SRR2977886	(1.0, 38.78537195152952)	(2.0, 16.842646937574294)	(3.0, 8.877704964948121)	(4.0, 5.383723727345596)	(5.0, 3.609199087310487)	(6.0, 2.528041940672473)	(7.0, 2.0593023823039203)	(8.0, 1.513783026557796)	(9.0, 1.3018287763047305)	('>10', 12.49230898911993)	('>50', 2.7912906449896973)	('>100', 2.908616011028803)	('>500', 0.3327066523688929)	('>1k', 0.2837246735283171)	('>5k', 0.12813661741872248)	('>10k+', 0.16161361699871307)
SRR2977887	(1.0, 41.84417228975631)	(2.0, 18.738913802292885)	(3.0, 10.68260926181718)	(4.0, 6.714848509759102)	(5.0, 4.541528097288823)	(6.0, 3.2396507373337067)	(7.0, 2.3803987688576638)	(8.0, 1.756973145072398)	(9.0, 1.3429472538164697)	('>10', 7.025071173694461)	('>50', 0.4443428208832998)	('>100', 0.39957004223036535)	('>500', 0.2144913412393414)	('>1k', 0.36679389903628595)	('>5k', 0.3076888569216112)	('>10k+', 0.0)
SRR2977888	(1.0, 33.82726899659553)	(2.0, 16.42220481539779)	(3.0, 9.841122145599726)	(4.0, 6.511264403538925)	(5.0, 4.486131626923546)	(6.0, 3.222622932550982)	(7.0, 2.6618953621349934)	(8.0, 2.0646989745759434)	(9.0, 1.6981477849637383)	('>10', 13.615725106763552)	('>50', 2.4758136206266745)	('>100', 2.2716283829281356)	('>500', 0.2556678818210968)	('>1k', 0.35040534989946315)	('>5k', 0.13085276913927177)	('>10k+', 0.1645498465405192)
SRR2977889	(1.0, 40.124516522308916)	(2.0, 17.780059616911423)	(3.0, 9.589258476611388)	(4.0, 5.952781262885199)	(5.0, 3.839283749168799)	(6.0, 2.707288562082452)	(7.0, 1.9462447927137905)	(8.0, 1.4315123354368209)	(9.0, 1.1160306023550988)	('>10', 8.102331625982014)	('>50', 2.080846685898857)	('>100', 4.118194605255039)	('>500', 0.504753046245528)	('>1k', 0.3902590076124793)	('>5k', 0.31663910853199967)	('>10k+', 0.0)
SRR2977890	(1.0, 38.784273844761216)	(2.0, 16.917248180949347)	(3.0, 8.827429198620369)	(4.0, 5.175300359030641)	(5.0, 3.3792138312359064)	(6.0, 2.2935574788162647)	(7.0, 1.6756969241142339)	(8.0, 1.2573460795857647)	(9.0, 0.9504490085443802)	('>10', 7.692857885095735)	('>50', 2.538561795999944)	('>100', 6.662252402580812)	('>500', 2.4893392760160453)	('>1k', 0.9428597179788245)	('>5k', 0.2310791090219391)	('>10k+', 0.18253490764857339)
SRR2977891	(1.0, 44.147316174680505)	(2.0, 17.57649483717485)	(3.0, 8.688528316523582)	(4.0, 5.019808536037118)	(5.0, 3.282690291316685)	(6.0, 2.3214795076420085)	(7.0, 1.7543414984413954)	(8.0, 1.3946402769408763)	(9.0, 1.179090829181873)	('>10', 10.507928606159656)	('>50', 2.0144609801902003)	('>100', 1.3403197835904859)	('>500', 0.23031028999475267)	('>1k', 0.2471169175500688)	('>5k', 0.2954731545759286)	('>10k+', 0.0)
SRR2977892	(1.0, 34.45490775775084)	(2.0, 15.830446857563722)	(3.0, 9.074919854429314)	(4.0, 5.822693773507125)	(5.0, 4.120020589349565)	(6.0, 3.177168491128221)	(7.0, 2.3422953052798627)	(8.0, 1.9475796483392385)	(9.0, 1.5529447881657075)	('>10', 14.723105989129051)	('>50', 3.235354969676427)	('>100', 2.924788280530269)	('>500', 0.29942752656083155)	('>1k', 0.24501706296528397)	('>5k', 0.249329105624451)	('>10k+', 0.0)
SRR2977893	(1.0, 43.94148248680301)	(2.0, 17.890559228988227)	(3.0, 8.755345102026437)	(4.0, 5.140048450434387)	(5.0, 3.432285623921384)	(6.0, 2.4001077542735048)	(7.0, 1.8127525547273489)	(8.0, 1.3218228491421251)	(9.0, 1.1490649365112755)	('>10', 9.87340421625369)	('>50', 1.963310749652298)	('>100', 1.6632259154534785)	('>500', 0.18175528767188975)	('>1k', 0.2121886525935217)	('>5k', 0.26264619154743235)	('>10k+', 0.0)
SRR2977894	(1.0, 38.20308251665861)	(2.0, 17.149313917297977)	(3.0, 9.034450240430388)	(4.0, 5.444029963520977)	(5.0, 3.7010512660267003)	(6.0, 2.8789512554754806)	(7.0, 2.036891755876919)	(8.0, 1.6831114066848865)	(9.0, 1.3552564741449578)	('>10', 12.411082954568617)	('>50', 2.618829663411833)	('>100', 2.730716190181423)	('>500', 0.24732793298648925)	('>1k', 0.22983534527447302)	('>5k', 0.27606911746040286)	('>10k+', 0.0)
SRR2977895	(1.0, 38.386434125656244)	(2.0, 18.034520961934216)	(3.0, 10.099873365931394)	(4.0, 6.2274735054227355)	(5.0, 4.283831849993187)	(6.0, 2.86334067557838)	(7.0, 2.0995573033173303)	(8.0, 1.583406940129083)	(9.0, 1.266150162250914)	('>10', 8.393318607404456)	('>50', 1.9960425147136676)	('>100', 3.700344768057356)	('>500', 0.481199214599614)	('>1k', 0.32218544459193704)	('>5k', 0.2623205604194124)	('>10k+', 0.0)
SRR2977896	(1.0, 28.272596064815207)	(2.0, 14.665213021900222)	(3.0, 9.169336156113939)	(4.0, 6.246736804345483)	(5.0, 4.541614643611798)	(6.0, 3.6237641770427036)	(7.0, 2.748258833593884)	(8.0, 2.2194635797012436)	(9.0, 1.8459889369031361)	('>10', 17.647134089830573)	('>50', 3.9058834124092474)	('>100', 4.341172945946859)	('>500', 0.46304924209707243)	('>1k', 0.1606118051041982)	('>5k', 0.1491762865845204)	('>10k+', 0.0)
SRR2977897	(1.0, 39.646779428293215)	(2.0, 17.081780031814304)	(3.0, 8.876034515363806)	(4.0, 5.298954836280089)	(5.0, 3.6136780426944832)	(6.0, 2.6112756390727534)	(7.0, 2.082760238982218)	(8.0, 1.638019802301861)	(9.0, 1.282215284088371)	('>10', 12.07949340255158)	('>50', 2.5282933321314163)	('>100', 2.8250574240517956)	('>500', 0.17815866903502475)	('>1k', 0.16454435583583576)	('>5k', 0.09295499750318756)	('>10k+', 0.0)
SRR2977898	(1.0, 33.44820083934322)	(2.0, 16.485710100776675)	(3.0, 9.631098298733857)	(4.0, 6.26316997783834)	(5.0, 4.311725254989095)	(6.0, 3.1433380158880837)	(7.0, 2.4817837397074904)	(8.0, 2.031375821122644)	(9.0, 1.6285100025901567)	('>10', 14.555003104467204)	('>50', 2.8206862284288907)	('>100', 2.547068424717416)	('>500', 0.2260783334805492)	('>1k', 0.21388783510659803)	('>5k', 0.21236402280985414)	('>10k+', 0.0)
SRR2977899	(1.0, 27.74185789977457)	(2.0, 14.301829420450476)	(3.0, 9.196801089215034)	(4.0, 6.395849437774246)	(5.0, 4.742785145688885)	(6.0, 3.5259517827294182)	(7.0, 2.898882967238848)	(8.0, 2.350778207209199)	(9.0, 2.0158553751597195)	('>10', 18.851025615883295)	('>50', 3.707164293790477)	('>100', 3.3031306555678297)	('>500', 0.5247758949484485)	('>1k', 0.254659481061216)	('>5k', 0.1886527335085433)	('>10k+', 0.0)
SRR2977900	(1.0, 38.41104425271523)	(2.0, 17.274837754890136)	(3.0, 9.016186297896605)	(4.0, 5.651859088645277)	(5.0, 3.7387400723009936)	(6.0, 2.7005024021818054)	(7.0, 2.0277221582393774)	(8.0, 1.6038680463929822)	(9.0, 1.2981791668340008)	('>10', 11.573626085215343)	('>50', 2.6599750109475884)	('>100', 3.2399833982161037)	('>500', 0.3346311298063127)	('>1k', 0.2192695819116726)	('>5k', 0.10623230966299572)	('>10k+', 0.1433432441435415)
SRR2977901	(1.0, 33.027773241947486)	(2.0, 15.3704590569827)	(3.0, 8.99470155955653)	(4.0, 5.779353045552344)	(5.0, 4.028224318461781)	(6.0, 3.016988061469839)	(7.0, 2.268099475677283)	(8.0, 1.8242733423717417)	(9.0, 1.5742810346519767)	('>10', 14.53867541999615)	('>50', 3.439967591215079)	('>100', 4.8253000362259115)	('>500', 0.8501832786695581)	('>1k', 0.23241644346435059)	('>5k', 0.22930409375720387)	('>10k+', 0.0)
SRR2977902	(1.0, 27.097271145345765)	(2.0, 14.180677641745069)	(3.0, 9.248541308190397)	(4.0, 6.325114635045203)	(5.0, 4.698059975691579)	(6.0, 3.822857867656694)	(7.0, 2.927933816356274)	(8.0, 2.359484551027812)	(9.0, 2.0041436533379047)	('>10', 17.936894270173383)	('>50', 3.8199229517088567)	('>100', 4.536408862405532)	('>500', 0.5590060961579988)	('>1k', 0.27374591957532374)	('>5k', 0.09210350220270838)	('>10k+', 0.11783380337953926)
SRR2977903	(1.0, 44.141406399143285)	(2.0, 17.627020325998583)	(3.0, 8.522081290467423)	(4.0, 5.005698215629127)	(5.0, 3.140669984034354)	(6.0, 2.2357576480007415)	(7.0, 1.6645564516081919)	(8.0, 1.2471171488610215)	(9.0, 1.043140391201218)	('>10', 9.786430275514778)	('>50', 2.127386687180872)	('>100', 2.6889668873570938)	('>500', 0.21571427400475215)	('>1k', 0.27635269527098455)	('>5k', 0.2777013257274823)	('>10k+', 0.0)
SRR2977904	(1.0, 36.78219021986313)	(2.0, 17.120395285040484)	(3.0, 9.242516682012212)	(4.0, 5.646284902046832)	(5.0, 3.970564799388593)	(6.0, 2.812773754315194)	(7.0, 2.2153979511114454)	(8.0, 1.7368901457197135)	(9.0, 1.4200021805720744)	('>10', 13.331839092131409)	('>50', 2.659724258126072)	('>100', 2.5591615922543136)	('>500', 0.148198825232309)	('>1k', 0.1645650321315358)	('>5k', 0.18949528005475458)	('>10k+', 0.0)
SRR2977905	(1.0, 40.2622340280395)	(2.0, 18.36051631243849)	(3.0, 10.07532331888467)	(4.0, 6.17177837242007)	(5.0, 4.024128771827021)	(6.0, 2.925855342382643)	(7.0, 2.010691165955318)	(8.0, 1.4891807632321719)	(9.0, 1.1590132831126034)	('>10', 8.382446537455785)	('>50', 1.6822723249117069)	('>100', 2.6325061614933443)	('>500', 0.2990729252421285)	('>1k', 0.30712522957257804)	('>5k', 0.21785546303207115)	('>10k+', 0.0)
SRR2977906	(1.0, 35.85044943183504)	(2.0, 17.266903817036912)	(3.0, 10.450900242584822)	(4.0, 6.904299677586402)	(5.0, 5.0697588037908705)	(6.0, 3.5911959260130444)	(7.0, 2.761727165382057)	(8.0, 2.145894430014376)	(9.0, 1.7203371389858775)	('>10', 9.912405529690789)	('>50', 1.278956640054606)	('>100', 1.9404660472573583)	('>500', 0.27177994879892997)	('>1k', 0.3903390481440074)	('>5k', 0.08955099756254227)	('>10k+', 0.35503515526237533)
SRR2977907	(1.0, 27.040312143460692)	(2.0, 15.177682176554336)	(3.0, 10.034963365971752)	(4.0, 7.088465612050586)	(5.0, 5.3203827461807025)	(6.0, 4.0341424469124885)	(7.0, 3.2672343226717984)	(8.0, 2.5790582461302094)	(9.0, 2.150331752520638)	('>10', 14.122453322025109)	('>50', 2.1338391681729916)	('>100', 4.821736053886461)	('>500', 1.4443642223813253)	('>1k', 0.491955936298092)	('>5k', 0.16422129402080934)	('>10k+', 0.12885719076171412)
SRR2977908	(1.0, 27.702849643521777)	(2.0, 14.432354637141126)	(3.0, 9.099761042528485)	(4.0, 6.005803080747035)	(5.0, 4.407724368997794)	(6.0, 3.332276824232821)	(7.0, 2.6737463141628246)	(8.0, 2.0996463663453437)	(9.0, 1.7539559001533103)	('>10', 17.24530771210943)	('>50', 4.084600734809202)	('>100', 5.534240252173802)	('>500', 1.1120925833500548)	('>1k', 0.31869587057927423)	('>5k', 0.1969446691476743)	('>10k+', 0.0)
SRR2977909	(1.0, 28.18478069253663)	(2.0, 15.178703926104173)	(3.0, 10.214329982928207)	(4.0, 7.4635520513164675)	(5.0, 5.39844859132412)	(6.0, 4.214745419989654)	(7.0, 3.4278492591519543)	(8.0, 2.752481570079605)	(9.0, 2.1884951604607563)	('>10', 15.450991505070283)	('>50', 1.9566838124809673)	('>100', 2.7923563749502334)	('>500', 0.22518936529025646)	('>1k', 0.21325909806533885)	('>5k', 0.33813319025143146)	('>10k+', 0.0)
SRR2977910	(1.0, 36.723685428091116)	(2.0, 16.58842480380005)	(3.0, 9.392092022041375)	(4.0, 5.850491821757649)	(5.0, 4.084290235434524)	(6.0, 2.936417529232164)	(7.0, 2.268733389800188)	(8.0, 1.788571627414324)	(9.0, 1.4012863020553434)	('>10', 13.041415408584225)	('>50', 2.6217757619676862)	('>100', 2.7346127326400347)	('>500', 0.22810807322153007)	('>1k', 0.14362750304204858)	('>5k', 0.1964673609177124)	('>10k+', 0.0)
SRR2977911	(1.0, 36.42540255645925)	(2.0, 17.059396136930467)	(3.0, 9.830122453374294)	(4.0, 6.241721607570383)	(5.0, 4.324013077752523)	(6.0, 3.1917636143006063)	(7.0, 2.3866254449705493)	(8.0, 1.9207225026465842)	(9.0, 1.5034761253954956)	('>10', 12.642983543673628)	('>50', 2.20077621003958)	('>100', 1.7219692881798747)	('>500', 0.14741213205640558)	('>1k', 0.20762708502105268)	('>5k', 0.19598822162922827)	('>10k+', 0.0)
SRR2977912	(1.0, 33.96799209662857)	(2.0, 16.617971239798585)	(3.0, 9.6789181542629)	(4.0, 6.426268344349662)	(5.0, 4.484620609607726)	(6.0, 3.307376559062833)	(7.0, 2.48812209271763)	(8.0, 1.9895943521180106)	(9.0, 1.635868938096413)	('>10', 13.424891372260472)	('>50', 2.5502092439865116)	('>100', 2.725749536739612)	('>500', 0.23627341024445883)	('>1k', 0.23630136994036377)	('>5k', 0.22984268018632908)	('>10k+', 0.0)
SRR2977913	(1.0, 43.42051099151677)	(2.0, 18.065052025633275)	(3.0, 8.928600569535485)	(4.0, 5.323254151976458)	(5.0, 3.3491802099601995)	(6.0, 2.324207255705113)	(7.0, 1.8378838618060729)	(8.0, 1.3653711755089735)	(9.0, 1.1248532343730426)	('>10', 10.063801864474424)	('>50', 1.9512652046553225)	('>100', 1.611839071219386)	('>500', 0.20520045813043725)	('>1k', 0.15092734065943994)	('>5k', 0.2780525848455854)	('>10k+', 0.0)
SRR2977914	(1.0, 41.088255220853185)	(2.0, 18.240385966488713)	(3.0, 9.45587831560919)	(4.0, 5.764235122323477)	(5.0, 3.7464195088378407)	(6.0, 2.6818728694692413)	(7.0, 2.035367006375253)	(8.0, 1.5555698892561451)	(9.0, 1.2790379534327452)	('>10', 10.573401474630161)	('>50', 1.751533714600282)	('>100', 1.155761263403818)	('>500', 0.15629467435958852)	('>1k', 0.20470442315639897)	('>5k', 0.17124439123666196)	('>10k+', 0.14003820596719746)
SRR2977915	(1.0, 40.63924621836655)	(2.0, 17.57150528622922)	(3.0, 9.161967613557309)	(4.0, 5.471265844917457)	(5.0, 3.7949684474618746)	(6.0, 2.5619457644725983)	(7.0, 1.9342553926653911)	(8.0, 1.5195393948313134)	(9.0, 1.2905617438198063)	('>10', 11.000330075885516)	('>50', 2.0842346338485)	('>100', 2.3425209045212725)	('>500', 0.20283231190404452)	('>1k', 0.21067840530937526)	('>5k', 0.21414796220971416)	('>10k+', 0.0)
SRR2977916	(1.0, 32.628961128554806)	(2.0, 15.529890484092155)	(3.0, 8.993195382516895)	(4.0, 6.078337593482552)	(5.0, 4.3971131959920084)	(6.0, 3.1681628201116045)	(7.0, 2.590315975117391)	(8.0, 2.086520767323425)	(9.0, 1.7378197694224922)	('>10', 16.477452462790513)	('>50', 3.164711098446013)	('>100', 2.638282688115044)	('>500', 0.1636885832707641)	('>1k', 0.2624439841866709)	('>5k', 0.08310406657773692)	('>10k+', 0.0)
SRR2977917	(1.0, 30.270724275582182)	(2.0, 15.444873084649016)	(3.0, 9.668885832384815)	(4.0, 6.581580821537796)	(5.0, 4.781500960591716)	(6.0, 3.661905549613636)	(7.0, 2.9024391279261694)	(8.0, 2.244848387926178)	(9.0, 1.9398314834132884)	('>10', 16.39412699378226)	('>50', 2.967086329041476)	('>100', 2.3500093583960533)	('>500', 0.2721225212895524)	('>1k', 0.30953107650890904)	('>5k', 0.21053419735698156)	('>10k+', 0.0)
SRR2977918	(1.0, 27.458657965007205)	(2.0, 15.20896106522304)	(3.0, 10.253292441685339)	(4.0, 7.369936557882169)	(5.0, 5.599092374869512)	(6.0, 4.275980006307217)	(7.0, 3.3582438957128686)	(8.0, 2.7435235858746343)	(9.0, 2.1857002299906076)	('>10', 14.980879972487113)	('>50', 1.9185237066197236)	('>100', 3.1357805878704585)	('>500', 0.5013757740053695)	('>1k', 0.4008729037846297)	('>5k', 0.2420480960800701)	('>10k+', 0.3671308366000311)
