Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
ERR1041525	(1, 31.908599450163873)	(2, 32.020921034263466)	(3, 32.147104711867165)	(4, 35.777493192852035)	(5, 35.67590549286195)	(6, 35.7525201605796)	(7, 35.61663731355841)	(8, 35.61513586329395)	(9, 37.2717430388011)	(10, 37.1717831319978)	(11, 37.24176103608717)	(12, 37.13698900562762)	(13, 37.17982931484816)	(14, 38.343306245749204)	(15, 38.33941668864037)	(16, 38.142981363948934)	(17, 38.16113986885342)	(18, 38.20186778833612)	(19, 38.22633798705831)	(20, 38.13580106254022)	(21, 38.03780266720813)	(22, 37.947460051336215)	(23, 37.85154255401653)	(24, 37.768457793802526)	(25, 37.554392649173245)	(26, 37.63238590242359)	(27, 37.57288882057848)	(28, 37.526325437370716)	(29, 37.397312016725394)	(30, 37.224934584165865)	(31, 37.14028557824683)	(32, 36.98141320762964)	(33, 36.783222336751834)	(34, 36.73444372217154)	(35, 36.590825191312234)	(36, 36.448207439285596)	(37, 36.42909055187134)	(38, 36.35040936892933)	(39, 36.233415916858085)	(40, 36.03653726387669)	(41, 35.94258071399732)	(42, 35.68242822824263)	(43, 35.35070980939046)
ERR1041526	(1, 30.542198824670958)	(2, 30.67952680192661)	(3, 30.64311591425311)	(4, 34.468029998707706)	(5, 34.24718926389707)	(6, 34.47340724954167)	(7, 34.36053426436799)	(8, 34.44991271550072)	(9, 35.80991801609014)	(10, 35.4867277183591)	(11, 35.7314846250052)	(12, 35.49946446524281)	(13, 35.62567106119114)	(14, 36.24053833837473)	(15, 36.309516091231465)	(16, 36.049714929044384)	(17, 36.23531222004893)	(18, 36.19630032000666)	(19, 36.27049323955817)	(20, 36.30920944556273)	(21, 36.229790407685414)	(22, 36.13007690235307)	(23, 36.0186210582342)	(24, 35.88907311965971)	(25, 35.75459694712333)	(26, 35.33704958679496)	(27, 35.2091334412434)	(28, 34.96522200051253)	(29, 34.82479471167641)	(30, 34.792082189800524)	(31, 34.68667383633444)	(32, 34.46175033347716)	(33, 34.203872277698316)	(34, 34.199119269832856)	(35, 34.02361500198224)	(36, 33.822725948575524)	(37, 33.684947859284684)	(38, 33.54944113826872)	(39, 33.28317632344985)	(40, 33.11147774738092)	(41, 32.84587988689155)	(42, 32.588094919976434)	(43, 32.09526057215701)
ERR1041527	(1, 29.946697721480323)	(2, 30.059134601617014)	(3, 29.70646519219939)	(4, 33.405360773570315)	(5, 32.904305991733565)	(6, 33.57552906138735)	(7, 33.406821240728895)	(8, 33.65513883983544)	(9, 34.77654852473726)	(10, 34.41717814835673)	(11, 34.89530455035748)	(12, 34.57521405866687)	(13, 34.830347171180115)	(14, 35.19496759290194)	(15, 35.44399156174531)	(16, 34.965483338265194)	(17, 35.29042296274377)	(18, 35.312931338952474)	(19, 35.425759586105514)	(20, 35.48517100829507)	(21, 35.41041990817193)	(22, 35.31795229140615)	(23, 35.14281077882036)	(24, 34.99426313227251)	(25, 34.86117925563902)	(26, 34.30954267332309)	(27, 34.1024713395252)	(28, 33.8484646003761)	(29, 33.636878227584695)	(30, 33.44511793510944)	(31, 33.272820992544936)	(32, 32.95863918824754)	(33, 32.4526875459379)	(34, 32.38895199549451)	(35, 32.05159362739951)	(36, 31.712144786704975)	(37, 31.45965578793635)	(38, 31.152432680100418)	(39, 30.750069205143134)	(40, 30.386241062990997)	(41, 29.919827034869847)	(42, 29.521463139908935)	(43, 28.99737497732935)
ERR1041528	(1, 31.240769113846188)	(2, 31.4330715753862)	(3, 31.520405475435414)	(4, 35.32920701356829)	(5, 35.130168257727924)	(6, 35.18013565033018)	(7, 35.081353753672964)	(8, 35.06003346369379)	(9, 36.6278404065658)	(10, 36.40600017599995)	(11, 36.4990908150842)	(12, 36.35297974726526)	(13, 36.40046091838195)	(14, 37.37764373995741)	(15, 37.35313974721785)	(16, 37.24050748429408)	(17, 37.248221556082505)	(18, 37.177776539918064)	(19, 37.201132384849664)	(20, 37.178267206439344)	(21, 37.08045449468015)	(22, 36.95963645640401)	(23, 36.88282640508847)	(24, 36.7883520627105)	(25, 36.64415921654542)	(26, 36.38878684776686)	(27, 36.29075695088683)	(28, 36.10995611556856)	(29, 36.007373034852435)	(30, 36.130263072514644)	(31, 36.14593447527867)	(32, 36.06350101822192)	(33, 35.99658014916144)	(34, 36.06178901872918)	(35, 35.97511111848559)	(36, 35.85444330238717)	(37, 35.81525901770103)	(38, 35.74534289026877)	(39, 35.612775818436795)	(40, 35.565582054642356)	(41, 35.43876342555158)	(42, 35.33305293835468)	(43, 34.897842993231706)
ERR1041529	(1, 31.037760542611636)	(2, 31.23223585813822)	(3, 31.314793576095187)	(4, 35.13668925574482)	(5, 34.91413386710147)	(6, 34.987557254068236)	(7, 34.89627645399507)	(8, 34.88146030856168)	(9, 36.41699056627983)	(10, 36.15201732377657)	(11, 36.27679154814474)	(12, 36.116181425895256)	(13, 36.16512464788872)	(14, 37.09126435011821)	(15, 37.06624133663122)	(16, 36.9463409049186)	(17, 36.96242698687491)	(18, 36.87826967529763)	(19, 36.898956480657155)	(20, 36.868730675415414)	(21, 36.7726096405948)	(22, 36.64628122448201)	(23, 36.5516031797105)	(24, 36.46290962855344)	(25, 36.31419413973644)	(26, 36.0176119797784)	(27, 35.92038155999529)	(28, 35.721313417043866)	(29, 35.61803730981384)	(30, 35.73860231970685)	(31, 35.74814526757826)	(32, 35.65663811612484)	(33, 35.57585633530535)	(34, 35.63840761803994)	(35, 35.541215362152336)	(36, 35.40972758216588)	(37, 35.36238724378373)	(38, 35.29158795363218)	(39, 35.14595123838551)	(40, 35.0925862684988)	(41, 34.95240633231146)	(42, 34.8373790352562)	(43, 34.39335461299507)
ERR1041530	(1, 30.39876937385243)	(2, 30.578552492173756)	(3, 30.551665204489126)	(4, 34.314841581452875)	(5, 33.95184641862383)	(6, 34.26516230170715)	(7, 34.26388469411725)	(8, 34.280914268455795)	(9, 35.737309018039916)	(10, 35.34395209810492)	(11, 35.60327767470625)	(12, 35.35060141040208)	(13, 35.49303428207083)	(14, 36.228250708317155)	(15, 36.24866126859482)	(16, 36.09544663531374)	(17, 36.08891957064714)	(18, 36.00098756909388)	(19, 36.02609627360458)	(20, 35.997416020671835)	(21, 35.88205980066445)	(22, 35.738984529682206)	(23, 35.62316089226388)	(24, 35.51234221666115)	(25, 35.36159770462096)	(26, 34.99782111576131)	(27, 34.8908340644221)	(28, 34.64894675276735)	(29, 34.5185948234121)	(30, 34.645354829740214)	(31, 34.65770423743846)	(32, 34.546947884157184)	(33, 34.443622269203665)	(34, 34.5050840632236)	(35, 34.38990162661259)	(36, 34.25457110257775)	(37, 34.212568254927056)	(38, 34.12301467450969)	(39, 33.978908688211014)	(40, 33.918088094998396)	(41, 33.76820650740917)	(42, 33.645061195725646)	(43, 33.191685483213725)
ERR1041531	(1, 31.057889233136123)	(2, 31.259385361721883)	(3, 31.339976278739396)	(4, 35.15800310004794)	(5, 34.93527480266208)	(6, 35.00794394879999)	(7, 34.92163781207828)	(8, 34.89733962173582)	(9, 36.44896860517894)	(10, 36.18042892705652)	(11, 36.302469162057406)	(12, 36.138617774782915)	(13, 36.19879832128333)	(14, 37.138562178078374)	(15, 37.11007995596012)	(16, 36.99244796239597)	(17, 36.98678833939631)	(18, 36.895281328439204)	(19, 36.912747504072534)	(20, 36.87877670236806)	(21, 36.772766850510486)	(22, 36.65074119825177)	(23, 36.57121573283444)	(24, 36.47979682594464)	(25, 36.329965226236055)	(26, 36.03344308872201)	(27, 35.93910398771161)	(28, 35.74840698732091)	(29, 35.648396111025704)	(30, 35.788216962038085)	(31, 35.81346151158629)	(32, 35.72411335408538)	(33, 35.68117568497874)	(34, 35.75805650934116)	(35, 35.66253377575753)	(36, 35.562195395377636)	(37, 35.524465891877476)	(38, 35.469599539671435)	(39, 35.3361145863271)	(40, 35.29764531246867)	(41, 35.175619660209954)	(42, 35.07446130438983)	(43, 34.624559099904545)
ERR1041532	(1, 31.317555974724566)	(2, 31.481612970505118)	(3, 31.55501898866181)	(4, 35.3714370188374)	(5, 35.20117530305079)	(6, 35.26302172981323)	(7, 35.15100718979265)	(8, 35.159141717070085)	(9, 36.70703875428878)	(10, 36.49237817805108)	(11, 36.5911678084311)	(12, 36.45686009814055)	(13, 36.50115673839652)	(14, 37.43754644028484)	(15, 37.40257338195286)	(16, 37.27305764439748)	(17, 37.36602714106616)	(18, 37.325229823544106)	(19, 37.38083119228627)	(20, 37.38909452617731)	(21, 37.317722827419765)	(22, 37.214582650528406)	(23, 37.139095099160464)	(24, 37.050070935314785)	(25, 36.923975219624445)	(26, 36.653862708651815)	(27, 36.54851815096043)	(28, 36.367396341617145)	(29, 36.25215842755087)	(30, 36.28822336258603)	(31, 36.21411509627263)	(32, 36.072438822588374)	(33, 35.94755783119)	(34, 35.981120434183715)	(35, 35.85042572648534)	(36, 35.69986592194136)	(37, 35.61728667264097)	(38, 35.50740454673594)	(39, 35.332275682824026)	(40, 35.218979494078795)	(41, 35.050185531946106)	(42, 34.88219237107306)	(43, 34.4087996461256)
ERR1041533	(1, 31.2274803296566)	(2, 31.37624689385187)	(3, 31.440038808534794)	(4, 35.26631123025832)	(5, 35.093492166568204)	(6, 35.16779524024735)	(7, 35.040653328417996)	(8, 35.07064125088114)	(9, 36.587923080126664)	(10, 36.36375751761115)	(11, 36.47065451611958)	(12, 36.34871072679624)	(13, 36.38941649918018)	(14, 37.28992104098187)	(15, 37.247664315428864)	(16, 37.06103012288855)	(17, 37.20990234625049)	(18, 37.160085977254745)	(19, 37.20346484943183)	(20, 37.24876101130476)	(21, 37.17559165277159)	(22, 37.07400846198815)	(23, 36.98673399032255)	(24, 36.87757418893093)	(25, 36.7535719739446)	(26, 36.43437023280494)	(27, 36.32028841096326)	(28, 36.10515555034544)	(29, 35.9703475646719)	(30, 35.96113208012821)	(31, 35.8770574616195)	(32, 35.68235461067297)	(33, 35.492043941873575)	(34, 35.486890550985564)	(35, 35.334914107581085)	(36, 35.15189854869037)	(37, 35.015345258679865)	(38, 34.86151708053696)	(39, 34.63126570426848)	(40, 34.46705053593106)	(41, 34.23783878416377)	(42, 34.00944839745122)	(43, 33.505124083965875)
ERR1041534	(1, 31.268447960395946)	(2, 31.418089188164974)	(3, 31.491671787924886)	(4, 35.31495311820691)	(5, 35.141408724454095)	(6, 35.20916820175252)	(7, 35.08623553034665)	(8, 35.10179382240639)	(9, 36.628583363105086)	(10, 36.43611963362532)	(11, 36.52733976919852)	(12, 36.40340816182608)	(13, 36.43596076483311)	(14, 37.34450193858675)	(15, 37.30460029774336)	(16, 37.161164252506836)	(17, 37.2861653180902)	(18, 37.24823985002786)	(19, 37.31453308461972)	(20, 37.335803678471265)	(21, 37.26562164583419)	(22, 37.15595258115289)	(23, 37.067323944316875)	(24, 36.95769362812148)	(25, 36.83653563736997)	(26, 36.540639799499836)	(27, 36.427028463862776)	(28, 36.21115057429131)	(29, 36.083499112272186)	(30, 36.06760758323369)	(31, 35.970416305982845)	(32, 35.790875971521416)	(33, 35.589158328638305)	(34, 35.58872279565676)	(35, 35.42950914193028)	(36, 35.22270459781784)	(37, 35.102582741579376)	(38, 34.93886031403323)	(39, 34.715193203825564)	(40, 34.562858181316564)	(41, 34.33357176568325)	(42, 34.11485283712539)	(43, 33.62825245103548)
ERR1041535	(1, 31.391795708201105)	(2, 31.556735395716228)	(3, 31.621988653864992)	(4, 35.4306202844913)	(5, 35.26940225671722)	(6, 35.33757348020917)	(7, 35.22580685134722)	(8, 35.23762210313016)	(9, 36.78903494123354)	(10, 36.578147773554086)	(11, 36.68151927745395)	(12, 36.55711599989142)	(13, 36.603085313163476)	(14, 37.55792087445727)	(15, 37.52201544367826)	(16, 37.38732346162153)	(17, 37.48696681485643)	(18, 37.44607694459229)	(19, 37.50802573238275)	(20, 37.5120005381566)	(21, 37.442678060795174)	(22, 37.34050560756818)	(23, 37.26173647556993)	(24, 37.16915229713798)	(25, 37.0422240501713)	(26, 36.77934576207577)	(27, 36.66439208957003)	(28, 36.48598904568076)	(29, 36.36850745335091)	(30, 36.39521170443401)	(31, 36.31913040502185)	(32, 36.16980670028572)	(33, 36.02274065690511)	(34, 36.04680133170155)	(35, 35.91283456287168)	(36, 35.74347337600034)	(37, 35.640325513933654)	(38, 35.5241521378153)	(39, 35.333932661975105)	(40, 35.20982973716479)	(41, 35.014652965703135)	(42, 34.83233648477524)	(43, 34.35662493199282)
ERR1041536	(1, 31.3505708225953)	(2, 31.534800533301553)	(3, 31.616561024296505)	(4, 35.42361255940056)	(5, 35.2439398397116)	(6, 35.286688223420576)	(7, 35.18017967271969)	(8, 35.170962810409804)	(9, 36.742800242816074)	(10, 36.53032268095756)	(11, 36.6132567519254)	(12, 36.487429054507)	(13, 36.52353584143962)	(14, 37.508718288668085)	(15, 37.47300952271001)	(16, 37.346926253929006)	(17, 37.38845403998272)	(18, 37.318780817530424)	(19, 37.35407107956323)	(20, 37.34183996484381)	(21, 37.25252824785115)	(22, 37.14653782269958)	(23, 37.06706816353588)	(24, 36.96571759224776)	(25, 36.831343849156106)	(26, 36.571991985580006)	(27, 36.46835384111189)	(28, 36.27350977222959)	(29, 36.16579179639202)	(30, 36.25518032444994)	(31, 36.2447065537994)	(32, 36.140803062014925)	(33, 36.05168407096784)	(34, 36.10116203503702)	(35, 35.99231935899537)	(36, 35.85740607636044)	(37, 35.80000027931297)	(38, 35.70003510032922)	(39, 35.543497873497294)	(40, 35.46561564301569)	(41, 35.3197225677427)	(42, 35.18090169673316)	(43, 34.72301557449091)
ERR1041537	(1, 31.04816320117374)	(2, 31.221993224267955)	(3, 31.279476755545648)	(4, 35.1177687731701)	(5, 34.92659538595196)	(6, 35.017404071254866)	(7, 34.90537033645524)	(8, 34.91832799297634)	(9, 36.41866545320424)	(10, 36.17058550752437)	(11, 36.29646403918722)	(12, 36.146823512126886)	(13, 36.207595431354775)	(14, 37.082767796244426)	(15, 37.05785848708647)	(16, 36.9108462216953)	(17, 37.000427500636405)	(18, 36.95226940090224)	(19, 37.00823321333047)	(20, 37.0063569038547)	(21, 36.92339525290642)	(22, 36.81272564304921)	(23, 36.72628327987875)	(24, 36.62866315245499)	(25, 36.485003553152666)	(26, 36.17912837823705)	(27, 36.06764457862364)	(28, 35.873842419592386)	(29, 35.741097860405226)	(30, 35.78711386566175)	(31, 35.72546551911484)	(32, 35.58355877445056)	(33, 35.42758225943779)	(34, 35.45211916350675)	(35, 35.318992506495405)	(36, 35.142395462575585)	(37, 35.04991860653158)	(38, 34.936467181674)	(39, 34.7349358315423)	(40, 34.62702201934364)	(41, 34.44105822221973)	(42, 34.26708739939323)	(43, 33.79516699817521)
ERR1041538	(1, 31.371102266535146)	(2, 31.56135647384053)	(3, 31.65040825694454)	(4, 35.445110744345456)	(5, 35.26081150630816)	(6, 35.30009259186462)	(7, 35.198659746367234)	(8, 35.179580137321416)	(9, 36.76709849996341)	(10, 36.56191619801233)	(11, 36.64204868118583)	(12, 36.515089570986994)	(13, 36.54957595828951)	(14, 37.56239427684302)	(15, 37.53081688280507)	(16, 37.414647960408665)	(17, 37.43278139066812)	(18, 37.35509312709519)	(19, 37.39593938407964)	(20, 37.37218028742789)	(21, 37.28513637493476)	(22, 37.16746638782263)	(23, 37.0866489909543)	(24, 36.99256513332684)	(25, 36.85662110453446)	(26, 36.60450512944415)	(27, 36.50614154399202)	(28, 36.32330375756051)	(29, 36.221993380074785)	(30, 36.32392123825139)	(31, 36.327901902215494)	(32, 36.238350268189826)	(33, 36.169434342933414)	(34, 36.22638589942625)	(35, 36.130646455715265)	(36, 36.00859513768731)	(37, 35.96549456211789)	(38, 35.87722475994758)	(39, 35.73482258467378)	(40, 35.67244645123989)	(41, 35.552691181637904)	(42, 35.4335349469275)	(43, 34.980187397225144)
ERR1041539	(1, 31.37777060553152)	(2, 31.572688828907598)	(3, 31.6620224051367)	(4, 35.461372580252316)	(5, 35.27410157777511)	(6, 35.31686182784635)	(7, 35.22054178954486)	(8, 35.19406094419494)	(9, 36.78581242913144)	(10, 36.58332835372792)	(11, 36.657509157176506)	(12, 36.52545474392326)	(13, 36.564025950131416)	(14, 37.584460979357914)	(15, 37.55573976563949)	(16, 37.444145446131174)	(17, 37.45593357975267)	(18, 37.382066809292255)	(19, 37.40955096188722)	(20, 37.37830604176584)	(21, 37.28156771660966)	(22, 37.167298213826136)	(23, 37.084004823285156)	(24, 36.987822094954204)	(25, 36.859718249385054)	(26, 36.610428910214715)	(27, 36.51836184846101)	(28, 36.34064460492598)	(29, 36.241202217810304)	(30, 36.370024761201435)	(31, 36.38732908677427)	(32, 36.312007121229264)	(33, 36.25832310016853)	(34, 36.319492330893056)	(35, 36.23166389715846)	(36, 36.12351449591893)	(37, 36.09348665795705)	(38, 36.02535820920191)	(39, 35.8978566385829)	(40, 35.854122323204784)	(41, 35.741461671901455)	(42, 35.643480655186515)	(43, 35.21238383367621)
ERR1041540	(1, 30.91771614164176)	(2, 31.121723959530925)	(3, 31.1775068981375)	(4, 35.01483444469993)	(5, 34.78936939526328)	(6, 34.89022246493447)	(7, 34.80903483559439)	(8, 34.78926017475282)	(9, 36.30868877902966)	(10, 36.030934697631636)	(11, 36.1585013796275)	(12, 35.97928719245804)	(13, 36.04655840423086)	(14, 36.924027937456884)	(15, 36.903023108760635)	(16, 36.76237123476661)	(17, 36.79094849390665)	(18, 36.714968958381235)	(19, 36.74261151988963)	(20, 36.7139204414808)	(21, 36.61378822717866)	(22, 36.47863991722235)	(23, 36.38161646355484)	(24, 36.27534375718556)	(25, 36.125962290181654)	(26, 35.81210680616233)	(27, 35.70682283283514)	(28, 35.490415037939755)	(29, 35.36819901126696)	(30, 35.49372269487238)	(31, 35.48388020234537)	(32, 35.38421533685905)	(33, 35.28314957461485)	(34, 35.33864509082548)	(35, 35.23047999540124)	(36, 35.08794550471373)	(37, 35.0312640836974)	(38, 34.939978155897904)	(39, 34.7807455736951)	(40, 34.71441308346746)	(41, 34.56208438721545)	(42, 34.42460565647275)	(43, 33.96599275695562)
ERR1041541	(1, 31.364331213076046)	(2, 31.555029810928207)	(3, 31.645944838081896)	(4, 35.45006348693498)	(5, 35.260021273030056)	(6, 35.297692955743344)	(7, 35.20282414949399)	(8, 35.17414179403057)	(9, 36.76930463311195)	(10, 36.56803519637166)	(11, 36.63676036965853)	(12, 36.499805613724654)	(13, 36.53597769124968)	(14, 37.55100695865121)	(15, 37.51856370057116)	(16, 37.408081713196076)	(17, 37.41891903113351)	(18, 37.34426602007123)	(19, 37.37393880191623)	(20, 37.343445068325835)	(21, 37.24978258933087)	(22, 37.13617154909631)	(23, 37.05392162043419)	(24, 36.95245689154076)	(25, 36.82459563880237)	(26, 36.574633006261124)	(27, 36.4812053005929)	(28, 36.29471601486244)	(29, 36.198127173163066)	(30, 36.32346442391457)	(31, 36.33922292293547)	(32, 36.25714586595122)	(33, 36.19796071811952)	(34, 36.25602257749407)	(35, 36.16551821493762)	(36, 36.04789640079657)	(37, 36.00966231895655)	(38, 35.939990880830265)	(39, 35.7970958313014)	(40, 35.75069941314217)	(41, 35.63204640811908)	(42, 35.527559821904426)	(43, 35.08167620606304)
ERR1041542	(1, 31.404842553928653)	(2, 31.598313514182877)	(3, 31.682136549099862)	(4, 35.472561177431096)	(5, 35.295797650683895)	(6, 35.34645545853556)	(7, 35.25054892794792)	(8, 35.235571848386215)	(9, 36.82432724833214)	(10, 36.61967419681311)	(11, 36.69785727906288)	(12, 36.56729426852366)	(13, 36.61053566212056)	(14, 37.623085832998775)	(15, 37.5973307627225)	(16, 37.479027115575064)	(17, 37.50557326125611)	(18, 37.43678329375212)	(19, 37.470560105757755)	(20, 37.44667437103413)	(21, 37.35462309801859)	(22, 37.23986809262235)	(23, 37.158929420067956)	(24, 37.06031571220005)	(25, 36.927894893018745)	(26, 36.68338112610012)	(27, 36.58214916283342)	(28, 36.404812583961196)	(29, 36.299691111731)	(30, 36.40868826063201)	(31, 36.40660419520263)	(32, 36.312419126372156)	(33, 36.239109951247755)	(34, 36.295587531571385)	(35, 36.192919315248815)	(36, 36.067095511651566)	(37, 36.01056227281694)	(38, 35.929901563477216)	(39, 35.78335863215751)	(40, 35.71346504530241)	(41, 35.58404583363111)	(42, 35.472093843542936)	(43, 35.02385477673527)
ERR1041543	(1, 31.250203429790307)	(2, 31.43807132516738)	(3, 31.523467029991444)	(4, 35.33981321521959)	(5, 35.143012110641465)	(6, 35.18969337004197)	(7, 35.09170963446806)	(8, 35.07126597774359)	(9, 36.631754740287505)	(10, 36.40826519610853)	(11, 36.505751628129794)	(12, 36.36184060950939)	(13, 36.40571119110009)	(14, 37.380417856682534)	(15, 37.34441894311655)	(16, 37.22931170201173)	(17, 37.247453601136)	(18, 37.174054583905175)	(19, 37.20363557108868)	(20, 37.18396580498731)	(21, 37.09242654815464)	(22, 36.967758798373005)	(23, 36.887642587549486)	(24, 36.78993543904602)	(25, 36.64380176672757)	(26, 36.38639158422989)	(27, 36.285587213711636)	(28, 36.097409540815676)	(29, 35.987586219104536)	(30, 36.10059582386714)	(31, 36.10875292974854)	(32, 36.01452469341706)	(33, 35.93931403087486)	(34, 35.99639662364631)	(35, 35.90216340874756)	(36, 35.77945998034019)	(37, 35.72496900841876)	(38, 35.63799620411905)	(39, 35.488294005417785)	(40, 35.426706362443014)	(41, 35.29537618330863)	(42, 35.16851841710326)	(43, 34.71806760783715)
ERR1041544	(1, 31.294171257990104)	(2, 31.48967008508269)	(3, 31.573485688728532)	(4, 35.3812080421076)	(5, 35.19480281197611)	(6, 35.242058298676405)	(7, 35.14459517059312)	(8, 35.131821135746584)	(9, 36.69847124313178)	(10, 36.48665864717174)	(11, 36.56654767497182)	(12, 36.43721493397049)	(13, 36.47689680065677)	(14, 37.4750286285463)	(15, 37.44185628544799)	(16, 37.31923380554801)	(17, 37.34561334127778)	(18, 37.27192391335343)	(19, 37.30461598726086)	(20, 37.283132195595634)	(21, 37.18440160710078)	(22, 37.06022575653654)	(23, 36.988914786737965)	(24, 36.891931927845555)	(25, 36.744018022101386)	(26, 36.48146198444228)	(27, 36.389756458494986)	(28, 36.20533308919649)	(29, 36.09999917453733)	(30, 36.21385636649342)	(31, 36.206072253498085)	(32, 36.11262837820598)	(33, 36.032746104191396)	(34, 36.08160373889565)	(35, 35.98391698547036)	(36, 35.85160019691037)	(37, 35.79695907055905)	(38, 35.72120035780055)	(39, 35.56559051348281)	(40, 35.50018010094658)	(41, 35.36543645213142)	(42, 35.24271904402418)	(43, 34.797961257284705)
ERR1041545	(1, 31.37387156766218)	(2, 31.5610932428983)	(3, 31.646500382890274)	(4, 35.44395872078182)	(5, 35.25869671443679)	(6, 35.30563979141596)	(7, 35.2046326076651)	(8, 35.19451919921234)	(9, 36.77323414651934)	(10, 36.56814207052474)	(11, 36.650662582503735)	(12, 36.51951281770776)	(13, 36.557288407541115)	(14, 37.5660686285235)	(15, 37.533962002698466)	(16, 37.406692921999785)	(17, 37.44091383145535)	(18, 37.370774167669474)	(19, 37.40733398971666)	(20, 37.380250884294206)	(21, 37.2882047915983)	(22, 37.17899354556394)	(23, 37.08817780695037)	(24, 36.99588593516391)	(25, 36.85904678554498)	(26, 36.61601429457025)	(27, 36.50880720563031)	(28, 36.315351347409106)	(29, 36.21062903402254)	(30, 36.32247529446085)	(31, 36.32279254640265)	(32, 36.239649199576995)	(33, 36.1663523319841)	(34, 36.21189950041936)	(35, 36.108988075702875)	(36, 35.979296211209565)	(37, 35.929541625642706)	(38, 35.84362031871057)	(39, 35.69384093644022)	(40, 35.62603945593115)	(41, 35.48965685738249)	(42, 35.36465375779455)	(43, 34.92464573533166)
ERR1041546	(1, 31.383504706251678)	(2, 31.58435826790296)	(3, 31.67651381359841)	(4, 35.47513324295553)	(5, 35.27110184339152)	(6, 35.31137199468957)	(7, 35.21572293181854)	(8, 35.186059603752376)	(9, 36.78325637189823)	(10, 36.577233562317716)	(11, 36.65393748498331)	(12, 36.5136908342526)	(13, 36.55760006594189)	(14, 37.577850013767126)	(15, 37.54467563078855)	(16, 37.42707195207287)	(17, 37.43394323736099)	(18, 37.35602921085446)	(19, 37.37415533875016)	(20, 37.35246466584473)	(21, 37.24631137550224)	(22, 37.12609194333908)	(23, 37.041552159859975)	(24, 36.9447692823032)	(25, 36.81413944956059)	(26, 36.56179684636417)	(27, 36.47013937239455)	(28, 36.27573969789495)	(29, 36.183285133786626)	(30, 36.316477229879396)	(31, 36.336336086173425)	(32, 36.25772493462809)	(33, 36.21969522920945)	(34, 36.28106415479508)	(35, 36.19220921117014)	(36, 36.08502119435495)	(37, 36.04970808437054)	(38, 35.96903274120088)	(39, 35.840970433129485)	(40, 35.77890175184453)	(41, 35.66346398362677)	(42, 35.56456167057466)	(43, 35.117845699483865)
ERR1041547	(1, 32.313074305261466)	(2, 32.50436920709068)	(3, 32.591258887691026)	(4, 36.1204491092073)	(5, 36.04700842167746)	(6, 36.12086966518582)	(7, 36.044614126692345)	(8, 36.05318830701877)	(9, 37.77069845139206)	(10, 37.6886055724547)	(11, 37.74118621421022)	(12, 37.66097322636235)	(13, 37.679785627895356)	(14, 38.99600853077566)	(15, 38.95679241896526)	(16, 38.85742976363229)	(17, 38.85652119848483)	(18, 38.81559822768209)	(19, 38.84100637813906)	(20, 38.772241076529454)	(21, 38.71288989410436)	(22, 38.628815651017135)	(23, 38.531969879511)	(24, 38.481807581269365)	(25, 38.39115401264366)	(26, 38.248098113304934)	(27, 38.14754417597423)	(28, 38.009163662555736)	(29, 38.0640729057544)	(30, 38.0542147686121)	(31, 38.00435102405674)	(32, 38.054828299370165)	(33, 37.97021443075959)	(34, 37.975679312282466)	(35, 37.89874630913739)	(36, 37.80636241954007)	(37, 37.69715805045029)	(38, 37.6079884520138)	(39, 37.53152644810269)	(40, 37.442831368197055)	(41, 37.39313420369456)	(42, 37.255141399483605)	(43, 36.83979046106309)
ERR1041548	(1, 32.34558723943297)	(2, 32.54097959216832)	(3, 32.63445893916877)	(4, 36.14857695282738)	(5, 36.07493247003294)	(6, 36.14517849091486)	(7, 36.071886701688435)	(8, 36.079135430732386)	(9, 37.80931336167803)	(10, 37.73317959808717)	(11, 37.77952578440663)	(12, 37.69894302182603)	(13, 37.718098147227224)	(14, 39.0480029988818)	(15, 39.009135912363945)	(16, 38.91632458253279)	(17, 38.90739014303297)	(18, 38.86028216645999)	(19, 38.87865635240111)	(20, 38.81148731887317)	(21, 38.74909096395365)	(22, 38.661104769951294)	(23, 38.56550113763695)	(24, 38.50666862414111)	(25, 38.419008082706)	(26, 38.27652057756328)	(27, 38.18454566186331)	(28, 38.043797484954816)	(29, 38.10854559455095)	(30, 38.106849206961726)	(31, 38.0703500068763)	(32, 38.1210632567926)	(33, 38.04140940481365)	(34, 38.04914150625338)	(35, 37.97565427906429)	(36, 37.88353638262204)	(37, 37.77601242725478)	(38, 37.68687159412502)	(39, 37.613226647107396)	(40, 37.531492611017526)	(41, 37.484706921393666)	(42, 37.34915688364652)	(43, 36.93703810518021)
