"","x"
"ENSG00000181163",-201
"ENSG00000124795",-202
"ENSG00000101444",-212
"ENSG00000122705",-222.5
"ENSG00000163636",-231.5
"ENSG00000226221",-234
"ENSG00000228205",-248
"ENSG00000141027",-250
"ENSG00000286259",-252
"ENSG00000092199",-259
"ENSG00000244313",-260
"ENSG00000172757",-261
"ENSG00000293352",-261
"ENSG00000088205",-269
"ENSG00000112118",-278
"ENSG00000236603",-279
"ENSG00000293050",-279
"ENSG00000217612",-285.5
"ENSG00000114391",-288
"ENSG00000253547",-292
"ENSG00000234145",-309
"ENSG00000225846",-317.5
"ENSG00000258712",-330
"ENSG00000237003",-352.5
"ENSG00000232054",-357
"ENSG00000089157",-358.5
"ENSG00000185651",-368
"ENSG00000241494",-386
"ENSG00000243678",-397
"ENSG00000166226",-398
"ENSG00000212769",-405
"ENSG00000133773",-409
"ENSG00000220370",-414
"ENSG00000215263",-416
"ENSG00000188375",-431
"ENSG00000113387",-443
"ENSG00000078674",-453
"ENSG00000240498",-469
"ENSG00000177733",-471
"ENSG00000131469",-479
"ENSG00000241947",-488
"ENSG00000242292",-506
"ENSG00000232573",-519
"ENSG00000249855",-524.5
"ENSG00000168028",-550
"ENSG00000114942",-555
"ENSG00000214535",-565
"ENSG00000228502",-595.5
"ENSG00000129235",-612
"ENSG00000115128",-620.5
"ENSG00000168214",-621
"ENSG00000225695",-632
"ENSG00000088247",-641
"ENSG00000198755",-643
"ENSG00000240376",-653
"ENSG00000232035",-658
"ENSG00000225405",-667
"ENSG00000226360",-668
"ENSG00000213169",-677
"ENSG00000197323",-687.5
"ENSG00000220472",-692
"ENSG00000214391",-724
"ENSG00000118363",-741
"ENSG00000116560",-743.5
"ENSG00000165416",-747
"ENSG00000121766",-752
"ENSG00000181524",-754
"ENSG00000164587",-755
"ENSG00000185624",-756
"ENSG00000250182",-766
"ENSG00000163468",-773
"ENSG00000091164",-785
"ENSG00000101115",-792.5
"ENSG00000213864",-798
"ENSG00000231167",-804
"ENSG00000236801",-821
"ENSG00000118705",-830
"ENSG00000233913",-837
"ENSG00000166831",-843
"ENSG00000279286",-845
"ENSG00000226532",-853
"ENSG00000215021",-863
"ENSG00000137309",-882
"ENSG00000270385",-884
"ENSG00000243802",-892.5
"ENSG00000218175",-910.5
"ENSG00000255213",-924
"ENSG00000078140",-929
"ENSG00000100316",-940
"ENSG00000198034",-941
"ENSG00000229659",-941
"ENSG00000233401",-945
"ENSG00000214976",-945
"ENSG00000197958",-949
"ENSG00000259601",-964
"ENSG00000250956",-973
"ENSG00000107833",-982
"ENSG00000130396",-997
"ENSG00000244705",-1008.5
"ENSG00000104738",-1018.5
"ENSG00000153187",-1020
"ENSG00000078369",-1025
"ENSG00000063177",-1027
"ENSG00000159377",-1031
"ENSG00000122406",-1038
"ENSG00000256464",-1050
"ENSG00000087995",-1059
"ENSG00000100297",-1061
"ENSG00000213891",-1082.5
"ENSG00000163466",-1085
"ENSG00000136238",-1089
"ENSG00000114850",-1120
"ENSG00000213553",-1121
"ENSG00000105568",-1121.5
"ENSG00000217026",-1122
"ENSG00000128699",-1123
"ENSG00000288845",-1138
"ENSG00000010244",-1140
"ENSG00000226608",-1158
"ENSG00000145050",-1159
"ENSG00000250144",-1160
"ENSG00000088986",-1164
"ENSG00000188873",-1166
"ENSG00000244089",-1196.5
"ENSG00000268100",-1197.5
"ENSG00000231929",-1200
"ENSG00000239269",-1202
"ENSG00000106399",-1220
"ENSG00000118680",-1223.5
"ENSG00000168066",-1225.5
"ENSG00000197912",-1226.5
"ENSG00000196262",-1234
"ENSG00000213315",-1248
"ENSG00000242299",-1278.5
"ENSG00000222604",-1286
"ENSG00000233057",-1308
"ENSG00000138385",-1313
"ENSG00000213757",-1316.5
"ENSG00000240286",-1321.5
"ENSG00000010278",-1322
"ENSG00000214016",-1361.5
"ENSG00000226789",-1382
"ENSG00000214485",-1389
"ENSG00000214460",-1390.5
"ENSG00000227939",-1407
"ENSG00000224578",-1408
"ENSG00000142507",-1427
"ENSG00000259600",-1443
"ENSG00000087086",-1445
"ENSG00000090621",-1447
"ENSG00000100902",-1485
"ENSG00000169764",-1513
"ENSG00000135486",-1519
"ENSG00000233668",-1527
"ENSG00000237149",-1528.5
"ENSG00000111328",-1530
"ENSG00000143033",-1554
"ENSG00000261557",-1576.5
"ENSG00000113013",-1589.5
"ENSG00000182117",-1592.5
"ENSG00000126067",-1626
"ENSG00000178982",-1634
"ENSG00000080608",-1637
"ENSG00000250563",-1645.5
"ENSG00000213442",-1671
"ENSG00000160075",-1682
"ENSG00000155463",-1685
"ENSG00000120438",-1717
"ENSG00000100664",-1739
"ENSG00000243388",-1744
"ENSG00000101182",-1767
"ENSG00000167283",-1767
"ENSG00000265241",-1783
"ENSG00000108518",-1789
"ENSG00000106682",-1789
"ENSG00000234017",-1798
"ENSG00000183298",-1799
"ENSG00000170889",-1809
"ENSG00000178556",-1810
"ENSG00000108654",-1845.5
"ENSG00000004779",-1859
"ENSG00000228780",-1865
"ENSG00000086475",-1879
"ENSG00000228217",-1884
"ENSG00000259300",-1895
"ENSG00000189403",-1922
"ENSG00000179101",-1929
"ENSG00000174574",-1935.5
"ENSG00000186676",-1943
"ENSG00000250825",-1968
"ENSG00000209082",-1973
"ENSG00000240342",-1987
"ENSG00000243859",-1991
"ENSG00000116251",-2011
"ENSG00000112081",-2012
"ENSG00000214199",-2038.5
"ENSG00000173207",-2055
"ENSG00000070756",-2058
"ENSG00000135390",-2061
"ENSG00000243746",-2082.5
"ENSG00000099622",-2083
"ENSG00000171530",-2087
"ENSG00000232472",-2102
"ENSG00000105821",-2121
"ENSG00000179010",-2142.5
"ENSG00000198744",-2151
"ENSG00000229119",-2155
"ENSG00000234498",-2161
"ENSG00000100380",-2165
"ENSG00000293064",-2176
"ENSG00000196205",-2177
"ENSG00000163811",-2203
"ENSG00000229344",-2215.5
"ENSG00000236844",-2220
"ENSG00000289964",-2230
"ENSG00000138768",-2272
"ENSG00000233328",-2289.5
"ENSG00000128272",-2291
"ENSG00000240087",-2301
"ENSG00000251340",-2306
"ENSG00000178913",-2312
"ENSG00000241746",-2324
"ENSG00000136950",-2335
"ENSG00000249936",-2356.5
"ENSG00000239683",-2392
"ENSG00000213312",-2401.5
"ENSG00000228930",-2409
"ENSG00000214541",-2420
"ENSG00000205871",-2447
"ENSG00000226945",-2450
"ENSG00000077549",-2459
"ENSG00000131475",-2480
"ENSG00000232176",-2481
"ENSG00000293320",-2519
"ENSG00000136930",-2524
"ENSG00000234421",-2535
"ENSG00000140612",-2541
"ENSG00000100804",-2547
"ENSG00000163682",-2556.5
"ENSG00000227525",-2563
"ENSG00000277791",-2573
"ENSG00000125868",-2592.5
"ENSG00000165609",-2602
"ENSG00000067225",-2606
"ENSG00000251118",-2623
"ENSG00000146247",-2626.5
"ENSG00000083937",-2628.5
"ENSG00000111832",-2651
"ENSG00000108671",-2651
"ENSG00000143549",-2654.5
"ENSG00000065427",-2655.5
"ENSG00000198712",-2657
"ENSG00000188856",-2697.5
"ENSG00000198618",-2701
"ENSG00000115053",-2723
"ENSG00000213621",-2733
"ENSG00000182944",-2738
"ENSG00000188846",-2752
"ENSG00000225200",-2755
"ENSG00000108561",-2764
"ENSG00000164258",-2782.5
"ENSG00000105618",-2789
"ENSG00000213609",-2793
"ENSG00000110696",-2797
"ENSG00000198899",-2804
"ENSG00000196531",-2808
"ENSG00000214389",-2827
"ENSG00000128245",-2827
"ENSG00000140319",-2831
"ENSG00000237709",-2836.5
"ENSG00000253488",-2837.5
"ENSG00000270225",-2841
"ENSG00000241061",-2846
"ENSG00000235552",-2849
"ENSG00000117395",-2874.5
"ENSG00000230383",-2876
"ENSG00000114686",-2892
"ENSG00000260212",-2930.5
"ENSG00000145555",-2935
"ENSG00000271227",-2945
"ENSG00000100811",-2947
"ENSG00000213619",-2948
"ENSG00000144674",-2953.5
"ENSG00000259045",-2961.5
"ENSG00000230916",-2979
"ENSG00000189043",-3034
"ENSG00000099901",-3036
"ENSG00000228501",-3041
"ENSG00000100354",-3051
"ENSG00000187514",-3056.5
"ENSG00000128692",-3065.5
"ENSG00000175061",-3071
"ENSG00000161203",-3071
"ENSG00000105202",-3083
"ENSG00000114867",-3091
"ENSG00000137692",-3093
"ENSG00000090273",-3095
"ENSG00000205937",-3113
"ENSG00000171863",-3117
"ENSG00000213917",-3120
"ENSG00000225972",-3140.5
"ENSG00000151725",-3141
"ENSG00000242697",-3156
"ENSG00000142168",-3156
"ENSG00000212907",-3169
"ENSG00000232186",-3177
"ENSG00000147684",-3180
"ENSG00000134717",-3185.5
"ENSG00000204138",-3188
"ENSG00000188529",-3195
"ENSG00000198938",-3207
"ENSG00000121089",-3220
"ENSG00000118816",-3224.5
"ENSG00000132963",-3228
"ENSG00000154723",-3233
"ENSG00000215102",-3241.5
"ENSG00000170348",-3242
"ENSG00000103275",-3245
"ENSG00000263266",-3255
"ENSG00000271396",-3257
"ENSG00000139239",-3262.5
"ENSG00000111605",-3271
"ENSG00000165678",-3273.5
"ENSG00000242327",-3283
"ENSG00000102898",-3287.5
"ENSG00000188229",-3295
"ENSG00000223668",-3300
"ENSG00000114784",-3326
"ENSG00000111642",-3332.5
"ENSG00000108298",-3334
"ENSG00000147601",-3353
"ENSG00000258841",-3357.5
"ENSG00000137409",-3360
"ENSG00000138668",-3368
"ENSG00000116288",-3369
"ENSG00000115875",-3381
"ENSG00000116161",-3394
"ENSG00000165119",-3399
"ENSG00000230979",-3399
"ENSG00000069275",-3427
"ENSG00000150459",-3499
"ENSG00000013810",-3502
"ENSG00000125977",-3516
"ENSG00000114491",-3532
"ENSG00000087263",-3534
"ENSG00000226701",-3539
"ENSG00000236334",-3540
"ENSG00000205581",-3588
"ENSG00000065978",-3590
"ENSG00000226327",-3604
"ENSG00000084623",-3625
"ENSG00000155368",-3638
"ENSG00000204469",-3678.5
"ENSG00000164032",-3705
"ENSG00000122566",-3735
"ENSG00000040633",-3739
"ENSG00000262902",-3770
"ENSG00000131236",-3774.5
"ENSG00000249565",-3777
"ENSG00000100138",-3782
"ENSG00000104904",-3793
"ENSG00000101057",-3812
"ENSG00000224411",-3824.5
"ENSG00000060339",-3827
"ENSG00000124562",-3828
"ENSG00000004478",-3834.5
"ENSG00000198804",-3859
"ENSG00000106105",-3864.5
"ENSG00000089009",-3870
"ENSG00000138085",-3873
"ENSG00000071564",-3876
"ENSG00000174444",-3891
"ENSG00000136628",-3894
"ENSG00000237973",-3897.5
"ENSG00000132507",-3910
"ENSG00000215386",-3942
"ENSG00000204628",-3950
"ENSG00000242858",-3950
"ENSG00000172115",-3957
"ENSG00000198888",-3965
"ENSG00000066044",-4007.5
"ENSG00000267669",-4022
"ENSG00000228253",-4050
"ENSG00000213237",-4055
"ENSG00000155115",-4100
"ENSG00000196305",-4108
"ENSG00000161981",-4114
"ENSG00000187855",-4126
"ENSG00000213393",-4216
"ENSG00000205352",-4234.5
"ENSG00000254999",-4256
"ENSG00000089280",-4257
"ENSG00000227417",-4260
"ENSG00000119969",-4261
"ENSG00000080824",-4276
"ENSG00000164985",-4291
"ENSG00000198134",-4313.5
"ENSG00000225165",-4325
"ENSG00000253352",-4335.5
"ENSG00000128463",-4354.5
"ENSG00000259781",-4374
"ENSG00000271687",-4376.5
"ENSG00000161547",-4420
"ENSG00000115541",-4423
"ENSG00000249698",-4430
"ENSG00000008018",-4431
"ENSG00000258427",-4435
"ENSG00000240103",-4440
"ENSG00000142864",-4453
"ENSG00000130726",-4461
"ENSG00000176619",-4482.5
"ENSG00000270307",-4494
"ENSG00000092201",-4496
"ENSG00000089693",-4524
"ENSG00000257528",-4525
"ENSG00000213704",-4530.5
"ENSG00000231503",-4534
"ENSG00000168002",-4535
"ENSG00000152795",-4536
"ENSG00000079246",-4570
"ENSG00000228753",-4576
"ENSG00000293312",-4585
"ENSG00000041357",-4642.5
"ENSG00000223467",-4643.5
"ENSG00000165264",-4650
"ENSG00000101608",-4663
"ENSG00000143799",-4666.5
"ENSG00000230076",-4685.5
"ENSG00000110955",-4690.5
"ENSG00000152234",-4691
"ENSG00000136527",-4713.5
"ENSG00000154518",-4721
"ENSG00000113407",-4731
"ENSG00000178980",-4735
"ENSG00000092820",-4769
"ENSG00000234106",-4781
"ENSG00000236523",-4793
"ENSG00000227913",-4813
"ENSG00000235297",-4824
"ENSG00000143321",-4839
"ENSG00000230207",-4846
"ENSG00000214975",-4846
"ENSG00000232975",-4853.5
"ENSG00000197744",-4861
"ENSG00000241837",-4871
"ENSG00000172053",-4904
"ENSG00000223549",-4930
"ENSG00000198668",-4932
"ENSG00000153048",-4937
"ENSG00000107581",-4939
"ENSG00000130770",-4985
"ENSG00000197894",-5027
"ENSG00000128951",-5051.5
"ENSG00000154813",-5068
"ENSG00000008083",-5070
"ENSG00000150753",-5074
"ENSG00000169976",-5113
"ENSG00000165280",-5132
"ENSG00000229638",-5169
"ENSG00000128050",-5191
"ENSG00000224114",-5206
"ENSG00000223529",-5232.5
"ENSG00000163931",-5258
"ENSG00000224078",-5273
"ENSG00000111640",-5304
"ENSG00000125835",-5321
"ENSG00000223452",-5328
"ENSG00000215088",-5373
"ENSG00000238082",-5395
"ENSG00000111906",-5424
"ENSG00000128739",-5433
"ENSG00000111639",-5455
"ENSG00000205639",-5484
"ENSG00000164346",-5504
"ENSG00000213326",-5506.5
"ENSG00000240950",-5507
"ENSG00000243855",-5512
"ENSG00000173660",-5528
"ENSG00000231006",-5558
"ENSG00000175029",-5558.5
"ENSG00000178429",-5562
"ENSG00000137547",-5573
"ENSG00000146701",-5595
"ENSG00000225093",-5610
"ENSG00000149357",-5656
"ENSG00000234797",-5667.5
"ENSG00000215414",-5688
"ENSG00000229738",-5697
"ENSG00000224981",-5734
"ENSG00000116898",-5802
"ENSG00000162910",-5805
"ENSG00000289371",-5807
"ENSG00000189159",-5819
"ENSG00000204531",-5856
"ENSG00000197451",-5879
"ENSG00000267809",-5880
"ENSG00000243199",-5891
"ENSG00000124097",-5905
"ENSG00000229415",-5915
"ENSG00000178952",-5943
"ENSG00000162493",-5949.5
"ENSG00000218502",-5976.5
"ENSG00000130312",-6006
"ENSG00000243904",-6024.5
"ENSG00000226361",-6043
"ENSG00000165637",-6044
"ENSG00000167315",-6102
"ENSG00000103035",-6108
"ENSG00000075624",-6121
"ENSG00000237458",-6158
"ENSG00000146223",-6169
"ENSG00000112739",-6209
"ENSG00000136810",-6219
"ENSG00000109046",-6221.5
"ENSG00000114125",-6234
"ENSG00000234383",-6242
"ENSG00000181274",-6272
"ENSG00000213939",-6281
"ENSG00000144381",-6304
"ENSG00000175324",-6308
"ENSG00000220744",-6327
"ENSG00000229570",-6332
"ENSG00000162989",-6350
"ENSG00000180817",-6358.5
"ENSG00000232578",-6370
"ENSG00000228071",-6384
"ENSG00000289040",-6386
"ENSG00000180992",-6441
"ENSG00000146731",-6442
"ENSG00000226881",-6465.5
"ENSG00000116670",-6485.5
"ENSG00000253993",-6499
"ENSG00000117632",-6520
"ENSG00000197345",-6560
"ENSG00000269119",-6562
"ENSG00000089220",-6586
"ENSG00000254447",-6596
"ENSG00000117450",-6614
"ENSG00000213003",-6632.5
"ENSG00000242060",-6633
"ENSG00000234371",-6635.5
"ENSG00000257790",-6687
"ENSG00000240489",-6723.5
"ENSG00000167863",-6727
"ENSG00000175792",-6727.5
"ENSG00000288759",-6747
"ENSG00000219797",-6757
"ENSG00000060138",-6801
"ENSG00000136522",-6833
"ENSG00000240409",-6847
"ENSG00000253626",-6870
"ENSG00000143771",-6892
"ENSG00000226525",-6900
"ENSG00000261205",-6933
"ENSG00000168710",-7009
"ENSG00000213226",-7047
"ENSG00000213740",-7065
"ENSG00000219146",-7095
"ENSG00000187504",-7169.5
"ENSG00000231280",-7172
"ENSG00000151366",-7187
"ENSG00000259020",-7187.5
"ENSG00000228054",-7215
"ENSG00000135525",-7216
"ENSG00000213131",-7218
"ENSG00000235644",-7228
"ENSG00000235414",-7231
"ENSG00000249921",-7287.5
"ENSG00000253506",-7288
"ENSG00000271207",-7330
"ENSG00000212664",-7390.5
"ENSG00000169925",-7391
"ENSG00000111144",-7403
"ENSG00000147419",-7447
"ENSG00000126261",-7487
"ENSG00000123009",-7495
"ENSG00000105968",-7501.5
"ENSG00000213270",-7506.5
"ENSG00000134884",-7533
"ENSG00000213261",-7535
"ENSG00000241429",-7644.5
"ENSG00000113810",-7652
"ENSG00000155506",-7693
"ENSG00000240023",-7735
"ENSG00000241923",-7743
"ENSG00000220248",-7745
"ENSG00000234742",-7799.5
"ENSG00000228979",-7807
"ENSG00000205981",-7815
"ENSG00000227056",-7828
"ENSG00000213051",-7862
"ENSG00000235332",-7893
"ENSG00000242276",-7924
"ENSG00000244052",-7929
"ENSG00000138430",-7948
"ENSG00000152413",-7987
"ENSG00000232883",-7989
"ENSG00000237774",-7998
"ENSG00000087460",-8003
"ENSG00000229132",-8028.5
"ENSG00000280707",-8047
"ENSG00000138443",-8111.5
"ENSG00000214784",-8140
"ENSG00000105988",-8178.5
"ENSG00000229022",-8179
"ENSG00000077684",-8189
"ENSG00000006625",-8194
"ENSG00000134644",-8198
"ENSG00000160213",-8231
"ENSG00000237425",-8259.5
"ENSG00000236762",-8282
"ENSG00000230364",-8331
"ENSG00000232368",-8371
"ENSG00000243317",-8406
"ENSG00000224261",-8414
"ENSG00000128829",-8429
"ENSG00000242100",-8446
"ENSG00000214362",-8475
"ENSG00000213383",-8478
"ENSG00000214263",-8480
"ENSG00000232677",-8500
"ENSG00000229863",-8511.5
"ENSG00000244363",-8531.5
"ENSG00000270388",-8546
"ENSG00000229251",-8553
"ENSG00000232794",-8639
"ENSG00000213695",-8640
"ENSG00000111669",-8666
"ENSG00000232385",-8706
"ENSG00000214121",-8719
"ENSG00000293057",-8721
"ENSG00000240096",-8733.5
"ENSG00000213309",-8771.5
"ENSG00000099341",-8788
"ENSG00000232177",-8830
"ENSG00000288749",-8836
"ENSG00000120699",-8844
"ENSG00000242882",-8853
"ENSG00000147140",-8945
"ENSG00000172974",-8962
"ENSG00000232728",-9006
"ENSG00000212789",-9011.5
"ENSG00000214896",-9015.5
"ENSG00000213467",-9061
"ENSG00000235587",-9203
"ENSG00000196230",-9237
"ENSG00000105220",-9320.5
"ENSG00000232341",-9409.5
"ENSG00000213938",-9429
"ENSG00000270909",-9456
"ENSG00000010932",-9468
"ENSG00000230721",-9471
"ENSG00000167600",-9473
"ENSG00000230697",-9486
"ENSG00000164022",-9531
"ENSG00000164167",-9631
"ENSG00000243697",-9666
"ENSG00000259565",-9681
"ENSG00000099800",-9687
"ENSG00000167515",-9720.5
"ENSG00000226415",-9780
"ENSG00000225971",-9785
"ENSG00000244259",-9841
"ENSG00000135624",-9848
"ENSG00000075142",-9873
"ENSG00000175130",-9927
"ENSG00000248626",-10022
"ENSG00000228075",-10028
"ENSG00000213058",-10061
"ENSG00000230818",-10070
"ENSG00000225185",-10092
"ENSG00000213763",-10103
"ENSG00000265681",-10193
"ENSG00000106355",-10217
"ENSG00000106028",-10220
"ENSG00000255059",-10225.5
"ENSG00000105223",-10289
"ENSG00000235043",-10321
"ENSG00000048162",-10361
"ENSG00000250444",-10369
"ENSG00000229965",-10465
"ENSG00000236058",-10488
"ENSG00000234397",-10499
"ENSG00000230584",-10513
"ENSG00000116459",-10549
"ENSG00000172586",-10746
"ENSG00000130520",-10788.5
"ENSG00000228041",-11043
"ENSG00000293293",-11164
"ENSG00000271482",-11276.5
"ENSG00000078618",-11330
"ENSG00000111843",-11338
"ENSG00000223583",-11365
"ENSG00000244002",-11406
"ENSG00000226098",-11462
"ENSG00000230203",-11630
"ENSG00000260229",-11714
"ENSG00000185630",-11835
"ENSG00000127946",-11979
"ENSG00000233683",-11981
"ENSG00000237433",-12040
"ENSG00000212993",-12091.5
"ENSG00000214417",-12140
"ENSG00000137038",-12359.5
"ENSG00000230067",-12413.5
"ENSG00000237882",-12562
"ENSG00000159186",-12575
"ENSG00000152284",-12684
"ENSG00000261614",-12746.5
"ENSG00000277358",-12797
"ENSG00000117592",-12800
"ENSG00000223460",-12946
"ENSG00000074800",-13054
"ENSG00000165732",-13065
"ENSG00000218582",-13067
"ENSG00000229182",-13110.5
"ENSG00000230362",-13157
"ENSG00000123131",-13173
"ENSG00000225662",-13298
"ENSG00000085662",-13365
"ENSG00000114126",-13456
"ENSG00000239672",-13491.5
"ENSG00000102144",-13634
"ENSG00000248180",-13657
"ENSG00000213376",-13722
"ENSG00000257727",-13855.5
"ENSG00000134986",-13907
"ENSG00000235207",-13931.5
"ENSG00000171204",-13939.5
"ENSG00000100442",-13990
"ENSG00000286676",-14044
"ENSG00000213857",-14233
"ENSG00000171314",-14289.5
"ENSG00000119772",-14333
"ENSG00000213684",-14473.5
"ENSG00000167470",-14520
"ENSG00000249489",-14680
"ENSG00000168268",-14854
"ENSG00000242952",-14937.5
"ENSG00000270532",-14973
"ENSG00000067048",-15061
"ENSG00000113657",-15092
"ENSG00000213719",-15430
"ENSG00000161249",-15480
"ENSG00000088305",-15494
"ENSG00000107438",-15601
"ENSG00000188322",-15839.5
"ENSG00000160783",-15904
"ENSG00000218186",-16151
"ENSG00000164687",-16158
"ENSG00000249210",-16315
"ENSG00000134684",-16720.5
"ENSG00000236972",-16935
"ENSG00000219951",-17013
"ENSG00000254519",-17128.5
"ENSG00000102390",-17879.5
"ENSG00000005022",-17893
"ENSG00000135404",-18096
"ENSG00000293263",-18229
"ENSG00000240563",-18278
"ENSG00000173674",-19292
"ENSG00000237007",-19472
"ENSG00000108055",-19957
"ENSG00000136014",-20291
"ENSG00000166681",-20754
"ENSG00000049449",-20802
"ENSG00000147274",-20995
"ENSG00000111716",-21315.5
"ENSG00000096746",-21369.5
"ENSG00000136888",-21876
"ENSG00000181449",-22110.5
"ENSG00000154277",-22340
"ENSG00000064666",-22602.5
"ENSG00000287431",-22735
"ENSG00000180964",-22840
"ENSG00000226278",-23069
"ENSG00000118418",-23070
"ENSG00000142089",-23874
"ENSG00000265992",-23942
"ENSG00000223722",-23967
"ENSG00000204525",-24123
"ENSG00000204272",-24474
"ENSG00000226902",-24774
"ENSG00000008394",-24853
"ENSG00000102316",-25143
"ENSG00000169327",-26815
"ENSG00000187589",-28445
"ENSG00000213158",-32382
"ENSG00000213697",-32708
"ENSG00000216718",-32758
"ENSG00000213716",-32837
"ENSG00000213045",-33070
"ENSG00000214051",-33129
"ENSG00000224987",-34482
"ENSG00000226801",-35719
"ENSG00000227259",-35724
"ENSG00000227721",-36049
"ENSG00000227261",-36244
"ENSG00000229207",-36390
"ENSG00000228759",-36482
"ENSG00000228234",-36693
"ENSG00000229853",-36734
"ENSG00000229072",-36959
"ENSG00000231096",-37830
"ENSG00000233710",-38440
"ENSG00000236248",-39781
"ENSG00000236477",-39929
"ENSG00000235485",-40028
"ENSG00000236478",-40110
"ENSG00000237381",-40276
"ENSG00000237131",-40448
"ENSG00000241641",-41441
"ENSG00000240724",-41550
"ENSG00000239568",-41556
"ENSG00000242986",-42525
"ENSG00000248611",-42691
"ENSG00000249777",-43553
"ENSG00000251000",-43617
"ENSG00000251568",-44343
"ENSG00000253499",-45725
"ENSG00000254274",-46223
"ENSG00000255973",-46839
"ENSG00000258562",-47584
"ENSG00000259074",-47766
"ENSG00000258877",-47786
"ENSG00000259477",-48158
"ENSG00000260443",-48902
"ENSG00000260033",-49010
"ENSG00000282502",-56976
"ENSG00000281613",-57329
"ENSG00000284003",-58446
"ENSG00000287831",-60583
"ENSG00000293153",-62514
