Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR1041689	(1.0, 35.11843657021593)	(2.0, 8.717203248300383)	(3.0, 4.8365212474898565)	(4.0, 3.2445801282185687)	(5.0, 2.3811614340048974)	(6.0, 1.843428500415678)	(7.0, 1.5608884314206066)	(8.0, 1.3429297259471993)	(9.0, 1.1681794755528707)	('>10', 14.378384987702223)	('>50', 4.199086260113428)	('>100', 6.576842575701755)	('>500', 3.0435139830315534)	('>1k', 8.32374217096508)	('>5k', 1.7626163467437752)	('>10k+', 1.5024849141760963)
ERR1041690	(1.0, 36.18829949443028)	(2.0, 7.625364595955518)	(3.0, 3.79374424415315)	(4.0, 2.472555908791517)	(5.0, 1.80732739028195)	(6.0, 1.5150543551860238)	(7.0, 1.1688112373796298)	(8.0, 0.9874689778665011)	(9.0, 0.855558837190636)	('>10', 11.71043833888069)	('>50', 3.947359658202939)	('>100', 9.221454372535366)	('>500', 4.115428627741984)	('>1k', 7.0349457706930965)	('>5k', 2.198961628319745)	('>10k+', 5.357226562391062)
ERR1041691	(1.0, 32.872715596958926)	(2.0, 7.078772835648343)	(3.0, 3.489074639137847)	(4.0, 2.282950326353482)	(5.0, 1.6602758831216364)	(6.0, 1.2651166140841579)	(7.0, 1.0998880136355944)	(8.0, 0.919010707532463)	(9.0, 0.8408094944649435)	('>10', 11.031102559740267)	('>50', 4.049178944881812)	('>100', 10.311980304060016)	('>500', 4.432740303141857)	('>1k', 7.562994119855854)	('>5k', 3.0222197977807284)	('>10k+', 8.081169859602158)
ERR1041692	(1.0, 34.305393481228016)	(2.0, 7.210127279799863)	(3.0, 3.5915121761654603)	(4.0, 2.3402908455112685)	(5.0, 1.8018508614053443)	(6.0, 1.3678000818517573)	(7.0, 1.1412716273817962)	(8.0, 0.9676659558846523)	(9.0, 0.9177037456419396)	('>10', 11.113520799211067)	('>50', 4.055055347581096)	('>100', 10.094912416295893)	('>500', 4.28429586603683)	('>1k', 6.935218650152184)	('>5k', 2.5346105282649747)	('>10k+', 7.338770337587869)
ERR1041693	(1.0, 30.62101684138865)	(2.0, 6.885426130812246)	(3.0, 3.476679028514535)	(4.0, 2.243549978263065)	(5.0, 1.6751345765792385)	(6.0, 1.3667714879025779)	(7.0, 1.1161743812048774)	(8.0, 0.9712173836773551)	(9.0, 0.8541060728758382)	('>10', 10.84365603258436)	('>50', 3.4669574551187505)	('>100', 8.530063201530545)	('>500', 4.315880203645076)	('>1k', 9.350116238293618)	('>5k', 2.5031840464785082)	('>10k+', 11.780066941130778)
ERR1041694	(1.0, 24.140449474348504)	(2.0, 5.214856150451896)	(3.0, 2.5381573040308942)	(4.0, 1.6543769741499577)	(5.0, 1.28542398833757)	(6.0, 0.9910937702716607)	(7.0, 0.8624937986229286)	(8.0, 0.7036627195230409)	(9.0, 0.6507761317477515)	('>10', 9.035652042595013)	('>50', 3.788821413212487)	('>100', 9.994406676844243)	('>500', 4.814949344481055)	('>1k', 8.28806904694205)	('>5k', 3.4119033977285342)	('>10k+', 22.624907766712433)
ERR1041695	(1.0, 27.49848090426989)	(2.0, 6.73130315472242)	(3.0, 3.5319313089287303)	(4.0, 2.3971215886492967)	(5.0, 1.741723509171618)	(6.0, 1.432129667925712)	(7.0, 1.1483137643531254)	(8.0, 0.9740957177745048)	(9.0, 0.8707430399441619)	('>10', 12.234411350640494)	('>50', 4.3140068612301)	('>100', 9.217521659927378)	('>500', 3.7785704912033284)	('>1k', 8.04380938712387)	('>5k', 2.3502307012702675)	('>10k+', 13.73560689286518)
ERR1041696	(1.0, 31.444094345746986)	(2.0, 7.073011135290125)	(3.0, 3.59429715789879)	(4.0, 2.3761430730621216)	(5.0, 1.7490200636922761)	(6.0, 1.454681138212972)	(7.0, 1.160346890288197)	(8.0, 1.007622151823389)	(9.0, 0.9211955382937839)	('>10', 13.022160005078318)	('>50', 4.384186026684106)	('>100', 8.954852051896475)	('>500', 3.173816730842037)	('>1k', 4.828398918810413)	('>5k', 3.0729085028490357)	('>10k+', 11.783266269530948)
ERR1041697	(1.0, 28.714166082028935)	(2.0, 7.15391714141093)	(3.0, 3.772151373787517)	(4.0, 2.5421958400136258)	(5.0, 1.9509371788764402)	(6.0, 1.4384800320489632)	(7.0, 1.2596211694134156)	(8.0, 1.0853388468121539)	(9.0, 0.9388735210601413)	('>10', 13.002885521194745)	('>50', 4.616118718462184)	('>100', 8.758756067477968)	('>500', 3.828642514038589)	('>1k', 8.449304853151064)	('>5k', 2.6476305861993774)	('>10k+', 9.840980554023911)
ERR1041698	(1.0, 58.21004238787193)	(2.0, 7.077421671546985)	(3.0, 3.156052700289242)	(4.0, 1.8812446553448567)	(5.0, 1.5298515368588474)	(6.0, 1.1876564150836548)	(7.0, 1.1048568393044023)	(8.0, 0.9211452805441855)	(9.0, 0.6520466592616144)	('>10', 10.146182391387324)	('>50', 3.1075715784650755)	('>100', 5.649777303562441)	('>500', 3.6386532324866883)	('>1k', 1.7374973479927545)	('>5k', 0.0)	('>10k+', 0.0)
ERR1041699	(1.0, 38.268181003543624)	(2.0, 7.0289061959502)	(3.0, 3.5363147599020497)	(4.0, 2.312746082422935)	(5.0, 1.7032843761561767)	(6.0, 1.3437316517192615)	(7.0, 1.1446259857502243)	(8.0, 0.9785592777438296)	(9.0, 0.8467106932514663)	('>10', 12.470609742345577)	('>50', 5.376907309139711)	('>100', 10.439324834229437)	('>500', 1.978956590078756)	('>1k', 4.320907757478888)	('>5k', 3.3700693006139177)	('>10k+', 4.880164439673935)
ERR1041700	(1.0, 29.103288511366067)	(2.0, 7.717777026121651)	(3.0, 4.087955819340073)	(4.0, 2.7361116359725033)	(5.0, 2.0411850198181676)	(6.0, 1.6813440070401493)	(7.0, 1.3596451941274053)	(8.0, 1.114647706910168)	(9.0, 1.0033101829409765)	('>10', 13.113844790928534)	('>50', 4.569541516955961)	('>100', 9.935006629931502)	('>500', 4.490073918580302)	('>1k', 7.630908697436244)	('>5k', 2.0462321245018185)	('>10k+', 7.369127218028424)
ERR1041701	(1.0, 36.60570597834232)	(2.0, 8.122848918748355)	(3.0, 4.111773335034564)	(4.0, 2.752723421670161)	(5.0, 1.9350117736727919)	(6.0, 1.5836683245376877)	(7.0, 1.3177597694695986)	(8.0, 1.114266479381441)	(9.0, 0.9729181539042293)	('>10', 13.27162472709099)	('>50', 4.305739165016196)	('>100', 8.10958256712786)	('>500', 3.0206216276097013)	('>1k', 4.654579309094421)	('>5k', 2.16139742712992)	('>10k+', 5.959779022169698)
ERR1041702	(1.0, 29.919191867615414)	(2.0, 7.719509943293179)	(3.0, 4.276483273138764)	(4.0, 2.985092453392983)	(5.0, 2.234047678404277)	(6.0, 1.7623284046953667)	(7.0, 1.5037593640054716)	(8.0, 1.2600706444507639)	(9.0, 1.1128639104163287)	('>10', 14.662157235706413)	('>50', 5.414656093542642)	('>100', 10.089167776164858)	('>500', 3.853474410125738)	('>1k', 8.013574365188827)	('>5k', 2.5677621415408445)	('>10k+', 2.625860438318167)
ERR1041703	(1.0, 25.421583868645264)	(2.0, 5.168648095971184)	(3.0, 2.688725909204179)	(4.0, 1.8437363862306277)	(5.0, 1.4529113837037813)	(6.0, 1.1675340261441955)	(7.0, 0.9697191218536025)	(8.0, 0.8630211411212874)	(9.0, 0.6882798547226492)	('>10', 9.79769692337577)	('>50', 3.4637510377645495)	('>100', 8.604337341448366)	('>500', 3.7166950348633496)	('>1k', 8.095384309869026)	('>5k', 4.025161981602821)	('>10k+', 22.032813583479395)
ERR1041704	(1.0, 17.227700102455366)	(2.0, 3.9599182624479727)	(3.0, 2.125732194627841)	(4.0, 1.4824984893975908)	(5.0, 1.1503161346804076)	(6.0, 0.9083211752565176)	(7.0, 0.821674537832857)	(8.0, 0.6944203665205403)	(9.0, 0.640919080864744)	('>10', 8.857184100188807)	('>50', 3.7477303542481457)	('>100', 9.65142974535271)	('>500', 4.985389428494822)	('>1k', 11.118108451242675)	('>5k', 6.318966352525464)	('>10k+', 26.309691223863553)
ERR1041705	(1.0, 27.837324733090984)	(2.0, 5.794628459509889)	(3.0, 2.8373550577619344)	(4.0, 1.83392486184546)	(5.0, 1.3652737610865855)	(6.0, 1.1145362247093067)	(7.0, 0.9604302556870723)	(8.0, 0.837230200600806)	(9.0, 0.7196943648336502)	('>10', 10.502564437697792)	('>50', 4.4081073724265964)	('>100', 11.255850360460778)	('>500', 4.379270660095233)	('>1k', 7.046300004009888)	('>5k', 3.065924787363936)	('>10k+', 16.041584458820086)
ERR1041706	(1.0, 26.21638898497794)	(2.0, 6.274816807265723)	(3.0, 3.2067575686760823)	(4.0, 2.139524594435537)	(5.0, 1.68083649658637)	(6.0, 1.3088930949973092)	(7.0, 1.1124933360786025)	(8.0, 0.9297243608635288)	(9.0, 0.8602038763503641)	('>10', 12.07012204194801)	('>50', 4.560004348711732)	('>100', 9.86005814484306)	('>500', 4.118035179478713)	('>1k', 7.019786211666709)	('>5k', 3.4560846574520228)	('>10k+', 15.186270295668425)
ERR1041707	(1.0, 26.30828226613895)	(2.0, 6.1200351881659705)	(3.0, 3.078803525540194)	(4.0, 2.1511037405162257)	(5.0, 1.5688536173370367)	(6.0, 1.2785985826083461)	(7.0, 1.052882865026896)	(8.0, 0.9162002483947489)	(9.0, 0.790408754808213)	('>10', 11.383211003879143)	('>50', 4.107237513531103)	('>100', 8.90950915433166)	('>500', 4.125584792493871)	('>1k', 7.929222956801753)	('>5k', 3.48550079132353)	('>10k+', 16.79456499910236)
ERR1041708	(1.0, 29.20799098413674)	(2.0, 7.581573627671292)	(3.0, 4.318452760598951)	(4.0, 2.9352332021211884)	(5.0, 2.287512895567772)	(6.0, 1.7484130637047595)	(7.0, 1.400966685109906)	(8.0, 1.257857485151289)	(9.0, 1.0723689878032647)	('>10', 15.247636775157586)	('>50', 5.874816284706954)	('>100', 11.855844560989743)	('>500', 4.12633920716591)	('>1k', 7.174097598848303)	('>5k', 1.5821230181105288)	('>10k+', 2.3287728631557063)
ERR1041709	(1.0, 30.21378658627805)	(2.0, 7.124016453115722)	(3.0, 3.708913635923737)	(4.0, 2.510653739506598)	(5.0, 1.8704874045662772)	(6.0, 1.4754496981558638)	(7.0, 1.209045720103993)	(8.0, 1.0126390927378806)	(9.0, 0.9662238258559979)	('>10', 13.563255835766153)	('>50', 4.973110173690407)	('>100', 9.808568350981831)	('>500', 3.8978544310861514)	('>1k', 6.4701530757045544)	('>5k', 2.2907278827123263)	('>10k+', 8.90511409381462)
ERR1041710	(1.0, 12.682043941814635)	(2.0, 2.6168287973896898)	(3.0, 1.4255292372755826)	(4.0, 0.9812868566930368)	(5.0, 0.7883533184828357)	(6.0, 0.6373461759765381)	(7.0, 0.5806729220805765)	(8.0, 0.4744224506731966)	(9.0, 0.4340074222183749)	('>10', 7.447473435255033)	('>50', 3.6749506819279345)	('>100', 11.017647558004047)	('>500', 5.3661942506466564)	('>1k', 13.335878475831459)	('>5k', 5.770793571937694)	('>10k+', 32.7665709037927)
ERR1041711	(1.0, 23.35219197816342)	(2.0, 5.132824778214984)	(3.0, 2.4995483055424548)	(4.0, 1.528769694240505)	(5.0, 1.1592451409731304)	(6.0, 0.9673208548214962)	(7.0, 0.818740567235989)	(8.0, 0.6768792547855719)	(9.0, 0.6426599208350114)	('>10', 9.696182075580472)	('>50', 4.836797519238222)	('>100', 12.592166992852219)	('>500', 5.423545120343232)	('>1k', 11.66459817683321)	('>5k', 4.711317756415209)	('>10k+', 14.297211863924847)
ERR1041712	(1.0, 32.201252590782474)	(2.0, 7.435853457138178)	(3.0, 3.9141491416251126)	(4.0, 2.5888770282141853)	(5.0, 1.939945792858546)	(6.0, 1.4661142960676183)	(7.0, 1.2615406603579111)	(8.0, 1.1260973120376967)	(9.0, 0.9221910921618133)	('>10', 12.644723494067925)	('>50', 4.4078739865153365)	('>100', 9.487357534910727)	('>500', 4.24190381933737)	('>1k', 9.051398818550444)	('>5k', 2.0142720986489726)	('>10k+', 5.29644887672572)
ERR1041713	(1.0, 32.77131679080849)	(2.0, 7.116245091051061)	(3.0, 3.5262078551290523)	(4.0, 2.3114707260083547)	(5.0, 1.735886341285373)	(6.0, 1.4303814499616474)	(7.0, 1.107264035719713)	(8.0, 1.0023617000327254)	(9.0, 0.8319917168684802)	('>10', 11.377528073819706)	('>50', 4.02199130858464)	('>100', 9.491634258034981)	('>500', 4.01609104210287)	('>1k', 7.167515439776421)	('>5k', 2.5787258020985253)	('>10k+', 9.513388368717983)
ERR1041714	(1.0, 34.32174366746773)	(2.0, 5.250852961640455)	(3.0, 2.8171632212163895)	(4.0, 1.932142372799768)	(5.0, 1.4879853753556183)	(6.0, 1.2171655259730376)	(7.0, 1.0364866084859563)	(8.0, 0.9414827776687248)	(9.0, 0.9163502527321933)	('>10', 12.409010820527145)	('>50', 4.397572879174159)	('>100', 8.906279879122906)	('>500', 3.6247698852897656)	('>1k', 12.037722691705962)	('>5k', 8.703271080840185)	('>10k+', 0.0)
ERR1041715	(1.0, 34.41846662186847)	(2.0, 7.593621688110495)	(3.0, 3.860296679504269)	(4.0, 2.5704109983141534)	(5.0, 1.8577368353304622)	(6.0, 1.4651022161210319)	(7.0, 1.2970179012842813)	(8.0, 1.1243435661986496)	(9.0, 1.0090604991570968)	('>10', 12.625915390497338)	('>50', 4.181743899295045)	('>100', 9.44095398897379)	('>500', 3.6157144693364245)	('>1k', 6.370598724342681)	('>5k', 2.6726399658093016)	('>10k+', 5.896376555856549)
ERR1041716	(1.0, 41.08710495111334)	(2.0, 7.661774849673211)	(3.0, 3.7723927131858397)	(4.0, 2.4923193369719594)	(5.0, 1.9405830548585616)	(6.0, 1.4860338967664704)	(7.0, 1.179884851070604)	(8.0, 1.0708657587052)	(9.0, 0.9099760755311789)	('>10', 11.224001202530605)	('>50', 3.207063830218615)	('>100', 6.612492815526566)	('>500', 3.9985985752838316)	('>1k', 13.356908088564005)	('>5k', 0.0)	('>10k+', 0.0)
ERR1041717	(1.0, 32.04576579983034)	(2.0, 7.686378256373981)	(3.0, 3.907276224854085)	(4.0, 2.5411441309564764)	(5.0, 1.8897601448046646)	(6.0, 1.4765850341447058)	(7.0, 1.1733803917539318)	(8.0, 1.0464273938068582)	(9.0, 0.8899255402199171)	('>10', 12.650003986947178)	('>50', 4.514469055250434)	('>100', 9.76908925824085)	('>500', 3.8659574910211756)	('>1k', 7.244625810745388)	('>5k', 2.511989360240111)	('>10k+', 6.787222120809947)
ERR1041718	(1.0, 39.39200448312337)	(2.0, 10.522896103868757)	(3.0, 5.419914028226219)	(4.0, 3.484474381468672)	(5.0, 2.6363288190465224)	(6.0, 1.9839836512685634)	(7.0, 1.629561627199111)	(8.0, 1.4200985340595413)	(9.0, 1.243659213169517)	('>10', 15.146161147692332)	('>50', 4.552256800327487)	('>100', 6.5902777316482215)	('>500', 1.490376654714661)	('>1k', 1.796912943474634)	('>5k', 0.34129876865111863)	('>10k+', 2.3497951120612677)
ERR1041719	(1.0, 65.46781471980222)	(2.0, 8.403816684022928)	(3.0, 3.8048309669553735)	(4.0, 2.790548034509326)	(5.0, 1.8880224869404723)	(6.0, 1.5646033882807144)	(7.0, 1.309762684886507)	(8.0, 1.2327178210696537)	(9.0, 0.861039851667471)	('>10', 8.497794484942386)	('>50', 0.8077010997942647)	('>100', 1.9388212982482877)	('>500', 0.0)	('>1k', 1.4325264788803942)	('>5k', 0.0)	('>10k+', 0.0)
ERR1041720	(1.0, 45.1913158976955)	(2.0, 10.502179484597578)	(3.0, 5.34938790639706)	(4.0, 3.4993446285676875)	(5.0, 2.5693815922637384)	(6.0, 2.114938300027488)	(7.0, 1.6088293191759178)	(8.0, 1.3341696347029677)	(9.0, 1.1183062677639803)	('>10', 14.030754436050112)	('>50', 3.655270251645162)	('>100', 4.885719427577233)	('>500', 0.9267584433484459)	('>1k', 0.9469622875774016)	('>5k', 0.11904388819519328)	('>10k+', 2.147638234414574)
ERR1041721	(1.0, 58.228808505705985)	(2.0, 10.153573154850994)	(3.0, 4.679594396968127)	(4.0, 2.8548837567783454)	(5.0, 2.112725989166339)	(6.0, 1.5890061129732374)	(7.0, 1.3078285497787463)	(8.0, 1.0130589097362286)	(9.0, 0.8903825493497634)	('>10', 8.726836742420305)	('>50', 1.727218719354087)	('>100', 1.5750505809193474)	('>500', 0.12913960828490514)	('>1k', 1.6028948087279888)	('>5k', 1.3912512446455578)	('>10k+', 2.017746370339986)
ERR1041722	(1.0, 43.88513198179989)	(2.0, 9.909564337820703)	(3.0, 4.996778580790598)	(4.0, 3.3169562582443484)	(5.0, 2.371406816317603)	(6.0, 1.8664677751668424)	(7.0, 1.5246367809190051)	(8.0, 1.2746633182343834)	(9.0, 1.1794527535141868)	('>10', 13.386451209329095)	('>50', 3.9652542396597212)	('>100', 6.393734250160847)	('>500', 1.7651414217100412)	('>1k', 2.271714572482547)	('>5k', 0.4360487100967189)	('>10k+', 1.4565969937534744)
ERR1041723	(1.0, 40.13166572130713)	(2.0, 9.576461898714)	(3.0, 5.182168639797846)	(4.0, 3.4206262821725772)	(5.0, 2.592240148887054)	(6.0, 2.0453532829903964)	(7.0, 1.711350596816596)	(8.0, 1.4895369234348932)	(9.0, 1.245051055359644)	('>10', 16.04053012210369)	('>50', 4.824188719669948)	('>100', 6.614282526352248)	('>500', 1.4759420028656203)	('>1k', 2.146367641189638)	('>5k', 0.06745225213168313)	('>10k+', 1.4367821862070371)
ERR1041724	(1.0, 35.42515844758869)	(2.0, 8.48573990670992)	(3.0, 4.406835069549684)	(4.0, 2.8510095956958383)	(5.0, 2.1823818955443364)	(6.0, 1.7228252169629195)	(7.0, 1.4562126505157902)	(8.0, 1.1929951734507322)	(9.0, 1.025931162192497)	('>10', 12.788150797792305)	('>50', 4.744576814561101)	('>100', 12.612370070130668)	('>500', 4.72088367577236)	('>1k', 5.020107300049023)	('>5k', 0.3646259052260238)	('>10k+', 1.0001963182581197)
ERR1041725	(1.0, 51.26247817684645)	(2.0, 7.682533475362835)	(3.0, 3.7593185080164044)	(4.0, 2.5065818611834816)	(5.0, 1.7567133163221722)	(6.0, 1.3941580925441153)	(7.0, 1.1551248821576194)	(8.0, 0.9910836967975832)	(9.0, 0.852991399161801)	('>10', 10.665002327996744)	('>50', 3.354542118912111)	('>100', 5.267696692331475)	('>500', 2.2382773674231466)	('>1k', 4.38783128879449)	('>5k', 2.72566679614958)	('>10k+', 0.0)
ERR1041726	(1.0, 14.472437814061786)	(2.0, 3.226212103985357)	(3.0, 1.7320730324259923)	(4.0, 1.2028975196813614)	(5.0, 0.9811689222771607)	(6.0, 0.8411230427974142)	(7.0, 0.7258935781256631)	(8.0, 0.6103046942175168)	(9.0, 0.5626428635433111)	('>10', 11.309101699377951)	('>50', 5.865054951772506)	('>100', 13.007886825670697)	('>500', 4.396267125728069)	('>1k', 11.372953173773332)	('>5k', 6.123297455492936)	('>10k+', 23.57068519706895)
ERR1041727	(1.0, 21.45289496854312)	(2.0, 4.441169766226915)	(3.0, 2.1631670349819028)	(4.0, 1.401707569731687)	(5.0, 1.1127172805317647)	(6.0, 0.9642208027401157)	(7.0, 0.7844852593745391)	(8.0, 0.6669311931928389)	(9.0, 0.5789967269408972)	('>10', 10.595764580107655)	('>50', 5.367266971647119)	('>100', 11.510247103632528)	('>500', 4.31406706356288)	('>1k', 11.866233433635973)	('>5k', 6.4320830937242235)	('>10k+', 16.348047151425828)
ERR1041728	(1.0, 43.352062630679534)	(2.0, 9.412804165811275)	(3.0, 4.819659236724245)	(4.0, 3.1200834120724954)	(5.0, 2.28086629111281)	(6.0, 1.7969024383014398)	(7.0, 1.4883815373909732)	(8.0, 1.3014677114516089)	(9.0, 1.0336038073645943)	('>10', 14.026713449993016)	('>50', 3.879620720138726)	('>100', 5.971425259027683)	('>500', 2.3614413715065696)	('>1k', 3.2150206632483997)	('>5k', 0.7740681778737037)	('>10k+', 1.165879127302925)
ERR1041729	(1.0, 37.46612648464841)	(2.0, 6.146373388524996)	(3.0, 3.114136049732373)	(4.0, 2.0598401750853377)	(5.0, 1.5234045050291756)	(6.0, 1.2597543835493756)	(7.0, 1.0486129384891674)	(8.0, 0.8668055992264936)	(9.0, 0.8886571229183663)	('>10', 11.200212960561373)	('>50', 4.3757419992077935)	('>100', 8.098060784628073)	('>500', 3.777513786694088)	('>1k', 8.296905458037756)	('>5k', 3.873012730739725)	('>10k+', 6.004841632927485)
ERR1041730	(1.0, 28.57794969652564)	(2.0, 6.033250466067768)	(3.0, 3.1343022190402414)	(4.0, 2.112326042220139)	(5.0, 1.589660721887129)	(6.0, 1.267542841508195)	(7.0, 1.0062653044075454)	(8.0, 0.8689390741486065)	(9.0, 0.7859671111084867)	('>10', 9.963231288116233)	('>50', 4.266078596609004)	('>100', 11.137251359616023)	('>500', 4.529377482747785)	('>1k', 11.26782845353094)	('>5k', 3.171355914127557)	('>10k+', 10.288673428338718)
ERR1041731	(1.0, 41.007875881745996)	(2.0, 8.04641478955503)	(3.0, 3.962729408541716)	(4.0, 2.4895578740444613)	(5.0, 1.8997572806433267)	(6.0, 1.5380594127389535)	(7.0, 1.2818492458124828)	(8.0, 1.061481799335093)	(9.0, 0.9020518905648365)	('>10', 11.636696824995365)	('>50', 3.8368567433583176)	('>100', 8.08645113415078)	('>500', 2.4161777692924793)	('>1k', 5.571297808014976)	('>5k', 1.381083669801849)	('>10k+', 4.8816584674043035)
ERR1041732	(1.0, 29.024597938806775)	(2.0, 8.293320665568107)	(3.0, 4.477756925617895)	(4.0, 2.971584487788083)	(5.0, 2.2267285333310896)	(6.0, 1.7177479323153926)	(7.0, 1.3715394273349715)	(8.0, 1.2157179599340313)	(9.0, 1.0271624596385682)	('>10', 14.26884354590734)	('>50', 4.879700576537241)	('>100', 8.640900716758589)	('>500', 3.278244754235132)	('>1k', 7.953367520936534)	('>5k', 2.06646532877215)	('>10k+', 6.586321226518035)
ERR1041733	(1.0, 37.54476694776407)	(2.0, 8.356860159466795)	(3.0, 4.149297791316975)	(4.0, 2.619192444896621)	(5.0, 1.9224893017589255)	(6.0, 1.6137236653924736)	(7.0, 1.3215422414393387)	(8.0, 1.092385894008875)	(9.0, 0.9576881959553647)	('>10', 12.20010190006346)	('>50', 3.798755946292097)	('>100', 7.547560193932576)	('>500', 3.8525685292855423)	('>1k', 6.1157396895137)	('>5k', 1.5315572828445303)	('>10k+', 5.375769816068584)
ERR1041734	(1.0, 26.893422467940347)	(2.0, 7.154983523592649)	(3.0, 3.7806547732698226)	(4.0, 2.525656871888962)	(5.0, 1.8680436410537113)	(6.0, 1.4902978872550927)	(7.0, 1.2253129680460992)	(8.0, 1.0373970783954352)	(9.0, 0.9003287170101497)	('>10', 12.402567127449956)	('>50', 3.886293040195693)	('>100', 8.064317906756388)	('>500', 3.995154827212367)	('>1k', 7.588745164899853)	('>5k', 3.200562241955861)	('>10k+', 13.986261763077582)
ERR1041735	(1.0, 31.46660517224953)	(2.0, 6.078600635151298)	(3.0, 3.1126444071674215)	(4.0, 2.061057754891053)	(5.0, 1.5474435398430482)	(6.0, 1.2407173908005398)	(7.0, 1.059774269680827)	(8.0, 0.9401459194641202)	(9.0, 0.781237684656369)	('>10', 10.885485694943458)	('>50', 4.716533697423005)	('>100', 10.431039315138083)	('>500', 4.35632221988478)	('>1k', 8.934589766138096)	('>5k', 2.039973163609336)	('>10k+', 10.34782936895904)
ERR1041736	(1.0, 29.493456231665327)	(2.0, 7.493154845381898)	(3.0, 3.9520396502618564)	(4.0, 2.560046843156306)	(5.0, 1.9451772489931567)	(6.0, 1.539522697852237)	(7.0, 1.2830173214580047)	(8.0, 1.0518912272466685)	(9.0, 0.905370283806714)	('>10', 12.720190372361143)	('>50', 4.307143665229422)	('>100', 8.938842819338713)	('>500', 3.9923427225620824)	('>1k', 8.30606290108852)	('>5k', 2.479788269569615)	('>10k+', 9.03195290002836)
ERR1041737	(1.0, 37.84931661497195)	(2.0, 8.84980155620277)	(3.0, 4.511358289463529)	(4.0, 2.9464773396017856)	(5.0, 2.1737176818158432)	(6.0, 1.6479217669450903)	(7.0, 1.3681021019532817)	(8.0, 1.21950046880406)	(9.0, 1.047232606205764)	('>10', 13.339393341782102)	('>50', 4.559925176831164)	('>100', 8.677357911511008)	('>500', 3.108699754736398)	('>1k', 4.791872727329751)	('>5k', 0.8193293195922299)	('>10k+', 3.0899933422532833)
ERR1041738	(1.0, 33.49006700535384)	(2.0, 8.76610675476545)	(3.0, 4.720911627606257)	(4.0, 3.2118269891375104)	(5.0, 2.349097093496643)	(6.0, 1.9119446105583253)	(7.0, 1.5333278976706044)	(8.0, 1.3239299773563267)	(9.0, 1.1274533024088593)	('>10', 14.996030504926331)	('>50', 4.896556444627524)	('>100', 9.281362963874141)	('>500', 3.3785964926926955)	('>1k', 5.773632131090607)	('>5k', 0.7412544556966829)	('>10k+', 2.497901748738099)
ERR1041739	(1.0, 24.12220061639716)	(2.0, 5.944254013728627)	(3.0, 3.051298623285068)	(4.0, 2.023031855403938)	(5.0, 1.4470534045107015)	(6.0, 1.191247328398857)	(7.0, 1.006797513154318)	(8.0, 0.8587138439345763)	(9.0, 0.7444155720188447)	('>10', 10.57503271473121)	('>50', 4.994728092657718)	('>100', 15.930068746336062)	('>500', 6.016658168742616)	('>1k', 8.636289279422831)	('>5k', 3.0245076397063295)	('>10k+', 10.433702587571062)
ERR1041740	(1.0, 28.805823921966002)	(2.0, 6.377873533595349)	(3.0, 3.0389437025884503)	(4.0, 1.8836407093166772)	(5.0, 1.3864331073168292)	(6.0, 1.0944574466599089)	(7.0, 0.8951170991170501)	(8.0, 0.7879959963306785)	(9.0, 0.6752332834906276)	('>10', 9.861939755635873)	('>50', 4.990505881273225)	('>100', 15.495778644295576)	('>500', 5.561389446565522)	('>1k', 7.290020429056031)	('>5k', 2.5682785353380675)	('>10k+', 9.286568507454124)
ERR1041741	(1.0, 37.50625619954366)	(2.0, 9.078178145490376)	(3.0, 4.700492295020763)	(4.0, 3.1507208553043937)	(5.0, 2.3789938912950443)	(6.0, 1.8520968460281177)	(7.0, 1.4819930770981145)	(8.0, 1.2973738378674633)	(9.0, 1.0629027640049467)	('>10', 13.957882976189605)	('>50', 4.736525026710808)	('>100', 9.42159025010253)	('>500', 3.0611137074410855)	('>1k', 3.9456275364492783)	('>5k', 0.7882294513273528)	('>10k+', 1.5800231401263711)
ERR1041742	(1.0, 36.291238991866756)	(2.0, 8.987361361871974)	(3.0, 4.7972065820955025)	(4.0, 3.1265369070002893)	(5.0, 2.4212489654793097)	(6.0, 1.8202856872692161)	(7.0, 1.4977759314938013)	(8.0, 1.2506165492633128)	(9.0, 1.1169370985221745)	('>10', 14.162708830538575)	('>50', 4.705431743863236)	('>100', 9.519983406614282)	('>500', 2.965332201413602)	('>1k', 3.7944659135745145)	('>5k', 0.8194352526082804)	('>10k+', 2.723434576525281)
ERR1041743	(1.0, 36.17011817549115)	(2.0, 8.997888803982782)	(3.0, 4.908622299310502)	(4.0, 3.31272967044213)	(5.0, 2.4434541779239973)	(6.0, 1.8745740488559477)	(7.0, 1.5941621717238035)	(8.0, 1.3868316622172878)	(9.0, 1.1483737741798614)	('>10', 15.19524813831446)	('>50', 5.065305304455676)	('>100', 8.701685036688682)	('>500', 2.50072592056256)	('>1k', 2.9665981728238795)	('>5k', 0.8707681227014988)	('>10k+', 2.8629145203257993)
