"","gene","zero.all","segIdx","rho","sigma","mu","mu.scaled","zero","segIdx_hESC","segIdx_non_hESC","segIdx_hESCvsnon_hESC"
"ENSG00000130766","ENSG00000130766",0,0.421914244707571,0.606796692219568,2.09147293367617,9.77173232946546,0.476114036891274,0,13441,13441,0
"ENSG00000089818","ENSG00000089818",0.0294117647058824,0.421884343977993,0.656649819688031,1.10366826167659,8.33154890405117,0.400341475511411,0.0117747492797474,13442.5,13442,0.5
"ENSG00000135002","ENSG00000135002",0.0294117647058824,0.421884343977993,0.695010968751286,1.22121239284,7.91903535923147,0.378637845721418,0.0111364072271005,13442.5,13443,-0.5
"ENSG00000084444","ENSG00000084444",0.0588235294117647,0.421809592154049,0.81092058832782,1.19133857061866,8.47244840205541,0.407754639468528,0.0239855670275605,13444.5,13444,0.5
"ENSG00000109625","ENSG00000109625",0.647058823529412,0.421809592154049,0.345041615757817,0.229909881169014,2.7610243619448,0.107258729705357,0.0694027074564076,13444.5,13445,-0.5
"ENSG00000179152","ENSG00000179152",0.0588235294117647,0.421704939600526,0.775978972931212,1.14834061611366,7.59513329955942,0.361596343740166,0.0212703731611862,13446,13446,0
"ENSG00000116544","ENSG00000116544",0.205882352941176,0.421689989235737,0.465552906377835,0.415651155753026,6.68085380913577,0.313493235772132,0.0645427250119096,13447,13447.5,-0.5
"ENSG00000137343","ENSG00000137343",0,0.42166008850616,0.555434397663838,1.75771300745869,5.91361895446253,0.273126606707661,0,13448,13447.5,0.5
"ENSG00000272886","ENSG00000272886",0,0.421615237411793,0.0588237017224023,0.951310443825611,6.0942320033065,0.282629224976995,0,13449,13449,0
"ENSG00000185275","ENSG00000185275",0.0294117647058824,0.421600287047004,0.476096502959289,0.980057937978557,4.19421556796458,0.182663408519776,0.00537245319175811,13450,13450.5,-0.5
"ENSG00000121067","ENSG00000121067",0,0.421480684128693,0.562012047952993,1.80963535902886,8.42071672132756,0.405032873696153,0,13451,13450.5,0.5
"ENSG00000162426","ENSG00000162426",0.676470588235294,0.421465733763904,0.727272732444897,0.839772118620143,2.3410001504624,0.0851599402151063,0.0576081948513955,13452,13452,0
"ENSG00000100104","ENSG00000100104",0.0294117647058824,0.421450783399115,0.645578069473069,1.13223814958283,7.68951942730845,0.36656229358521,0.0107812439289768,13453,13453,0
"ENSG00000113249","ENSG00000113249",0.764705882352941,0.421331180480804,0.5,0.146476873931843,5.02080412837018,0.226152821968072,0.172940393269702,13454,13454.5,-0.5
"ENSG00000258458","ENSG00000258458",0.647058823529412,0.421316230116015,0.750000030549967,0.646779316319858,5.23889615817582,0.237627326828558,0.153758858536126,13455,13454.5,0.5
"ENSG00000291255","ENSG00000291255",0.676470588235294,0.421316230116015,0.192037520392117,0.0374096899888425,2.81426204164289,0.110059730801092,0.0744521708360331,13456.5,13456.5,0
"ENSG00000293510","ENSG00000293510",0.0294117647058824,0.421316230116015,0.807006469531316,1.6290419708943,8.14945559087135,0.390760975898446,0.0114929698793661,13456.5,13456.5,0
"ENSG00000122741","ENSG00000122741",0.0882352941176471,0.421301279751226,0.628757426694118,0.752945511304942,8.80871102773629,0.425446469546928,0.0375393943717878,13458.5,13459,-0.5
"ENSG00000204252","ENSG00000204252",0.0588235294117647,0.421301279751226,0.728305931343513,0.999333110967502,8.49317916830875,0.408845350020159,0.024049726471774,13458.5,13459,-0.5
"ENSG00000132376","ENSG00000132376",0.0294117647058824,0.421211577562493,0.652432586139503,1.05625940492013,8.87529464439373,0.428949642192189,0.0126161659468291,13460,13459,1
"ENSG00000134013","ENSG00000134013",0.0294117647058824,0.421196627197704,0.766494074673079,1.5929182319559,6.97245962072055,0.328835530973646,0.00967163326393075,13461,13461,0
"ENSG00000170837","ENSG00000170837",0.0294117647058824,0.421181676832915,0.742043422462422,1.33806511962447,8.2006103999802,0.393452390647897,0.0115721291367029,13462,13462.5,-0.5
"ENSG00000217555","ENSG00000217555",0.5,0.421151776103337,0.769348580628377,0.950109680098101,2.66284964390977,0.102093450257623,0.0510467251288116,13463,13462.5,0.5
"ENSG00000157045","ENSG00000157045",0.0294117647058824,0.421077024279392,0.662790242526279,1.10786616785921,8.46663452096136,0.407448752972211,0.0119837868521238,13464,13464.5,-0.5
"ENSG00000263813","ENSG00000263813",0.764705882352941,0.421032173185026,0.450986221793378,0.154323147518557,4.16530635100704,0.181142404057633,0.138520661926426,13465,13464.5,0.5
"ENSG00000161714","ENSG00000161714",0.0294117647058824,0.420867719172348,0.640503617776967,1.13923006204941,7.50569739489384,0.356890840638096,0.0104967894305322,13466,13466,0
"ENSG00000170043","ENSG00000170043",0.0588235294117647,0.420822868077981,0.463880496853452,0.736317963547027,5.06461741622608,0.22845797628712,0.0134387044874777,13467,13467,0
"ENSG00000170175","ENSG00000170175",0.0882352941176471,0.420792967348403,0.736416551997224,0.969875150402479,7.56835252329473,0.360187323210206,0.0317812344009006,13468.5,13468,0.5
"ENSG00000204580","ENSG00000204580",0,0.420792967348403,0.0589898940805511,0.956167957211155,5.07119502509145,0.228804044893861,0,13468.5,13469,-0.5
"ENSG00000141560","ENSG00000141560",0.0294117647058824,0.420763066618826,0.550986463065154,0.867930762352046,9.0211146755459,0.436621690811769,0.0128418144356403,13470,13470,0
"ENSG00000149177","ENSG00000149177",0.0294117647058824,0.420748116254037,0.75984875341376,1.50196863267635,7.4187103081014,0.352314177515245,0.0103621816916248,13471,13471,0
"ENSG00000213699","ENSG00000213699",0.0294117647058824,0.420658414065303,0.667812530632856,1.16414654674997,7.97032794490557,0.381336509327552,0.0112157796861045,13472,13472,0
"ENSG00000135750","ENSG00000135750",0.0294117647058824,0.420643463700514,0.598262890777288,0.955880666212298,8.85277106473991,0.427764606111578,0.0125813119444582,13473,13473,0
"ENSG00000165238","ENSG00000165238",0.0294117647058824,0.420598612606148,0.656432844204066,1.12040059385496,8.21186025476463,0.394044280748231,0.0115895376690656,13474,13474,0
"ENSG00000149541","ENSG00000149541",0.0294117647058824,0.420553761511781,0.39518429850363,0.754921246175913,7.64574511865072,0.36425919008388,0.0107135055907024,13475,13475,0
"ENSG00000168077","ENSG00000168077",0.0294117647058824,0.420553761511781,0.541570052112976,0.903667449666613,8.22485777959459,0.39472812124423,0.0116096506248303,13476,13476,0
"ENSG00000137502","ENSG00000137502",0.0588235294117647,0.420464059323047,0.410998606016906,0.528919562054043,8.71651543023165,0.420595770359869,0.0247409276682276,13477,13477.5,-0.5
"ENSG00000229780","ENSG00000229780",0.764705882352941,0.42043415859347,0.374998099075215,0.0390839035542867,4.13867757703118,0.179741380844235,0.137449291233827,13478,13477.5,0.5
"ENSG00000213967","ENSG00000213967",0.264705882352941,0.420404257863892,0.887660643246212,1.23081561203459,4.47176291638307,0.197266043936031,0.0522174822183611,13479,13479,0
"ENSG00000186462","ENSG00000186462",0.0882352941176471,0.420322030857553,1,2.27621904007448,6.40922952168938,0.299202231147584,0.0264001968659633,13480,13480,0
"ENSG00000169372","ENSG00000169372",0.0294117647058824,0.42029960531037,0.664758663038751,1.24922132310467,6.66797372807571,0.31281557436076,0.00920045806943413,13481,13481,0
"ENSG00000261221","ENSG00000261221",0.382352941176471,0.420284654945581,0.124924531905634,0.108852108680378,3.09912502306786,0.125047264586009,0.047812189400533,13482,13482,0
"ENSG00000070366","ENSG00000070366",0.147058823529412,0.420269704580792,0.172628722389003,0.139219679223556,7.22160857708146,0.341944038025902,0.0502858879449855,13483.5,13483,0.5
"ENSG00000108852","ENSG00000108852",0.0294117647058824,0.420269704580792,0.762379632860462,1.52197348727595,7.41900930484116,0.352329908670329,0.0103626443726567,13483.5,13484,-0.5
"ENSG00000153574","ENSG00000153574",0.0588235294117647,0.420254754216003,0.563979688175912,0.761860037443774,7.51599618179461,0.357432692077854,0.0210254524751679,13485,13485,0
"ENSG00000279531","ENSG00000279531",0.794117647058823,0.420120200932903,0.421233356043878,0.183012678424366,3.46958882614785,0.144538525742429,0.114780593971929,13486,13486,0
"ENSG00000237842","ENSG00000237842",0.323529411764706,0.420105250568114,0.130001710220221,0.113290280961466,3.57932273151928,0.150311970245039,0.0486303433145714,13487,13487,0
"ENSG00000177369","ENSG00000177369",0.764705882352941,0.420075349838536,0.625613036163679,0.782077293890939,1.50378325461075,0.0411113367457751,0.0314380810408869,13488,13488,0
"ENSG00000130340","ENSG00000130340",0,0.420045449108958,0.617367314194927,2.23200391331498,7.00320016825031,0.330452887473829,0,13489,13489,0
"ENSG00000212864","ENSG00000212864",0.558823529411765,0.420030498744169,0.175106557580628,0.0394035075490595,3.21664948001414,0.131230594410844,0.0733347439354719,13490,13490,0
"ENSG00000134278","ENSG00000134278",0.0294117647058824,0.419940796555436,0.848032085286286,2.57684354814345,5.76745290796838,0.265436353137048,0.00780695156285435,13491,13491,0
"ENSG00000133069","ENSG00000133069",0.0588235294117647,0.41988099509628,0.999998461223654,3.10653277792667,5.01613313663225,0.225907066460877,0.0132886509682869,13492,13492,0
"ENSG00000156398","ENSG00000156398",0.0588235294117647,0.419851094366703,0.508906710921548,0.652030854286177,8.64634994970969,0.416904144636522,0.024523773213913,13493,13493,0
"ENSG00000167766","ENSG00000167766",0.0294117647058824,0.419821193637125,0.42042056514793,0.746845183107474,8.30350748021424,0.398866128363702,0.0117313567165795,13494.5,13494,0.5
"ENSG00000276744","ENSG00000276744",0.794117647058823,0.419821193637125,0.857142857220882,0.768834682457459,5.68172344445512,0.260925857514414,0.207205828026152,13494.5,13495.5,-1
"ENSG00000270277","ENSG00000270277",0.794117647058823,0.419791292907547,0.142855836833687,3.16227766016838e-06,2.51675031091294,0.094406706693084,0.0749700317856844,13496,13495.5,0.5
"ENSG00000105877","ENSG00000105877",0.117647058823529,0.419776342542758,0.612892938121114,0.712168594963195,7.6953119639749,0.36686705708433,0.0431608302452152,13497,13497,0
"ENSG00000143951","ENSG00000143951",0.0294117647058824,0.419686640354025,0.757937672072663,1.46929416871702,7.70566771523288,0.367411905597361,0.0108062325175694,13498,13498,0
"ENSG00000058453","ENSG00000058453",0.0294117647058824,0.419567037435713,0.856487591381213,2.55013827993823,6.41709690017346,0.299616158574163,0.00881223995806362,13499,13499,0
"ENSG00000256226","ENSG00000256226",0.794117647058823,0.419552087070925,0.571433011619568,0.454279150368778,3.34066739929812,0.13775556563001,0.109394125647361,13500,13500,0
"ENSG00000143375","ENSG00000143375",0,0.419537136706136,0.637366676209713,2.48710298973028,5.94827352166044,0.274949892043236,0,13501,13501,0
"ENSG00000171621","ENSG00000171621",0.470588235294118,0.419507235976558,0.205172594916636,0.135751805393548,2.99925525182063,0.119792803079034,0.0563730838018984,13502,13502,0
"ENSG00000197857","ENSG00000197857",0.0294117647058824,0.419402583423036,0.660349023051345,1.04910000331829,9.43705083290792,0.458505394968933,0.0134854527932039,13503,13503,0
"ENSG00000170430","ENSG00000170430",0.0294117647058824,0.419402583423035,0.850101796286026,2.05879610520373,7.73991279362986,0.369213646444398,0.0108592248954235,13504.5,13504,0.5
"ENSG00000288044","ENSG00000288044",0.647058823529412,0.419402583423035,0.205373906139501,0.0654607456132141,2.90357953532818,0.114759003930567,0.0742558260727199,13504.5,13505,-0.5
"ENSG00000156170","ENSG00000156170",0,0.419357732328669,0.583117624333139,1.98318646917026,5.91490789466869,0.273194421889507,0,13506,13506,0
"ENSG00000085733","ENSG00000085733",0,0.419327831599091,0.0734155819687918,0.965502698516475,6.68329203669052,0.313621518561526,0,13507,13507,0
"ENSG00000171843","ENSG00000171843",0.0294117647058824,0.419312881234302,0.220203128313807,0.57891647494935,8.19534006241224,0.393175101679135,0.0115639735787981,13508,13508,0
"ENSG00000042286","ENSG00000042286",0.0294117647058824,0.419297930869513,0.26572121392677,0.529842865002406,9.83117676198674,0.479241594695665,0.0140953410204607,13509.5,13509,0.5
"ENSG00000230923","ENSG00000230923",0.764705882352941,0.419297930869513,0.124999193940683,3.16227766016838e-06,2.51675031091294,0.094406706693084,0.0721933639417701,13509.5,13510,-0.5
"ENSG00000219642","ENSG00000219642",0.382352941176471,0.419253079775147,0.347571526514425,0.278235846590318,3.7140875704899,0.157402370573602,0.0601832593369655,13511,13511,0
"ENSG00000142330","ENSG00000142330",0.0588235294117647,0.419163377586413,0.920017736268233,2.18838295177954,5.24651237613622,0.238028039913227,0.0140016494066604,13512,13512,0
"ENSG00000107201","ENSG00000107201",0.411764705882353,0.419028824303313,0.191439317164427,0.110629595141205,3.5044417436936,0.146372246911135,0.0602709251987027,13513.5,13513,0.5
"ENSG00000139645","ENSG00000139645",0.0588235294117647,0.419028824303313,0.999999208194914,2.36659354262641,6.06657235969508,0.281173964482875,0.0165396449695809,13513.5,13514,-0.5
"ENSG00000218305","ENSG00000218305",0.735294117647059,0.418954072479369,0.222108864933673,0.113206323562734,2.44453297867919,0.0906071266237619,0.0666228872233543,13515,13515,0
"ENSG00000225308","ENSG00000225308",0.5,0.418924171749791,0.175689194422156,0.0756130200725529,3.29855781441636,0.135540048461275,0.0677700242306376,13516.5,13516,0.5
"ENSG00000258405","ENSG00000258405",0.0882352941176471,0.418924171749791,0.736967774682269,0.962647478683745,8.19988709477316,0.393414335295204,0.034713029584871,13516.5,13517,-0.5
"ENSG00000278932","ENSG00000278932",0.764705882352941,0.418909221385002,0.374928674580333,0.105890848050958,3.64534353821891,0.153785531695419,0.117600700708262,13518,13518,0
"ENSG00000231851","ENSG00000231851",0.794117647058823,0.418864370290635,0.571428571428611,0.376606634042921,4.07456268347697,0.176368095454701,0.140057016978733,13519,13519,0
"ENSG00000116044","ENSG00000116044",0,0.418864370290635,0.261675092128393,1.10577684839387,6.83268324111444,0.321481457793618,0,13520,13520,0
"ENSG00000288012","ENSG00000288012",0.676470588235294,0.418789618466691,0.0909077726300131,3.16227766016838e-06,2.61224742781942,0.0994311091578705,0.0672622209009124,13521,13521,0
"ENSG00000107281","ENSG00000107281",0.0588235294117647,0.418774668101902,0.908078756521774,1.72364524492532,7.04582241234301,0.332695377249555,0.0195703163087973,13522,13522.5,-0.5
"ENSG00000263189","ENSG00000263189",0.676470588235294,0.418759717737113,0.181814890722828,0.0153466940107008,2.95171240359649,0.11729142490618,0.0793441992012394,13523,13522.5,0.5
"ENSG00000111247","ENSG00000111247",0,0.418714866642746,0.0837527177169908,0.969866001689349,6.49432712584362,0.303679482670043,0,13524,13524,0
"ENSG00000104774","ENSG00000104774",0.0588235294117647,0.418670015548379,0.725879050891466,1.08291476111963,6.75975353739784,0.317644397629083,0.0186849645664167,13525.5,13525,0.5
"ENSG00000239779","ENSG00000239779",0.294117647058824,0.418670015548379,0.285502044963302,0.185972923332385,5.07948987806995,0.229240463092654,0.0674236656154863,13525.5,13526.5,-1
"ENSG00000104327","ENSG00000104327",0.0294117647058824,0.418625164454013,0.613409338247916,0.968448422920594,9.29701357500001,0.451137596164248,0.0132687528283602,13527.5,13526.5,1
"ENSG00000226803","ENSG00000226803",0.558823529411765,0.418625164454013,0.800044206639248,0.789291175225483,5.22174710497676,0.236725061420415,0.132287534323173,13527.5,13528,-0.5
"ENSG00000188295","ENSG00000188295",0.117647058823529,0.418625164454013,0.536572606215321,0.575207999446051,9.03005889775704,0.437092274360037,0.0514226205129455,13529,13529,0
"ENSG00000273015","ENSG00000273015",0.0588235294117647,0.418595263724435,0.784628090978218,1.14938059712768,8.39429426934026,0.403642705728876,0.0237436885722868,13530,13530,0
"ENSG00000126970","ENSG00000126970",0.0588235294117647,0.418550412630068,0.811981750069263,1.22829533949414,8.17501680731636,0.392105831566026,0.0230650489156486,13531,13531,0
"ENSG00000198522","ENSG00000198522",0,0.41838595861739,0.206139932149156,1.05872360549365,6.65446805323809,0.312104998501081,0,13532,13532,0
"ENSG00000242670","ENSG00000242670",0.264705882352941,0.418371008252601,0.279679911931953,0.349823539199028,2.97198384595367,0.118357968988803,0.0313300506146832,13533,13533,0
"ENSG00000119917","ENSG00000119917",0.647058823529412,0.418326157158235,0.572802338907629,0.436188114928059,4.23597191480214,0.184860340728489,0.119615514589022,13534,13534.5,-0.5
"ENSG00000144554","ENSG00000144554",0,0.418236454969501,0.117708584747917,0.994486629924561,5.87647528205601,0.271172361749949,0,13535.5,13534.5,1
"ENSG00000186314","ENSG00000186314",0.0588235294117647,0.418236454969501,0.988394611349054,2.81370392612836,5.21020627972753,0.236117862452464,0.0138892860266155,13535.5,13536,-0.5
"ENSG00000173889","ENSG00000173889",0.0588235294117647,0.418176653510346,0.387109850353704,0.509704424851664,8.93452488321422,0.432065930595021,0.0254156429761777,13537.5,13537,0.5
"ENSG00000257167","ENSG00000257167",0.0294117647058824,0.418176653510346,0.577124628377724,0.940508864735526,8.78050020812635,0.42396220995697,0.0124694767634403,13537.5,13538,-0.5
"ENSG00000196277","ENSG00000196277",0.764705882352941,0.418161703145557,0.292283934183274,0.140250931468819,2.71819648656955,0.105005421023717,0.0802982631357836,13539,13539,0
"ENSG00000075407","ENSG00000075407",0.0294117647058824,0.418161703145557,0.50042632468338,0.835324903806799,8.59707069723216,0.414311408796618,0.0121856296704888,13540,13541,-1
"ENSG00000155961","ENSG00000155961",0.0294117647058824,0.418086951321612,0.620633681698705,1.06618384937358,8.11929591192517,0.389174180714013,0.0114462994327651,13541,13541,0
"ENSG00000213096","ENSG00000213096",0.0588235294117647,0.418072000956823,0.730271627525017,1.06588880306482,7.50500085051562,0.356854193256436,0.0209914231327315,13542,13541,1
"ENSG00000163840","ENSG00000163840",0.294117647058824,0.418057050592034,0.229420022090447,0.224730177663439,3.69291282881604,0.156288301084347,0.045967147377749,13543,13543,0
"ENSG00000269138","ENSG00000269138",0.5,0.418057050592034,0.356017561100959,0.298591823379336,2.99481302183197,0.119559083444063,0.0597795417220313,13544,13545.5,-1.5
"ENSG00000290835","ENSG00000290835",0.117647058823529,0.418012199497668,0.898560575572214,1.68330222048173,3.88973915187106,0.166643950497941,0.0196051706468165,13545,13545.5,-0.5
"ENSG00000065609","ENSG00000065609",0.794117647058823,0.417997249132879,0.285532264198905,0.000274020223219872,3.31484473238303,0.136396954234207,0.108315228362458,13546,13545.5,0.5
"ENSG00000241464","ENSG00000241464",0.411764705882353,0.417952398038512,0.377800327362047,0.417151522735047,2.61245899377117,0.0994422403053213,0.0409468048316029,13547,13545.5,1.5
"ENSG00000116809","ENSG00000116809",0.0588235294117647,0.417907546944145,0.850822952747328,1.45099558905794,6.96217741463131,0.328294551902321,0.0193114442295483,13548,13548,0
"ENSG00000179546","ENSG00000179546",0.0882352941176471,0.417862695849779,0.709445612728921,0.910972127500075,8.20255168459516,0.393554527712556,0.0347253995040491,13549,13549,0
"ENSG00000178028","ENSG00000178028",0,0.417758043296256,0.607652755861938,2.20295981633947,8.38063169611437,0.402923874953506,0,13550,13550.5,-0.5
"ENSG00000040531","ENSG00000040531",0.0294117647058824,0.417728142566679,0.539535671335746,0.949097128881838,7.69917563018377,0.367070336666497,0.010796186372544,13552,13550.5,1.5
"ENSG00000141741","ENSG00000141741",0.0588235294117647,0.417728142566679,0.838941214189237,1.32885783541973,8.05802062053391,0.385950295689314,0.0227029585699597,13552,13552.5,-0.5
"ENSG00000177082","ENSG00000177082",0.0294117647058824,0.417728142566679,0.811843703502804,1.964084809315,6.82688161000379,0.321176215807301,0.00944635928845003,13552,13552.5,-0.5
"ENSG00000159784","ENSG00000159784",0.0588235294117647,0.417698241837101,0.726929079475506,1.09347537772211,6.69262514486972,0.314112562618758,0.0184772095658093,13554,13554,0
"ENSG00000233750","ENSG00000233750",0.647058823529412,0.417668341107523,0.207993393549905,0.0740443081625008,2.94788561229827,0.117090085428572,0.0757641729243702,13555,13555,0
"ENSG00000269877","ENSG00000269877",0.764705882352941,0.417563688554001,0.74075009684809,0.504426491892891,7.60229136004971,0.361972951725156,0.276802845436884,13556,13556,0
"ENSG00000079432","ENSG00000079432",0.0588235294117647,0.417563688554001,0.626129646653679,0.901700731610456,6.64640876145345,0.311680973914591,0.0183341749361524,13557,13557,0
"ENSG00000214992","ENSG00000214992",0.794117647058823,0.417488936730056,0.142855471013159,3.16227766016838e-06,2.6044271648177,0.0990196606244073,0.0786332599076176,13558,13558.5,-0.5
"ENSG00000177685","ENSG00000177685",0.0294117647058824,0.417473986365267,0.727173227885702,1.24074529808458,8.96796258194528,0.433825192668719,0.0127595644902565,13559,13558.5,0.5
"ENSG00000141198","ENSG00000141198",0,0.417459036000478,0.591658672312441,2.06606593655112,6.99196437596734,0.329861737245747,0,13560,13560,0
"ENSG00000150756","ENSG00000150756",0.0882352941176471,0.41744408563569,0.733529780029389,0.955079989777675,8.55589703881092,0.412145133650756,0.0363657470868314,13561,13561,0
"ENSG00000105676","ENSG00000105676",0,0.417429135270901,0.088237563189207,0.980781603658871,5.48710469627768,0.250686355530349,0,13562,13562,0
"ENSG00000155307","ENSG00000155307",0.676470588235294,0.417399234541323,0.821118445426427,1.09891723456797,2.0482417645541,0.0697570044679986,0.047188561845999,13563,13563,0
"ENSG00000085978","ENSG00000085978",0.0294117647058824,0.417399234541323,0.541549582142259,0.867271743956959,9.03573529552487,0.437390927427896,0.0128644390419969,13564,13564,0
"ENSG00000159256","ENSG00000159256",0.0588235294117647,0.417339433082167,0.379455186434177,0.538915338937313,7.82345157464779,0.373608883398648,0.021976993141097,13565,13565,0
"ENSG00000080224","ENSG00000080224",0.617647058823529,0.417324482717378,0.616167625435722,0.747767111622526,1.89776762112054,0.0618400884223067,0.0381953487314247,13566,13566,0
"ENSG00000152620","ENSG00000152620",0.0588235294117647,0.417309532352589,0.999999932670334,2.4412865438839,6.21593598366577,0.289032452620928,0.0170019089777016,13567,13567,0
"ENSG00000172986","ENSG00000172986",0.294117647058824,0.4172945819878,0.109348045943834,0.171659560635749,3.1639900051855,0.128460014484516,0.0377823572013282,13568,13568.5,-0.5
"ENSG00000106049","ENSG00000106049",0,0.417279631623012,0.584313403143147,2.02909133700631,6.31410397247421,0.294197378022972,0,13569,13568.5,0.5
"ENSG00000125733","ENSG00000125733",0,0.417174979069489,0.146675668632103,1.02534153219685,4.58619161980827,0.203286496470686,0,13570,13570,0
"ENSG00000204381","ENSG00000204381",0.117647058823529,0.417100227245545,0.733059205224374,0.908394466277467,8.27032350041292,0.397120215237671,0.0467200253220789,13571,13571,0
"ENSG00000163964","ENSG00000163964",0.117647058823529,0.417055376151178,0.611825653196905,0.716183282636032,7.96688630319759,0.381155433776366,0.044841815738396,13572,13572,0
"ENSG00000101224","ENSG00000101224",0,0.4170254754216,0.628441199204889,2.44869907137237,6.34479465948623,0.295812111205129,0,13573.5,13573,0.5
"ENSG00000214925","ENSG00000214925",0.117647058823529,0.4170254754216,0.350983522896275,0.587168805878359,3.26664704808632,0.133861123084304,0.0157483674216828,13573.5,13574,-0.5
"ENSG00000128944","ENSG00000128944",0,0.416920822868078,0.11846571053468,1.00055477551993,5.79181623927977,0.266718184315378,0,13575,13575,0
"ENSG00000159167","ENSG00000159167",0.0294117647058824,0.416875971773711,0.785895407158102,1.50426113847361,8.53522688306574,0.411057612007822,0.0120899297649359,13576,13576,0
"ENSG00000058091","ENSG00000058091",0.0294117647058824,0.416861021408922,0.614038084727745,1.03281674756026,8.44903704150833,0.406522894454153,0.0119565557192398,13577,13578,-1
"ENSG00000143552","ENSG00000143552",0.588235294117647,0.416636765937089,0.785716108851536,0.760023957019992,5.20030078581776,0.235596703388951,0.138586296111148,13578,13578,0
"ENSG00000137965","ENSG00000137965",0.794117647058823,0.416591914842722,0.721717867542795,0.787278591151593,2.60574516134427,0.0990890045502889,0.0786883271428764,13579,13578,1
"ENSG00000181031","ENSG00000181031",0.617647058823529,0.416532113383567,0.194153886578387,0.0612507379778572,3.10788329672166,0.125508064798193,0.0775196870812368,13580,13580,0
"ENSG00000218561","ENSG00000218561",0.705882352941177,0.416502212653989,0.977938100637538,1.5331244682895,1.9884428811085,0.0666107978901624,0.047019386745997,13581,13581,0
"ENSG00000268858","ENSG00000268858",0.794117647058823,0.416472311924411,0.201982766982623,0.205106106274836,1.84977219821293,0.0593148988776672,0.0471030079322651,13582,13582,0
"ENSG00000290860","ENSG00000290860",0.0882352941176471,0.416427460830044,0.710089734806144,1.14817285088366,3.78254348587154,0.161004050719711,0.0142062397693863,13583,13583,0
"ENSG00000244509","ENSG00000244509",0.0588235294117647,0.416427460830044,0.775993288640092,1.15375439075298,8.10796021614402,0.388577774249946,0.0228575161323497,13584,13584.5,-0.5
"ENSG00000166173","ENSG00000166173",0.0294117647058824,0.4163527090061,0.689996061344813,1.23396121038772,8.05598786633665,0.385843346123402,0.0113483337095118,13585,13584.5,0.5
"ENSG00000100196","ENSG00000100196",0.176470588235294,0.416307857911733,0.330676423825624,0.227373181804477,8.63718365738954,0.416421877284185,0.0734862136383855,13586,13586,0
"ENSG00000157796","ENSG00000157796",0.0294117647058824,0.416292907546944,0.599795631111586,1.00666590762426,8.43203393433576,0.405628307723639,0.0119302443448129,13587,13587.5,-0.5
"ENSG00000188739","ENSG00000188739",0.176470588235294,0.416263006817366,0.571774078332932,0.638856800431372,6.31644948983757,0.294320783038782,0.0519389617127263,13588,13587.5,0.5
"ENSG00000119397","ENSG00000119397",0.0294117647058824,0.416248056452577,0.64913969795502,1.09068965534642,8.70197644548816,0.419830828829202,0.0123479655538001,13589,13589,0
"ENSG00000140937","ENSG00000140937",0.0588235294117647,0.416203205358211,0.378694002829714,0.517372702905759,8.60473240635855,0.41471451531403,0.0243949714890606,13590,13590,0
"ENSG00000198832","ENSG00000198832",0.0294117647058824,0.416203205358211,0.554940517049518,0.971684466209942,7.8477814047353,0.374888951972647,0.0110261456462543,13591,13591,0
"ENSG00000136717","ENSG00000136717",0.0294117647058824,0.416188254993422,0.749340271051017,1.43333120408739,7.9810117345202,0.381898616966106,0.011232312263709,13592,13592.5,-0.5
"ENSG00000056736","ENSG00000056736",0.0588235294117647,0.416143403899055,0.994189676768663,2.62633112522313,5.6325707141775,0.258339778403777,0.0151964575531634,13593.5,13592.5,1
"ENSG00000184402","ENSG00000184402",0.0588235294117647,0.416143403899055,0.799351335863309,1.25210593069208,7.49960873557803,0.356570497198791,0.0209747351293406,13593.5,13594,-0.5
"ENSG00000167114","ENSG00000167114",0.0294117647058824,0.4160836024399,0.790123942292405,1.76231787171827,7.24541999214753,0.34319683116169,0.0100940244459321,13595,13595,0
"ENSG00000132406","ENSG00000132406",0.0294117647058824,0.416068652075111,0.712270394673999,1.36184091480085,7.38580997928448,0.350583188156038,0.0103112702398835,13596,13596,0
"ENSG00000099812","ENSG00000099812",0.588235294117647,0.416068652075111,0.464055112132026,0.438237951518372,2.86724909788372,0.112847545811664,0.0663809093009788,13597,13597,0
"ENSG00000267321","ENSG00000267321",0.0588235294117647,0.416053701710322,0.903572351127143,1.77771687993494,6.73341591296888,0.316258692705372,0.0186034525120807,13598,13598.5,-0.5
"ENSG00000019505","ENSG00000019505",0.147058823529412,0.416023800980744,0.931239230734178,1.37187294722676,7.56976443810073,0.360261608470967,0.052979648304554,13599,13598.5,0.5
"ENSG00000172780","ENSG00000172780",0.558823529411765,0.415889247697644,0.678810659639491,0.852678678620266,2.0392761608558,0.0692852959727135,0.0387182536318105,13600,13600,0
"ENSG00000290425","ENSG00000290425",0.0588235294117647,0.415859346968066,0.573800879959036,0.843583636292397,6.26834355808371,0.291789779277573,0.0171641046633866,13601,13601,0
"ENSG00000221817","ENSG00000221817",0.676470588235294,0.415859346968066,0.727373900679897,0.91919919875553,1.94992679221357,0.0645843458019057,0.0436894103954068,13602,13602,0
"ENSG00000157259","ENSG00000157259",0,0.415769644779333,0.0588373579185265,0.978790248144257,5.95472974086814,0.275289573959834,0,13603,13603,0
"ENSG00000141503","ENSG00000141503",0.0588235294117647,0.415739744049755,0.877055941861763,1.60620395000218,6.93273828115676,0.326745666872257,0.0192203333454269,13604,13604,0
