Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR2977760	(1, 33.0003582769868)	(2, 33.08984762661816)	(3, 33.19967293407557)	(4, 36.5111864836593)	(5, 36.498744648806465)	(6, 36.56880665640928)	(7, 36.54701385722402)	(8, 36.53554606760934)	(9, 38.3924967468157)	(10, 38.383588914545896)	(11, 38.42517667980945)	(12, 38.39009877813567)	(13, 38.382698098807396)	(14, 39.94619342893347)	(15, 39.963006600652015)	(16, 39.96003244650026)	(17, 39.98396661716787)	(18, 39.99110444083025)	(19, 40.02607984992681)	(20, 40.009540506513275)	(21, 39.9825160342769)	(22, 39.91823262482596)	(23, 39.898751557505165)	(24, 39.8858232689849)	(25, 39.84861106708509)	(26, 39.80898472202241)	(27, 39.72133934471399)	(28, 39.70463411125281)	(29, 39.65520659853877)	(30, 39.5993680572658)	(31, 39.5275168592568)	(32, 39.447960999176644)	(33, 39.3983050930114)	(34, 39.27660974711724)	(35, 39.24424460694787)	(36, 39.20760062519659)	(37, 39.15530649019412)	(38, 39.073679158406705)	(39, 39.01582669082273)	(40, 38.93978069351956)	(41, 38.872878724702986)	(42, 38.80141969694384)	(43, 38.91565096603927)	(44, 38.89721327478008)	(45, 38.8191395337685)	(46, 38.72471842988849)	(47, 38.621763213699055)	(48, 38.483791136220844)	(49, 38.3391570412238)	(50, 38.05655428245849)
SRR2977761	(1, 32.616889351526645)	(2, 32.735287209481484)	(3, 32.832038958628296)	(4, 36.30717068300134)	(5, 36.25166507129434)	(6, 36.33475097026541)	(7, 36.31139205031428)	(8, 36.300342125472696)	(9, 38.088830088600794)	(10, 38.02752302370978)	(11, 38.088121088153116)	(12, 38.03360594182168)	(13, 38.04098311331754)	(14, 39.4784409997343)	(15, 39.4750831959372)	(16, 39.46514578548733)	(17, 39.485189849307076)	(18, 39.4806395805202)	(19, 39.5157153273425)	(20, 39.492365263830905)	(21, 39.4600718948777)	(22, 39.38883979428796)	(23, 39.360982652297395)	(24, 39.33596442380368)	(25, 39.29165298771381)	(26, 39.23223258708731)	(27, 39.13517341029943)	(28, 39.104352030126456)	(29, 39.03862936285803)	(30, 38.96871929818176)	(31, 38.89052433761718)	(32, 38.80047060450659)	(33, 38.7352263062945)	(34, 38.61934464773815)	(35, 38.5651461494506)	(36, 38.50823212121433)	(37, 38.445929859425256)	(38, 38.349457634068905)	(39, 38.28146808224114)	(40, 38.1855946977831)	(41, 38.10647272277282)	(42, 38.0167252040924)	(43, 38.17019371338378)	(44, 38.15028710635856)	(45, 38.06184573052887)	(46, 37.95306912026438)	(47, 37.82336061844639)	(48, 37.65137984541267)	(49, 37.45946528942966)	(50, 37.020102055300576)
SRR2977762	(1, 33.00669489687536)	(2, 33.093591289529904)	(3, 33.20157257362668)	(4, 36.51115198490226)	(5, 36.497621579720594)	(6, 36.56741502005686)	(7, 36.54451007351797)	(8, 36.53296736008661)	(9, 38.39145192206193)	(10, 38.384978444709134)	(11, 38.42630442521967)	(12, 38.38919063337891)	(13, 38.38243513043483)	(14, 39.94619492222823)	(15, 39.95873823784042)	(16, 39.957239274498534)	(17, 39.97869154842351)	(18, 39.98863950613948)	(19, 40.021150046310794)	(20, 40.005128236688506)	(21, 39.97459642445601)	(22, 39.90637860811808)	(23, 39.883778431169766)	(24, 39.86960115989045)	(25, 39.830154502662985)	(26, 39.78911228699074)	(27, 39.697935741245)	(28, 39.679327537537965)	(29, 39.623613970648734)	(30, 39.56424704853128)	(31, 39.48210321521215)	(32, 39.3905603572895)	(33, 39.328528641183844)	(34, 39.20182864430111)	(35, 39.16273224466282)	(36, 39.11643616515301)	(37, 39.06415921655753)	(38, 38.97453448050498)	(39, 38.902598555434956)	(40, 38.820841771468565)	(41, 38.748666365464764)	(42, 38.672832787856414)	(43, 38.78500405177658)	(44, 38.76130159359176)	(45, 38.67325301669048)	(46, 38.5642522662723)	(47, 38.44691824829999)	(48, 38.29599107578983)	(49, 38.14124879807998)	(50, 37.851590186847304)
SRR2977763	(1, 32.4146152297135)	(2, 32.54566738112277)	(3, 32.634944443888244)	(4, 36.19503967316073)	(5, 36.110810354928766)	(6, 36.20143011191062)	(7, 36.182157539155156)	(8, 36.17320425895762)	(9, 37.94446771330494)	(10, 37.84374194874545)	(11, 37.91949613546118)	(12, 37.856507618760006)	(13, 37.874491357142595)	(14, 39.24810986799776)	(15, 39.234427693540276)	(16, 39.221976184824676)	(17, 39.23694656000981)	(18, 39.23046690401327)	(19, 39.27303607684393)	(20, 39.2456985944862)	(21, 39.21221893557488)	(22, 39.1408019236455)	(23, 39.1072149252343)	(24, 39.08131328293995)	(25, 39.03356824251275)	(26, 38.9680086469761)	(27, 38.86139517778247)	(28, 38.82737514622948)	(29, 38.757015181252314)	(30, 38.68332895906918)	(31, 38.59698706768129)	(32, 38.49901677271564)	(33, 38.4232706966587)	(34, 38.309906498044384)	(35, 38.24674372890833)	(36, 38.18013063483267)	(37, 38.11237191020335)	(38, 38.00298472243362)	(39, 37.930764755284315)	(40, 37.82916734836331)	(41, 37.74514358463998)	(42, 37.65469592569927)	(43, 37.813135617438476)	(44, 37.78775787301015)	(45, 37.69487790353664)	(46, 37.579089124861184)	(47, 37.44090783110719)	(48, 37.26250463986711)	(49, 37.05728406226401)	(50, 36.559165671738064)
SRR2977764	(1, 32.611785798489976)	(2, 32.731961205713816)	(3, 32.832218860197884)	(4, 36.3102983268666)	(5, 36.256338181091955)	(6, 36.338573913811125)	(7, 36.31399254692704)	(8, 36.304951929817406)	(9, 38.09594538288505)	(10, 38.03128318159887)	(11, 38.0954278275316)	(12, 38.040011176752195)	(13, 38.04839827308144)	(14, 39.48802405681621)	(15, 39.4913671313827)	(16, 39.48435535490474)	(17, 39.49828501289553)	(18, 39.49546629195383)	(19, 39.53117780839299)	(20, 39.50897642763452)	(21, 39.47784527114708)	(22, 39.406272380722115)	(23, 39.38006110365107)	(24, 39.358727734060295)	(25, 39.31460695301577)	(26, 39.26089223468933)	(27, 39.16265721371962)	(28, 39.13495337124798)	(29, 39.07446067786253)	(30, 39.00872779810198)	(31, 38.93627625573678)	(32, 38.851112832683015)	(33, 38.79101355230467)	(34, 38.67864827507658)	(35, 38.630431387756744)	(36, 38.57965854746164)	(37, 38.518723276758905)	(38, 38.42403517997044)	(39, 38.35833363137349)	(40, 38.270683814468676)	(41, 38.20082901470683)	(42, 38.12154984034407)	(43, 38.272578266084146)	(44, 38.258520918822825)	(45, 38.18322444768725)	(46, 38.08828924851416)	(47, 37.9750980305802)	(48, 37.81807067226726)	(49, 37.64247191451834)	(50, 37.22927347465264)
SRR2977765	(1, 32.944519660646556)	(2, 33.033069750501305)	(3, 33.138802843866195)	(4, 36.47866780158043)	(5, 36.46178564805488)	(6, 36.533705337785825)	(7, 36.51252443155363)	(8, 36.50238598719486)	(9, 38.3424776163609)	(10, 38.32814621709495)	(11, 38.37046200151292)	(12, 38.332342907611704)	(13, 38.32644478035283)	(14, 39.86895094744398)	(15, 39.881800643858995)	(16, 39.88088408536935)	(17, 39.901448482608735)	(18, 39.90792309447223)	(19, 39.94205402491919)	(20, 39.92319093100729)	(21, 39.89199979187318)	(22, 39.825356650652466)	(23, 39.80181003624875)	(24, 39.78600800754593)	(25, 39.74819189826334)	(26, 39.703191411299954)	(27, 39.610719598475335)	(28, 39.59161755896593)	(29, 39.535527781594915)	(30, 39.47545984686669)	(31, 39.398933350054634)	(32, 39.314694820710756)	(33, 39.25375382066139)	(34, 39.131037045239566)	(35, 39.0941134798137)	(36, 39.0472250424592)	(37, 38.99229036893147)	(38, 38.90760783570789)	(39, 38.8409516198537)	(40, 38.762133459988284)	(41, 38.69058026023857)	(42, 38.616880685964645)	(43, 38.73521238941595)	(44, 38.713556260281266)	(45, 38.629641261408615)	(46, 38.52630216011623)	(47, 38.412939617873825)	(48, 38.259633136457815)	(49, 38.103959345894765)	(50, 37.792019403823396)
SRR2977766	(1, 32.98807984846089)	(2, 33.093377586023294)	(3, 33.190133500275905)	(4, 36.48318758127963)	(5, 36.44501108468571)	(6, 36.52134971780036)	(7, 36.518398964783934)	(8, 36.52762958755934)	(9, 38.36497239316267)	(10, 38.35300206204197)	(11, 38.39471484767028)	(12, 38.367679186284036)	(13, 38.37490359389068)	(14, 39.94548964622588)	(15, 39.94292145201315)	(16, 39.95310774572667)	(17, 39.95638942582296)	(18, 39.93743396786571)	(19, 39.97117965581002)	(20, 39.91656119811415)	(21, 39.90239361444656)	(22, 39.87782385192022)	(23, 39.83988776554034)	(24, 39.82895216643486)	(25, 39.78727471626754)	(26, 39.72252724380177)	(27, 39.65752112866948)	(28, 39.617217727752376)	(29, 39.539274638819954)	(30, 39.459135265435464)	(31, 39.376525475415235)	(32, 39.29324415028704)	(33, 39.217766153468844)	(34, 39.03810017845215)	(35, 39.009654002910736)	(36, 38.95249494170456)	(37, 38.90624759993159)	(38, 38.832001987821364)	(39, 38.74808656058499)	(40, 38.665722505300316)	(41, 38.57513545260046)	(42, 38.70267613678534)	(43, 38.67968420746917)	(44, 38.608453081284466)	(45, 38.48890514929636)	(46, 38.359432954593125)	(47, 38.21413950891777)	(48, 37.906540287266004)	(49, 37.77517772607435)	(50, 37.41014466563618)
SRR2977767	(1, 32.85685845429306)	(2, 32.9795762900675)	(3, 33.07419489321159)	(4, 36.42909657315996)	(5, 36.37369863614094)	(6, 36.455119023952975)	(7, 36.45004075037033)	(8, 36.45875629452343)	(9, 38.275033432522136)	(10, 38.23789815746757)	(11, 38.28960977737567)	(12, 38.257198492914604)	(13, 38.26989372032097)	(14, 39.80349216585871)	(15, 39.79797729980011)	(16, 39.804651412149035)	(17, 39.80205729366408)	(18, 39.777572243206144)	(19, 39.8145282896793)	(20, 39.75929288454705)	(21, 39.74406341195911)	(22, 39.72132160077473)	(23, 39.681484070048896)	(24, 39.67022423660886)	(25, 39.62635471501612)	(26, 39.560292807846615)	(27, 39.49819727875184)	(28, 39.45329973645311)	(29, 39.37629184152541)	(30, 39.299428999132296)	(31, 39.22487630097253)	(32, 39.1480762016272)	(33, 39.08150869767347)	(34, 38.90995224745336)	(35, 38.880859170163845)	(36, 38.82361220465765)	(37, 38.776258161161714)	(38, 38.701760770802906)	(39, 38.623955347820846)	(40, 38.53952603301667)	(41, 38.4468443768924)	(42, 38.59933372361857)	(43, 38.58983878297793)	(44, 38.528916848895435)	(45, 38.42073765996869)	(46, 38.30418703532968)	(47, 38.169733510318295)	(48, 37.8765396830863)	(49, 37.74303747833995)	(50, 37.331747147343634)
SRR2977768	(1, 33.01727280806584)	(2, 33.12707006882894)	(3, 33.22632375673965)	(4, 36.50643587756211)	(5, 36.465233284217554)	(6, 36.53941501888932)	(7, 36.53416869480619)	(8, 36.54519939472373)	(9, 38.39064906756703)	(10, 38.37652031816328)	(11, 38.42105267814694)	(12, 38.39237224883807)	(13, 38.402114396900316)	(14, 39.98875498383584)	(15, 39.990373071497864)	(16, 39.99828065282695)	(17, 40.000614340470264)	(18, 39.97845384394867)	(19, 40.01082582145058)	(20, 39.95943897905246)	(21, 39.94824272474991)	(22, 39.93172041678808)	(23, 39.89681852447393)	(24, 39.88826730623354)	(25, 39.848385313871056)	(26, 39.78479748687657)	(27, 39.73271657443203)	(28, 39.69279565122842)	(29, 39.61929530458664)	(30, 39.550301989287334)	(31, 39.483040408246886)	(32, 39.41642610159534)	(33, 39.358542724238696)	(34, 39.18182600194812)	(35, 39.16202976754355)	(36, 39.118748011676104)	(37, 39.075122170091596)	(38, 39.01001712170528)	(39, 38.94048211717711)	(40, 38.85968322092545)	(41, 38.77344472272787)	(42, 38.90094588180518)	(43, 38.885588549771114)	(44, 38.82302717962572)	(45, 38.71687604774101)	(46, 38.60310272905196)	(47, 38.47428391829872)	(48, 38.179006366962106)	(49, 38.05930897363753)	(50, 37.71025406896107)
SRR2977769	(1, 33.0040047524029)	(2, 33.11241608912703)	(3, 33.210711980608906)	(4, 36.497082403415604)	(5, 36.458498211132685)	(6, 36.53369283062815)	(7, 36.52973321127708)	(8, 36.53845530786853)	(9, 38.3819004372936)	(10, 38.365410888751725)	(11, 38.411257069669446)	(12, 38.383822890382426)	(13, 38.39275533923332)	(14, 39.97269651850892)	(15, 39.971273349806005)	(16, 39.980068384633)	(17, 39.98319465441985)	(18, 39.963050671925025)	(19, 39.9989616711587)	(20, 39.946964365709356)	(21, 39.93496676474598)	(22, 39.91346489528393)	(23, 39.87765020675908)	(24, 39.87095882885104)	(25, 39.82863638409033)	(26, 39.76696193443484)	(27, 39.70879913172605)	(28, 39.67075774498617)	(29, 39.5948251463634)	(30, 39.52112878299935)	(31, 39.44698135776608)	(32, 39.3718497364888)	(33, 39.306115192712085)	(34, 39.131757751030776)	(35, 39.11014707867591)	(36, 39.06008189768364)	(37, 39.01437944404408)	(38, 38.94407396984817)	(39, 38.868620641252015)	(40, 38.78770366121734)	(41, 38.70031116284099)	(42, 38.8296088938977)	(43, 38.81408634785628)	(44, 38.74966388637217)	(45, 38.639768531919884)	(46, 38.52189456731037)	(47, 38.38871082676094)	(48, 38.092390312244156)	(49, 37.975873562979075)	(50, 37.629690563229595)
SRR2977770	(1, 32.968056587612466)	(2, 33.0842620215377)	(3, 33.18428648265728)	(4, 36.48369396516349)	(5, 36.43866211991568)	(6, 36.513996588603)	(7, 36.509704911403354)	(8, 36.51975264304131)	(9, 38.35551191894949)	(10, 38.33262410016913)	(11, 38.38121885730916)	(12, 38.352078915075104)	(13, 38.36513720500721)	(14, 39.9379831037773)	(15, 39.94311647111849)	(16, 39.94986421900162)	(17, 39.94717980896853)	(18, 39.922419571954414)	(19, 39.95653443109313)	(20, 39.903803157253876)	(21, 39.89238681219329)	(22, 39.877633493825904)	(23, 39.843302299158516)	(24, 39.83550541732439)	(25, 39.796184456581244)	(26, 39.73518993023468)	(27, 39.68347755850107)	(28, 39.644105470372395)	(29, 39.57493598629039)	(30, 39.51231009621818)	(31, 39.452987124168146)	(32, 39.39462045652043)	(33, 39.34161949683717)	(34, 39.174523730620386)	(35, 39.16226027146952)	(36, 39.12104982039172)	(37, 39.0815479131624)	(38, 39.02222974264075)	(39, 38.958659640904365)	(40, 38.88425720222588)	(41, 38.80550875794331)	(42, 38.949280210883124)	(43, 38.94586543503314)	(44, 38.900976835382004)	(45, 38.81228593741706)	(46, 38.72086821591833)	(47, 38.61302304315711)	(48, 38.33797967157368)	(49, 38.23096356271272)	(50, 37.87865764204588)
SRR2977771	(1, 33.02298521224108)	(2, 33.1312800506913)	(3, 33.22989223501573)	(4, 36.51451311975268)	(5, 36.47898266158512)	(6, 36.55136729388299)	(7, 36.54764256841584)	(8, 36.558195861459566)	(9, 38.402806526102445)	(10, 38.39040920259015)	(11, 38.43079386063364)	(12, 38.40509535823602)	(13, 38.41403437753685)	(14, 40.003796675297195)	(15, 40.00384368405197)	(16, 40.01361104588503)	(17, 40.01685648893795)	(18, 39.99572749036349)	(19, 40.032038018014354)	(20, 39.97834677910149)	(21, 39.96753097262033)	(22, 39.94915457225654)	(23, 39.91420741343004)	(24, 39.90775457108419)	(25, 39.868496628989554)	(26, 39.80882217553529)	(27, 39.7541575450718)	(28, 39.7144183666538)	(29, 39.64135124539294)	(30, 39.568056206379694)	(31, 39.498470721303946)	(32, 39.43019251636715)	(33, 39.36922779327688)	(34, 39.195190579123725)	(35, 39.174876130781804)	(36, 39.128534003823)	(37, 39.086618630385566)	(38, 39.02169023023601)	(39, 38.95250322768547)	(40, 38.87316095487309)	(41, 38.78883380014521)	(42, 38.91418683991634)	(43, 38.89966596199509)	(44, 38.8399674869522)	(45, 38.73421100632412)	(46, 38.62263750836589)	(47, 38.49844635490782)	(48, 38.20646325553212)	(49, 38.098939751442074)	(50, 37.767905134723755)
SRR2977772	(1, 32.99703157698885)	(2, 33.08551635275737)	(3, 33.19502222709105)	(4, 36.509086372224004)	(5, 36.495578056518454)	(6, 36.567396556865795)	(7, 36.54567130336045)	(8, 36.53561238178952)	(9, 38.39280560402653)	(10, 38.385082852753456)	(11, 38.42728980770719)	(12, 38.39059750141935)	(13, 38.38262478774932)	(14, 39.94251316975794)	(15, 39.958633614247596)	(16, 39.957411971938136)	(17, 39.98048963069034)	(18, 39.9904850835483)	(19, 40.02633334289711)	(20, 40.01208896400802)	(21, 39.983715754064825)	(22, 39.91762308800502)	(23, 39.89719137903602)	(24, 39.884878014003114)	(25, 39.847376003436004)	(26, 39.80777048322296)	(27, 39.72303105706707)	(28, 39.70615785625293)	(29, 39.65453544814563)	(30, 39.59846805654454)	(31, 39.52418549209554)	(32, 39.442983707668326)	(33, 39.390604196064416)	(34, 39.26720102106379)	(35, 39.23508559147189)	(36, 39.19721233240565)	(37, 39.146981975754954)	(38, 39.06427859113368)	(39, 39.00478710593971)	(40, 38.92820549604277)	(41, 38.85952730589224)	(42, 38.78822785789616)	(43, 38.89773086309625)	(44, 38.87742122272041)	(45, 38.793424641336564)	(46, 38.69461524483708)	(47, 38.586970047114654)	(48, 38.44558714210819)	(49, 38.30104897263281)	(50, 38.01792573812809)
SRR2977773	(1, 32.97166765152551)	(2, 33.0616411352675)	(3, 33.167975917953385)	(4, 36.49055861208912)	(5, 36.47302908534473)	(6, 36.54610176884952)	(7, 36.524450360001836)	(8, 36.513384819586385)	(9, 38.36355239929367)	(10, 38.351772019664594)	(11, 38.39587993928996)	(12, 38.35652908384611)	(13, 38.34975834261514)	(14, 39.89972169572173)	(15, 39.91386573657258)	(16, 39.91061570239264)	(17, 39.93311359799176)	(18, 39.940049532674294)	(19, 39.97309364105504)	(20, 39.956817186758975)	(21, 39.92761206813671)	(22, 39.8617269713066)	(23, 39.84153878679992)	(24, 39.82655748144196)	(25, 39.78813622822657)	(26, 39.745418677211994)	(27, 39.65395291905936)	(28, 39.636217620988354)	(29, 39.58172660702795)	(30, 39.52418498992124)	(31, 39.448792220299126)	(32, 39.36471866736725)	(33, 39.30726212546448)	(34, 39.1849681336875)	(35, 39.14764697894262)	(36, 39.1046305119337)	(37, 39.052132655529114)	(38, 38.964333085331816)	(39, 38.902222307271806)	(40, 38.81863753328942)	(41, 38.74698011845512)	(42, 38.67228120744078)	(43, 38.792540887396626)	(44, 38.77051286514612)	(45, 38.68617751575332)	(46, 38.58096335103159)	(47, 38.47042126520431)	(48, 38.32054722953405)	(49, 38.16571220280453)	(50, 37.85900283560957)
SRR2977774	(1, 33.010651895521164)	(2, 33.096774115365726)	(3, 33.20678122578546)	(4, 36.514574643703945)	(5, 36.49715416583648)	(6, 36.5658745902117)	(7, 36.543661723775394)	(8, 36.532055107217275)	(9, 38.390482014960256)	(10, 38.37984415648417)	(11, 38.42366225698113)	(12, 38.38374382938063)	(13, 38.37802479386498)	(14, 39.9446237561941)	(15, 39.96185710712255)	(16, 39.95716873406757)	(17, 39.97648077949832)	(18, 39.980113041636805)	(19, 40.00864803159729)	(20, 39.994897180664545)	(21, 39.963318878543106)	(22, 39.89904052252547)	(23, 39.879383509138066)	(24, 39.86329968111671)	(25, 39.82560900325973)	(26, 39.78471091109612)	(27, 39.699485850305116)	(28, 39.68002586047844)	(29, 39.628094751872)	(30, 39.57449384081728)	(31, 39.50942971323327)	(32, 39.430962833237174)	(33, 39.382871815825084)	(34, 39.26014189129894)	(35, 39.229282911998126)	(36, 39.190049169042275)	(37, 39.14006335251696)	(38, 39.05639589879957)	(39, 38.99949991764597)	(40, 38.920177080858124)	(41, 38.85364451678179)	(42, 38.77783245605168)	(43, 38.904296941469255)	(44, 38.8878005859002)	(45, 38.81121729557846)	(46, 38.71908257508885)	(47, 38.615304681132365)	(48, 38.47372118732396)	(49, 38.31775487259665)	(50, 38.01775181272279)
SRR2977775	(1, 32.812244357526595)	(2, 32.91190649398085)	(3, 33.01378894181746)	(4, 36.40378254980443)	(5, 36.37363005463649)	(6, 36.455860562801526)	(7, 36.433723195397754)	(8, 36.424195443407854)	(9, 38.24207329508272)	(10, 38.21235286955728)	(11, 38.2638957797495)	(12, 38.21761440942365)	(13, 38.2154656277109)	(14, 39.70825056691068)	(15, 39.71737212169175)	(16, 39.71173040924103)	(17, 39.732949761821416)	(18, 39.735471715342356)	(19, 39.77029038002039)	(20, 39.747957295265344)	(21, 39.71745065213752)	(22, 39.64833716346812)	(23, 39.62265162007092)	(24, 39.60364862191243)	(25, 39.561319950690184)	(26, 39.50990533733088)	(27, 39.41300713774788)	(28, 39.39312280274552)	(29, 39.33024411402134)	(30, 39.26512045900741)	(31, 39.18417702832271)	(32, 39.09252530171823)	(33, 39.02965376596101)	(34, 38.910995479933646)	(35, 38.86374663277885)	(36, 38.81067237889418)	(37, 38.75213828054849)	(38, 38.65718781864946)	(39, 38.58791513841752)	(40, 38.501035810492034)	(41, 38.423745263061775)	(42, 38.343772048640176)	(43, 38.47872220615764)	(44, 38.45611289512533)	(45, 38.36899462766524)	(46, 38.25680734168353)	(47, 38.13170423242577)	(48, 37.96590074116913)	(49, 37.79050512121996)	(50, 37.42769385301414)
SRR2977776	(1, 32.98009112592828)	(2, 33.069319748360186)	(3, 33.17763395766511)	(4, 36.49549840015707)	(5, 36.480354101620044)	(6, 36.55518706100282)	(7, 36.53336715397597)	(8, 36.52290905091407)	(9, 38.376659824864205)	(10, 38.36490468010302)	(11, 38.4097495981645)	(12, 38.36972111357982)	(13, 38.36395479851622)	(14, 39.918706490063826)	(15, 39.937966885653495)	(16, 39.93509300662604)	(17, 39.95376423837334)	(18, 39.96257508915626)	(19, 39.993780690559674)	(20, 39.97680094286551)	(21, 39.949358346938276)	(22, 39.88406767258082)	(23, 39.865633868862616)	(24, 39.85258159766693)	(25, 39.81500272296564)	(26, 39.774697662689675)	(27, 39.68669219286308)	(28, 39.671673895567764)	(29, 39.621637336565925)	(30, 39.56850607860664)	(31, 39.500341694692125)	(32, 39.42301616467981)	(33, 39.37378730159995)	(34, 39.25513217801408)	(35, 39.2220938389799)	(36, 39.186202465777356)	(37, 39.137000887431746)	(38, 39.052922385692426)	(39, 38.997697829363815)	(40, 38.921566472518556)	(41, 38.85714552024913)	(42, 38.787041378146846)	(43, 38.90967481935091)	(44, 38.89844799855882)	(45, 38.8257219799125)	(46, 38.7411848912733)	(47, 38.64419325353594)	(48, 38.50718541781783)	(49, 38.36325530944405)	(50, 38.07366547780357)
SRR2977777	(1, 32.93854497227973)	(2, 33.0306559035934)	(3, 33.13923521783456)	(4, 36.477194904136006)	(5, 36.459223178707916)	(6, 36.53272877351268)	(7, 36.51054171941024)	(8, 36.50054647450399)	(9, 38.34379826704015)	(10, 38.33069999659367)	(11, 38.37506799749652)	(12, 38.333809903600965)	(13, 38.32881447461547)	(14, 39.87243592235916)	(15, 39.892262891310324)	(16, 39.889024214850416)	(17, 39.90668463991175)	(18, 39.912419740589336)	(19, 39.94632404071489)	(20, 39.92988000097717)	(21, 39.90051377033173)	(22, 39.83457142395101)	(23, 39.815762740090086)	(24, 39.80288803130517)	(25, 39.76506637002956)	(26, 39.72302112231911)	(27, 39.63476733931861)	(28, 39.61772125723027)	(29, 39.56699108196275)	(30, 39.512135209129504)	(31, 39.446167057247266)	(32, 39.36803393389044)	(33, 39.31823800379651)	(34, 39.199400916680226)	(35, 39.16662242456794)	(36, 39.126850039413604)	(37, 39.07910211993915)	(38, 38.99508990120622)	(39, 38.939099274452516)	(40, 38.864421077658385)	(41, 38.80057792280852)	(42, 38.731537023841184)	(43, 38.85811085837012)	(44, 38.845211720377094)	(45, 38.77470756345487)	(46, 38.68921522717271)	(47, 38.593166118271085)	(48, 38.455068923053844)	(49, 38.31092644503067)	(50, 38.014144511496696)
SRR2977778	(1, 32.826690889798456)	(2, 32.93944894386013)	(3, 33.03511645026133)	(4, 36.39187323876808)	(5, 36.37855363836721)	(6, 36.45106539499458)	(7, 36.442430506795056)	(8, 36.44825298017387)	(9, 38.286166541756884)	(10, 38.20776214425516)	(11, 38.07156179668794)	(12, 38.15924687734801)	(13, 38.19495006757193)	(14, 39.72794379234358)	(15, 39.75110478086707)	(16, 39.771062353344774)	(17, 39.77691181422187)	(18, 39.746588184905)	(19, 39.78657587860579)	(20, 39.77124650333304)	(21, 39.751819632071495)	(22, 39.6851717825703)	(23, 39.65775264306827)	(24, 39.6514023259731)	(25, 39.59777451564187)	(26, 39.556161698294694)	(27, 39.499948168128306)	(28, 39.44442647041781)	(29, 39.38472139297401)	(30, 39.30892938530575)	(31, 39.232655253918225)	(32, 39.15973550981686)	(33, 39.09077149796332)	(34, 38.96441666601844)	(35, 38.897605462777655)	(36, 38.8522713869177)	(37, 38.79731229917134)	(38, 38.71003901598501)	(39, 38.63354485711152)	(40, 38.537526830732666)	(41, 38.450930933753156)	(42, 38.605191791419024)	(43, 38.60038817547525)	(44, 38.544677406526816)	(45, 38.4578902158095)	(46, 38.329931850216845)	(47, 38.207623238014015)	(48, 38.00547941465069)	(49, 37.876195169142555)	(50, 37.5767436344826)
SRR2977779	(1, 32.8555817577784)	(2, 32.9709417150297)	(3, 33.06721875801464)	(4, 36.41084617311676)	(5, 36.396907145947175)	(6, 36.46857821899068)	(7, 36.45975106499837)	(8, 36.463561792517666)	(9, 38.30973252905799)	(10, 38.231030056786025)	(11, 38.09771600321091)	(12, 38.18457250408951)	(13, 38.22243735417452)	(14, 39.76805748700253)	(15, 39.796732438014686)	(16, 39.81298563122464)	(17, 39.81555983597924)	(18, 39.78403243283771)	(19, 39.82211007432823)	(20, 39.80981637220406)	(21, 39.79030644699643)	(22, 39.724209009240596)	(23, 39.69892217820804)	(24, 39.694337404099564)	(25, 39.64147325915387)	(26, 39.60126758459738)	(27, 39.54975897326957)	(28, 39.498541462488674)	(29, 39.442543642767504)	(30, 39.37071011990938)	(31, 39.30257545436856)	(32, 39.23468154778375)	(33, 39.17474220761562)	(34, 39.052588039766285)	(35, 38.98926843433487)	(36, 38.94591218546175)	(37, 38.897837513292025)	(38, 38.81245400974342)	(39, 38.74285479664318)	(40, 38.649642045106305)	(41, 38.570849838651036)	(42, 38.73119161401924)	(43, 38.73394528714046)	(44, 38.68511620517233)	(45, 38.60843441817676)	(46, 38.495333881973366)	(47, 38.385613254000695)	(48, 38.1976719096898)	(49, 38.07808540099814)	(50, 37.797547543348216)
SRR2977780	(1, 32.83977678437908)	(2, 32.95270219670639)	(3, 33.049282900458344)	(4, 36.39854848174381)	(5, 36.38540422648099)	(6, 36.459092090470534)	(7, 36.44785433532284)	(8, 36.450698203790786)	(9, 38.294611882436435)	(10, 38.20990953456404)	(11, 38.095498893033586)	(12, 38.17046888588566)	(13, 38.20514571869815)	(14, 39.746387491801215)	(15, 39.77409840026023)	(16, 39.79168698249697)	(17, 39.788845664375756)	(18, 39.75814574953416)	(19, 39.791376303893756)	(20, 39.77497942913502)	(21, 39.75486924951874)	(22, 39.687756411281896)	(23, 39.65949810567199)	(24, 39.653229121528426)	(25, 39.598797998395135)	(26, 39.56309244844648)	(27, 39.50262395902381)	(28, 39.44982644890415)	(29, 39.39173882409076)	(30, 39.322385390315496)	(31, 39.250936730766156)	(32, 39.1797734782023)	(33, 39.11203719611169)	(34, 38.989199049694435)	(35, 38.92381581024864)	(36, 38.87589062165629)	(37, 38.82812564120934)	(38, 38.74346664923157)	(39, 38.66779322437788)	(40, 38.57413544984291)	(41, 38.49544658774039)	(42, 38.65277284131117)	(43, 38.65213618202427)	(44, 38.60098619590048)	(45, 38.5191196017564)	(46, 38.397957033149176)	(47, 38.28277085435921)	(48, 38.084006566911015)	(49, 37.948648536483525)	(50, 37.64686438345715)
