"","segIdx","rho","sigma","mu","mu.scaled","zero","f_stats"
"ENSMUSG00000026126",0.34847585114806,0.868363950946997,1.18365633502802,3.5512820194732,0.233058603597913,0.159047397519102,5.801650700079
"ENSMUSG00000026124",0.389326009501188,0.836718152669484,1.32178201162896,5.31140427597587,0.378905109039084,0.290374421283346,2.53029555294701
"ENSMUSG00000037503",0.532660332541568,0.814630404104632,1.04865938988603,5.3226261714746,0.379834972994199,0.0693733969598619,3.98580244769769
"ENSMUSG00000026123",0.256433095803642,0.80017682968395,1.14703182181113,5.2548996860983,0.37422304962839,0.245223084351306,5.42663706406027
"ENSMUSG00000045216",0.315939231987332,0.73811738829284,1.16540539248337,4.07457915264571,0.276419829159734,0.168057798230394,4.2630238687156
"ENSMUSG00000037470",0.594393309580364,0.797559497527923,0.986303229879356,5.76917553487263,0.416836757340696,0.0655004694792867,3.49439490925826
"ENSMUSG00000010453",0.425673000791766,0.757119363182546,1.03572667946112,5.29805545863068,0.377799004986155,0.109097038873007,4.61591319179901
"ENSMUSG00000001143",0.480379057798892,0.774531812051932,0.987122392620502,5.48027152086872,0.392897715211816,0.119598646341729,4.4232977108999
"ENSMUSG00000037408",0.397565320665083,0.795677961993635,1.02760527451854,5.11195870485789,0.362378734541057,0.136544187922504,5.49018832893515
"ENSMUSG00000001138",0.315592834520982,0.68794735618273,1.1304736612968,4.69189573352239,0.327571654403198,0.0467574512866762,5.88123537641539
"ENSMUSG00000079610",0.540973871733967,0.895515963624349,1.12659678221256,4.1212134988127,0.280284024613693,0.127747716689416,3.21671238190753
"ENSMUSG00000026121",0.335807600950119,0.398167941410641,1.08595311373707,3.6570869700727,0.241825768632218,0.146726864966072,3.43070317843098
"ENSMUSG00000046337",0.318141330166271,0.81292111698227,1.11908492798916,4.17214745778879,0.284504492764415,0.205039848343585,5.11471132336919
"ENSMUSG00000061518",0.728238816310372,1,0.684785108624396,7.18481380588863,0.534138776580376,0.000219719776462516,7.73198851680861
"ENSMUSG00000037351",0.781769596199525,0.883434157796458,0.817490507605354,6.61886541209388,0.487243400313152,0.0124266107854444,3.7800025066577
"ENSMUSG00000026116",0.499480403800475,0.803037208953505,1.0406470326691,5.13111472132319,0.363966032269562,0.0769553848566659,4.38355351534773
"ENSMUSG00000026113",0.395833333333333,0.90822028508054,1.28650212786752,4.3969704949315,0.303133684111093,0.159360283132035,5.01724603157681
"ENSMUSG00000026112",0.710065320665083,0.838924535628968,0.972843726601631,6.34414807033641,0.464479888215404,0.0405058561504178,2.13544649703429
"ENSMUSG00000026111",0.750618566904196,0.898311874135401,0.961810651027923,5.62570244976687,0.404948351288086,0.0591347859758415,1.82687968975695
"ENSMUSG00000026110",0.398332343626287,0.762883180015614,1.04858351569855,5.11091412268823,0.362292178815437,0.253947294406214,2.94219758608985
"ENSMUSG00000060771",0.360080166270784,0.351731721916257,0.963723241126413,4.74024404768497,0.331577871947765,0.26147049795305,3.10915701549056
"ENSMUSG00000037216",0.448832145684877,0.674738071830205,0.873140964892004,4.42341740201585,0.305325116532181,0.231976754518692,3.28956825876915
"ENSMUSG00000026088",0.485822446555819,0.495962600976468,1.03946055530757,4.55148228284776,0.315936774483821,0.0678399820158596,1.7922293365225
"ENSMUSG00000026087",0.688935075217736,0.942130032297296,0.90671741989114,6.13996527212552,0.44756097961105,0.00349800847906621,6.08618611926762
"ENSMUSG00000058407",0.740944180522565,0.92476595468018,0.89094757480015,6.79588552949769,0.501911566357158,0.00763913120329694,4.76137074340248
"ENSMUSG00000026083",0.700984758511481,0.999690703928096,0.847781932062183,7.37470142546917,0.549873164143541,0.000226192169536627,7.43992809177239
"ENSMUSG00000026082",0.415404790182106,0.763002776771032,1.08450233813254,4.62028528922646,0.32163790007729,0.130851453383973,3.98413812592362
"ENSMUSG00000037138",0.268754948535234,0.482990239047027,1.06920813837893,4.78735921033289,0.33548190861346,0.193754257381035,4.23452906538873
"ENSMUSG00000026078",0.843972684085511,0.893969587501434,0.858970366235988,5.81709112800709,0.420807118938581,0.0216375523929752,0.912950198252706
"ENSMUSG00000073702",0.761158946951702,1,0.560533799638391,9.37907979190178,0.715959115983578,0,6.82315327845587
"ENSMUSG00000003135",0.463108669833729,0.734540581819376,1.05616050019305,5.11780865169192,0.362863470359611,0.0685126832147517,3.96832665451304
"ENSMUSG00000048234",0.547728622327791,0.720567265298186,0.984307350732191,5.39797318553005,0.386078345382006,0.0447857233227995,3.61159537674651
"ENSMUSG00000026074",0.42562351543943,0.792413124780457,1.0727059159845,5.40535718468844,0.386690195194968,0.0354717867250012,6.01831556007849
"ENSMUSG00000060679",0.721001583531275,0.817338264122838,0.871368601525536,5.95647934009401,0.432357045972039,0.0222314400438111,3.3834415625288
"ENSMUSG00000070939",0.19568982581156,0.672963804421668,1.21536562312346,4.41252992114323,0.304422962700275,0.195977760849827,5.16755445264999
"ENSMUSG00000010290",0.479785233570863,0.747381570073265,1.00055339208355,5.45265013729987,0.390608963817369,0.171122396736116,2.86601869037188
"ENSMUSG00000008136",0.440988717339667,0.719113675454335,0.987308000151223,4.97751252343471,0.351238311960729,0.267293655749629,1.80273949758599
"ENSMUSG00000066877",0.384748614410135,0.548271283966239,1.11782847073821,3.93949860359381,0.265226841877453,0.106810809624857,2.75520222270436
"ENSMUSG00000057363",0.54958432304038,0.519162754023288,0.817129695501697,5.17992566441935,0.368010583977014,0.0672137800435188,3.55400903935626
"ENSMUSG00000041763",0.71978919239905,0.858062396548686,0.957329332235056,6.94744851861453,0.514470314611857,0.0101581962572477,3.63155563576984
"ENSMUSG00000026049",0.622872129849565,0.910229945725596,0.965485062892204,6.86360317512539,0.50752275724746,0.0173280085773505,5.88223203153195
"ENSMUSG00000026047",0.533155186064925,0.811645268025876,0.959591302410609,5.93122134712627,0.43026412884927,0.0739820674039468,5.10169727534534
"ENSMUSG00000041684",0.384699129057799,0.646939252968147,1.00814623386187,5.19193055924772,0.369005328491175,0.152550536871094,3.9910232771659
"ENSMUSG00000026048",0.39194873317498,0.739394896885433,1.11023449599542,4.92625405028167,0.346990954053628,0.132887115682405,3.78809974904648
"ENSMUSG00000056870",0.288846001583531,0.804446956896692,1.11228490814975,4.2826124805018,0.2936577987218,0.18276604256112,6.07775211727006
"ENSMUSG00000025995",0.681561757719715,0.882166873019544,0.826769275098204,7.06392292106217,0.524121567249324,0.0084083673890266,5.77890668738356
"ENSMUSG00000025993",0.159169635787807,0.817327142900885,1.50657753607045,6.21375234845793,0.453675093099499,0.338530077697446,7.74852595707564
"ENSMUSG00000025986",0.606492478226445,0.844950103656319,0.914758306199574,6.82921337562873,0.504673164237155,0.0226282907864459,5.75176016740646
"ENSMUSG00000026107",0.231838875692795,0.801540182765618,1.26452766732418,5.30508965146135,0.378381869295247,0.20639011052468,6.06979145161474
"ENSMUSG00000018417",0.534219121140143,0.786569198038521,1.03927489665574,5.47508003370865,0.392467540400071,0.0741022628727407,3.53739706311379
"ENSMUSG00000026103",0.402117973079968,0.693793454069163,1.04645444068642,5.12113765424274,0.363139316759966,0.113975853018451,4.06736042349304
"ENSMUSG00000002881",0.211228226444972,0.441364099886265,1.20691997017882,4.61998650242377,0.321613142131707,0.223184438821962,3.89580800298236
"ENSMUSG00000043015",0.421367775138559,0.61471926602911,0.973266638495633,4.994666653659,0.352659730238836,0.222969150710445,2.13368347293843
"ENSMUSG00000026102",0.256086698337292,0.738237215164379,1.28181538436907,4.59445055558364,0.319497193312808,0.238012923525091,4.08771607810219
"ENSMUSG00000041426",0.428468923198733,0.787879114141523,1.14268278245522,4.68382310632147,0.32690274378484,0.211256359722741,1.5656653913425
"ENSMUSG00000043629",0.320442399049881,0.830001456040709,1.0760311302142,5.83026342729773,0.421898596427187,0.169904864624523,6.76813113246805
"ENSMUSG00000026098",0.452197149643705,0.715348612342237,1.05537988761982,5.54755574796139,0.398472992358912,0.1147392409096,3.14857731467007
"ENSMUSG00000026097",0.421021377672209,0.718471074777572,1.09666932077127,5.54978750616981,0.39865791936298,0.105609090937787,3.47949125431699
"ENSMUSG00000026096",0.519101346001584,0.769451628076173,1.00318146535351,5.11555428855469,0.3626766702755,0.0966739952030127,3.72161793611683
"ENSMUSG00000026095",0.633585708630245,0.699631242936433,0.905774278058392,3.90273188383276,0.26218029350624,0.0532772788943162,2.00447986856132
"ENSMUSG00000026094",0.271575613618369,0.824418881799824,1.11906681381435,5.34102336380187,0.381359393358152,0.198601806660395,6.69553228333698
"ENSMUSG00000041303",0.698263064133017,0.835618979773605,0.966846374159516,6.24929388044044,0.456620120479571,0.0236668593913722,3.08995242710863
"ENSMUSG00000073678",0.326974465558195,0.771764658948477,1.1459504992592,5.78679923187354,0.418297084662301,0.164152784355342,4.71801218445922
"ENSMUSG00000025982",0.762235253365004,0.999999999996397,0.713887617443304,8.70393819805118,0.660015818989684,0,6.18423211170475
"ENSMUSG00000025981",0.342389152810768,0.803989114203376,1.17112209581544,5.14429712766648,0.365058347244486,0.186508624959955,4.46310359040058
"ENSMUSG00000025980",0.748008214568488,0.972569468754487,0.460755340600266,10.258959302893,0.788867319611625,0,7.08608376862797
"ENSMUSG00000073676",0.741006037212985,0.962436190585274,0.572928198687447,9.61493878954139,0.735502764417946,0,7.18662312457639
"ENSMUSG00000025979",0.723352137767221,0.889792979910544,0.872758692581943,7.09251515666079,0.526490764973746,0.00563091727244648,4.89617493379304
"ENSMUSG00000046994",0.378365003958828,0.694413939196769,1.08305924382525,5.05457565030706,0.357623884162421,0.151964406556882,3.48059437573127
"ENSMUSG00000048495",0.487133808392716,0.849410657631961,1.04273901589891,5.31762040137091,0.379420186990574,0.0945819141572553,5.05436464812517
"ENSMUSG00000025971",0.7159788202692,0.891299798419638,0.944684697347227,5.3031524185035,0.378221347117833,0.0511866816955027,3.38845039683284
"ENSMUSG00000038305",0.27951801266825,0.570169982457508,1.13412154108802,4.41534549480305,0.304656265573174,0.239238507190123,2.76212645646168
"ENSMUSG00000054770",0.470358273950911,0.68824203876494,0.952327030393416,4.7772513147935,0.334644352451473,0.231401545236909,1.24732883986389
"ENSMUSG00000026039",0.570269200316706,0.746759404712031,1.00649334085233,5.31574274184727,0.379264601161851,0.0613126237172388,2.69591362728964
"ENSMUSG00000051223",0.734597684085511,0.954738742620235,0.557378971103499,9.37563456918241,0.715673639396807,0,7.48453009947083
"ENSMUSG00000026034",0.626583531274743,0.881122235654553,0.921952791774628,7.06749128573075,0.524417247572171,0.013374689160623,6.21526848524822
"ENSMUSG00000026035",0.561089667458432,0.847758788312354,1.04970001895393,5.53934192323646,0.397792381891082,0.062016994132752,4.06486149365598
"ENSMUSG00000026036",0.613519398258116,0.826498704598814,0.971643375576598,6.11205057733277,0.445247923986113,0.0419423178086466,4.22591121907362
"ENSMUSG00000026037",0.628488717339667,0.837616513801137,0.949722377954469,6.20296228046395,0.452781011052311,0.0162040098566644,4.93308793564823
"ENSMUSG00000038174",0.289217141726049,0.709224959966358,1.19731310250714,4.9351934048396,0.347731683067398,0.140608903519232,4.69609096125112
"ENSMUSG00000026032",0.743591646872526,0.99151534571737,0.721696889361516,6.93152632497127,0.513150976541307,0.000633259123662657,6.34639392385312
"ENSMUSG00000047528",0.47312945368171,0.244155858576911,0.543940006826176,2.6095651359825,0.15502645778267,0.0357115657582457,6.02888944816962
"ENSMUSG00000026031",0.400534441805226,0.765732836078999,1.23715044042287,4.36651742679425,0.300610294868459,0.15729177090608,2.80749585191092
"ENSMUSG00000026029",0.418918250197941,0.782223730800385,1.13278009190946,4.6514118161065,0.324217093173225,0.236994559674546,0.567192283371319
"ENSMUSG00000026028",0.350405779889153,0.786442581937179,1.05163896832368,4.94637739374745,0.348658406022622,0.181285160515259,5.1689120766455
"ENSMUSG00000026027",0.446976444972288,0.737957958456494,0.968969205961066,5.01386591226703,0.354250611079469,0.251225032291651,2.77510773549532
"ENSMUSG00000038079",0.407437648456057,0.777892448899948,1.0281545331139,5.28850882850811,0.37700795616158,0.119104117783666,5.23484655268398
"ENSMUSG00000026024",0.342636579572447,0.683662643258278,1.00054801941888,4.97263940473598,0.350834517661677,0.167551984782068,4.89120265758476
"ENSMUSG00000041075",0.641354908946952,0.80782760602358,1.00206363844331,5.69127853581428,0.410382089174868,0.0381515228932621,2.84480019574861
"ENSMUSG00000026021",0.740288499604117,0.979504133739357,0.663716335574255,8.71159981262527,0.660650672453719,0,7.02866412253211
"ENSMUSG00000026020",0.7222139746635,0.909992851265505,0.631156570408268,8.5224335596528,0.644976058465113,0.000530626127902191,6.61047772682605
"ENSMUSG00000067336",0.369012272367379,0.748341785446012,1.09927397645873,5.10491148347919,0.361794790665934,0.134538252061705,4.40871619325517
"ENSMUSG00000041040",0.334397268408551,0.622449043716564,1.14933025503348,4.67809140202384,0.326427805729291,0.140319644996754,3.42532057707256
"ENSMUSG00000026019",0.736614212193191,0.938365688278309,0.883868342711362,6.97867761661633,0.517058006912671,0.00872043532843253,4.93983534674636
"ENSMUSG00000026017",0.425945170229612,0.828056394407425,1.20291761154798,4.33171133818715,0.297726207486082,0.214568620121602,2.43030926844303
"ENSMUSG00000073664",0.414192399049881,0.757380033256833,1.11528979154856,5.58440715684505,0.401526558204359,0.0880352346865171,4.25406925794884
"ENSMUSG00000049439",0.555126682501979,0.677667715596909,0.94121391614798,5.37378157742265,0.384073790590183,0.103009506978527,2.27972870571537
"ENSMUSG00000026782",0.606220308788599,0.847615898425181,0.965192269654637,6.48511933048176,0.476160989107049,0.0256590249169163,5.05362682268609
"ENSMUSG00000026014",0.588628266033254,0.768438637189768,1.02511412231783,5.66779671201161,0.408436348229684,0.0572919764485077,2.30321374538846
"ENSMUSG00000025969",0.196357878068092,0.639375331346606,1.04461524485579,5.14388180947107,0.365023933323962,0.261567952221449,5.60901054948677
"ENSMUSG00000040865",0.445071258907363,0.679267192815838,1.06789937956783,4.90279061565261,0.345046736864366,0.0833165094773274,3.2446940387141
"ENSMUSG00000025968",0.764128068091845,0.862082939505644,0.85200602204999,6.75440170623659,0.498474151352253,0.020709950344129,3.4109382381116
"ENSMUSG00000025967",0.75242478226445,1,0.502715090776329,9.75121276991232,0.746794641301062,0,7.30350674942542
"ENSMUSG00000027520",0.349564528899446,0.769121210530186,1.06364115473627,5.42971952475466,0.3887088971061,0.131115300545867,5.54343331804494
"ENSMUSG00000025964",0.213182897862233,0.621933364995213,1.15408143755992,4.04359193363231,0.273852179333282,0.217076573251844,4.51691571040215
"ENSMUSG00000025962",0.581725059382423,0.830563467644656,0.988894652202758,6.40969334420875,0.469911072956775,0.0661084273760663,4.23393216560985
"ENSMUSG00000025959",0.302751385589865,0.71049524609473,1.03768080861842,4.79641966646077,0.336232672294262,0.12005345929717,6.38883981361939
"ENSMUSG00000025958",0.497253562945368,0.813341666283707,0.976308811621946,6.22344200672626,0.454477993461752,0.0428117895938878,6.36731623053498
"ENSMUSG00000025956",0.480576999208234,0.718368031510391,0.922215707477445,5.38988770188367,0.385408369458305,0.15045353460137,4.02304147938563
"ENSMUSG00000070871",0.480750197941409,0.744378848435434,1.16469920990672,4.47811445733437,0.309857400779288,0.0525138828140957,2.88794577482192
"ENSMUSG00000045005",0.176167854315123,0.290640900921566,1.19923295467406,4.59965464489861,0.319928412358978,0.216487963114159,4.57733863206794
"ENSMUSG00000051344",0.269794140934283,0.627810620088747,1.08810017655786,4.89018975005865,0.344002609272874,0.249617689328404,3.67379820016062
"ENSMUSG00000025950",0.395363222486144,0.828388454959754,1.14938148700601,6.08962350584434,0.443389581480766,0.0492452435211052,6.3746499017022
"ENSMUSG00000025949",0.428369952494062,0.709573816247524,1.04577693151988,5.38027130789481,0.384611539889769,0.0977745502475841,3.99476012572042
"ENSMUSG00000015222",0.190221694378464,0.628983362984264,1.11129970246289,4.32988528400654,0.297574897757451,0.199403335436811,5.5500876319749
"ENSMUSG00000026005",0.49111737925574,0.881948846307368,1.07562245672827,5.94387049325852,0.43131225704229,0.0479038705888187,5.85474223970251
"ENSMUSG00000026004",0.207021971496437,0.521410144118566,1.07960708606743,3.95892960932028,0.266836925649727,0.185940663122434,5.44130798923724
"ENSMUSG00000026003",0.611020387965162,0.795743932881121,1.0161568707265,5.43461555660228,0.389114590024797,0.0801918591536089,1.78678149905626
"ENSMUSG00000026000",0.564776326207443,0.810529627208855,0.988285433846096,5.43866958202159,0.389450512963213,0.105733170940239,3.62184239129417
"ENSMUSG00000026196",0.408650039588282,0.67162548660844,1.15539362071094,4.57793343647025,0.318128558779756,0.127984257707364,1.76846913830509
"ENSMUSG00000026192",0.752152612826603,0.892858267774089,0.722510125730666,7.77511972065743,0.583052455441157,0.00719521746739395,4.87942933477302
"ENSMUSG00000026193",0.374381433095804,0.943444629323765,2.1275263993595,6.76791593320275,0.499593961507184,0.088574659567913,7.35882483208305
"ENSMUSG00000039395",0.13180423594616,0.304972995082929,1.03912643662341,6.32659868443307,0.463025718428513,0.216751652641566,8.49946119027481
"ENSMUSG00000026189",0.544685273159145,0.863101872988676,0.997060564710715,5.56546992530742,0.399957389339929,0.0728840491475066,5.16669343492786
"ENSMUSG00000026187",0.719690221694378,0.843211536057662,0.961558612446616,6.11769790020486,0.445715870063693,0.0300688616579373,2.58654609570942
"ENSMUSG00000039354",0.592686064924782,0.759440279639599,0.964029049450919,5.1543083445693,0.365887892462209,0.116042601846303,1.7825866306449
"ENSMUSG00000046330",0.745026722090261,1,0.613237496805845,9.17650968375706,0.699173837420911,0,7.47689353264926
"ENSMUSG00000039323",0.544314133016627,0.806788475361369,0.826778508176787,8.03668683989208,0.604726319366091,0.0400497480123162,7.02697939067006
"ENSMUSG00000006304",0.717512866191607,0.902936821145453,0.713149098686142,7.54418983449578,0.563917240955814,0.000231969247616542,6.45820524645453
"ENSMUSG00000006299",0.715533452098179,0.894114669972053,0.656527105154376,7.59266200499838,0.567933721432005,0.000700864320977382,6.3498430213148
"ENSMUSG00000026179",0.773703483768804,0.921245257810659,0.958306764531445,4.94085114039257,0.348200491956134,0.0173312462059614,3.06906478495806
"ENSMUSG00000006301",0.192695961995249,0.682519926618651,1.05034261430095,5.010374148489,0.353961278027194,0.217676721781429,6.69114981453407
"ENSMUSG00000026176",0.50979809976247,0.802674424765764,1.06428898190134,4.01844413325263,0.271768392942104,0.0993838343585069,3.52226448090851
"ENSMUSG00000033364",0.641156967537609,0.847858847648699,0.917123041420472,7.0532374748255,0.52323615432591,0.0126988618285597,5.31524383341025
"ENSMUSG00000026174",0.759649643705463,0.94403498247476,0.759569367716582,7.76708218320004,0.582386452414275,0.0019165329573485,5.3784292218595
"ENSMUSG00000026135",0.411346991290578,0.706974115361638,1.05836414779095,5.07725810583039,0.359503388191575,0.168142884563481,2.85752741133581
"ENSMUSG00000026172",0.44187945368171,0.687972715749653,0.958632407460205,4.87130845099165,0.342438075061152,0.178332621566194,3.52665016166305
"ENSMUSG00000026171",0.66409342834521,0.78831111248208,0.933725849675945,5.2121545497907,0.370681120235681,0.0850843542128794,1.64948302211093
"ENSMUSG00000033257",0.542656373713381,0.798200141474223,0.934926455628004,6.30877038360325,0.461548437311035,0.0273397675741625,5.94022574831622
"ENSMUSG00000026162",0.577098178939034,0.85639460283507,1.02626275522923,4.0859523086612,0.277362226799766,0.152429426163919,2.59200239711149
"ENSMUSG00000033159",0.480527513855899,0.814347912061751,1.08081544534036,4.52882104939927,0.314059028949249,0.135261128469709,3.54837003327002
"ENSMUSG00000049339",0.498169041963579,0.771383697342682,0.962918485266463,4.89707819971371,0.344573397072634,0.195461421046139,3.16657706301919
"ENSMUSG00000026197",0.473772763262074,0.79341355331901,0.979238982452703,4.38023835307314,0.301747232454356,0.154783545401309,4.43512571287517
"ENSMUSG00000026198",0.527934481393508,0.742961060401485,0.974345163145169,5.42774729491656,0.388545475032008,0.18124663458918,1.00287121482476
"ENSMUSG00000033124",0.445021773555028,0.844377041070645,1.1351274472886,4.52059396353824,0.313377319642772,0.15417493800607,3.90746922183731
"ENSMUSG00000026199",0.4993072050673,0.702946706217721,0.974241297939077,5.0759901165472,0.359398320600272,0.140447718868885,2.81631876332445
"ENSMUSG00000026201",0.681066904196358,0.903420442465661,0.943333292176128,5.92471690466041,0.429725160490688,0.0289900972112188,4.62037796632538
"ENSMUSG00000026202",0.370917458432304,0.905053997392306,1.19117511412525,6.02656303962133,0.438164291819131,0.0933645015065034,8.15111683916333
"ENSMUSG00000026203",0.396699326999208,0.433467554821862,0.83597225686758,4.54327880350682,0.31525702125082,0.224868644528557,3.88900651527187
"ENSMUSG00000026209",0.608100752177355,0.884801726628527,1.03406942143763,6.20015881191483,0.452548711227971,0.0420715790775489,4.25160739869259
"ENSMUSG00000026208",0.471892319873317,0.845543303747344,0.974745060185452,4.44321541423375,0.306965611041012,0.226404500451063,4.32055916114745
"ENSMUSG00000026207",0.350925376088678,0.83599135629496,1.05919908997584,4.57967979070231,0.318273264444983,0.153834259861314,6.74078818957012
"ENSMUSG00000033021",0.48500593824228,0.81028229025082,1.01151487394481,5.15241625853961,0.365731111230448,0.11900177251472,4.55430819256461
"ENSMUSG00000032997",0.520437450514648,0.79393190084147,1.11273777260597,4.76767973685875,0.333851236411844,0.13609484791614,-1.41166532387785
"ENSMUSG00000026211",0.354958432304038,0.743892525392146,1.1032230076792,5.29170616683048,0.377272892656364,0.154571699335968,4.26498271523947
"ENSMUSG00000026213",0.394274544734759,0.752958765105918,1.07761496555734,5.11456520241578,0.362594713038491,0.125289822687097,4.3733048000478
"ENSMUSG00000026235",0.198634204275534,0.801744924681695,1.37604815609239,6.00825928259503,0.436647613651539,0.186082652300697,7.89688756844925
"ENSMUSG00000026245",0.744705067300079,0.916429813687463,0.691766102807439,7.56752215156286,0.565850593537151,0.00302593900287246,5.5678651727468
