"","segIdx","rho","sigma","mu","mu.scaled","zero","f_stats"
"ENSMUSG00000000826",0.500583905442706,0.814083497526482,1.44197950905367,7.20434151174255,0.469341378677557,0.0182268496573808,2.48206239458861
"ENSMUSG00000000827",0.708516172411353,1,1.08832366153808,8.54486961420712,0.556672798190374,0.00108091805473859,2.30650314811341
"ENSMUSG00000000838",0.70173048340293,0.887009006383763,1.38344892481902,6.98304771576139,0.454924745936413,0.00883349021235754,-0.894282068234389
"ENSMUSG00000000861",0.478165475263642,0.52364952384827,0.481726499135753,1.3079208157548,0.0852071046711877,0.0559223327744882,2.74746916602304
"ENSMUSG00000000876",0.465178002689504,0.708583414234927,1.58108632765888,5.37422761779305,0.350114900743303,0.0101975213808729,2.14878851243022
"ENSMUSG00000000881",0.325907707551844,0.439745094129785,1.35715164174163,5.47471408802044,0.356661295459427,0.103881930716338,1.82878895257885
"ENSMUSG00000000884",0.495948050109703,0.624224991691796,1.30838186715925,5.85284289754019,0.381295262948315,0.12808559318458,-2.27593824761942
"ENSMUSG00000000901",0.434832613773091,0.661031126072074,1.3926904919141,5.79808673205126,0.377728061596522,0.0689445393982002,1.36539168107506
"ENSMUSG00000000902",0.76956967938283,0.922483582697427,0.849710681757448,8.22982108195336,0.536148323181931,0.00104106470520763,1.4232380861985
"ENSMUSG00000000915",0.451500460046712,0.190720907195652,0.430676625412758,1.5151029308985,0.098704403370038,0.0482980769888341,2.49587614326213
"ENSMUSG00000000916",0.587568122301649,0.697597194366257,1.30771773704235,5.86994637618775,0.38240950372115,0.0363845935579347,-0.00797202958164575
"ENSMUSG00000000934",0.420288060018402,0.276933531885379,0.837772289842539,6.3154176528157,0.411430632684118,0.291596467824666,0.355480680216004
"ENSMUSG00000000948",0.264703800693609,0.519561152963809,1.70308690431035,5.01193633857703,0.326512701257235,0.0259942150515469,4.8808098973157
"ENSMUSG00000000957",0.206932550074315,0.711233049750549,1.55040583166432,4.43844492049224,0.289151440775128,0.214477379371066,4.59926938003229
"ENSMUSG00000000958",0.22540519498903,0.682258657580702,1.47018634201457,7.09924027688757,0.462494345768989,0.143687563734055,6.23667752355584
"ENSMUSG00000000959",0.684567202208224,0.819341706420644,0.965045265909202,7.52595995132699,0.490293863611493,0.00952026919633966,1.48044773162127
"ENSMUSG00000000976",0.688300658220681,0.845681471595377,1.34803483068907,6.21133473206546,0.404649939911286,0.010214464502615,-0.610233422654217
"ENSMUSG00000001016",0.747522825394578,1,0.83814418681028,9.37905447467444,0.611017461212937,0,2.74004388047177
"ENSMUSG00000001017",0.60630617878123,0.730240058139369,1.15341787906035,7.34846111666609,0.478730342366166,0.00557744088193591,1.76200890431774
"ENSMUSG00000001018",0.595176587161158,0.686391010153937,1.26367871070855,6.8908164510833,0.448916153313109,0.0505575473634181,-1.55552335032824
"ENSMUSG00000001021",0.50458277302003,0.0485201000657875,0.296214923330301,2.40388095331284,0.156605648548365,0.0364906365549588,1.93458441637812
"ENSMUSG00000001025",0.254494302498408,0.193581774123666,0.759220804179821,4.5153307526317,0.294160324101646,0.166214862744813,5.40235008702643
"ENSMUSG00000001034",0.405194989029655,0.848503712728436,1.71406799835053,4.88597839309,0.318306915673123,0.0797312468385105,1.92627221461388
"ENSMUSG00000001036",0.435717318989313,0.763651849020304,1.38956910306844,7.25828944415881,0.472855926048128,0.0110180021603447,4.43663233471618
"ENSMUSG00000001039",0.504936655106519,0.721135191489713,1.13390018228054,6.09683698784151,0.397190752359971,0.0323922555322694,2.82076194679972
"ENSMUSG00000001052",0.422836011041121,0.735866668825419,1.69011622273268,5.32384981057513,0.346832936412831,0.0801419794817999,0.940635469203063
"ENSMUSG00000001053",0.358234836152594,0.690629900605215,1.60472325743033,5.01094464778414,0.326448095551094,0.133114757409184,1.40996887923492
"ENSMUSG00000001054",0.469371505414396,0.653944336861204,1.2208444657404,6.57558329264241,0.428379650457602,0.0332722058607846,2.55676241251252
"ENSMUSG00000001056",0.660060867718876,1,0.999754620538656,8.69107490363021,0.566197638021875,0,4.75620867382392
"ENSMUSG00000001062",0.629520843654894,0.377607927177591,0.511510753414435,1.51368456771684,0.0986120012265756,0.0390618412625659,-0.561609419044153
"ENSMUSG00000001065",0.261005732889801,0.587022311780268,1.71962417579268,4.66369166954361,0.303825596653799,0.19940398382327,1.70068235970435
"ENSMUSG00000001082",0.599122372425508,0.737395228309617,1.30723729710776,6.52466900514285,0.425062736032126,0.0181580197916636,0.785796790755106
"ENSMUSG00000001089",0.514615330171987,0.813060157393334,1.30102079851743,6.930232554668,0.451483995248976,0.00964334747133735,3.23781335697296
"ENSMUSG00000001098",0.420075730766509,0.906708963751817,2.09133109363724,5.21716587506528,0.339882795263115,0.195350111452198,0.620456389029169
"ENSMUSG00000001100",0.729014792271215,1,1.41581231703832,6.7017685238941,0.436600243033395,0,0.865458037391134
"ENSMUSG00000001105",0.644879326208507,0.821037874232058,1.15694230273564,5.69474003439154,0.370995331568713,0.00288151713839777,1.82544185559949
"ENSMUSG00000001120",0.281230094132635,0.26064641399571,1.11624959996221,5.67085306600028,0.369439166611312,0.198708056604531,2.37603421689305
"ENSMUSG00000001123",0.170871965461108,0.530799246395035,1.34872436963814,6.82262852916168,0.444473912972085,0.273588796916798,5.15810488692772
"ENSMUSG00000001127",0.707463373204048,0.782575332421128,1.26191720832995,7.10172046925199,0.462655922926119,0.00718688812312418,-1.51244289471352
"ENSMUSG00000001128",0.19543138226343,0.393367754267998,1.19400529696195,6.35297268340233,0.41387723124848,0.220198759926376,4.77366313466915
"ENSMUSG00000001131",0.554550923632246,0.800350934144563,1.08180803018665,6.18552374334993,0.402968430751268,0.0187791113359814,3.06685704262359
"ENSMUSG00000001134",0.653673296057754,0.868823710902646,1.27930536344329,5.66100477063892,0.368797579454648,0.0171866833143913,0.842623478177533
"ENSMUSG00000001138",0.325058390544271,0.417592295488775,1.50131362157125,5.45860711898637,0.355611974324564,0.0490261168486293,2.21714645501015
"ENSMUSG00000001143",0.53280486941751,0.506745842720969,1.5140665482525,4.81496467444125,0.313680583078471,0.00730906212998379,-0.233859237372284
"ENSMUSG00000001156",0.359349564725034,0.751586033123905,1.97545529612382,4.10614095557554,0.267502825641616,0.195822456828911,0.758197320259891
"ENSMUSG00000001157",0.691591761625027,0.847334653390378,1.30708092198347,5.69592228681021,0.371072351798095,0.00360264419221451,0.322745648920187
"ENSMUSG00000001158",0.698368603581287,0.894738120749793,0.834026450070673,6.48873295536737,0.422721609253205,0.000820818658744087,2.62603850763973
"ENSMUSG00000001173",0.42334914006653,0.758600056216905,1.94853433605577,5.42823214873607,0.353633135339584,0.015793324490894,2.49862301896445
"ENSMUSG00000001175",0.61112782220964,1,1.14053026669835,8.09158601290979,0.527142719506907,0.00204715619225983,4.52925535531994
"ENSMUSG00000001211",0.252530256918395,0.573059426748179,1.42794682174628,4.65317275116516,0.303140320401819,0.181884192241092,2.8328507100997
"ENSMUSG00000001225",0.551808337461958,0.741849795758788,1.0864930429342,2.58676960003872,0.168520300021904,0.0530102691331036,1.57261439470228
"ENSMUSG00000001228",0.641375893552268,1,1.04529731554633,10.1705095951496,0.662578408741531,0,4.8728967817072
"ENSMUSG00000001229",0.332118338169722,0.542984184578978,1.47275958784926,5.57956256934601,0.363491862227175,0.115046938918504,1.61062357250449
"ENSMUSG00000001240",0.567715337249628,0.990636618968209,1.37669580970445,3.52593474744277,0.229704116555827,0.181979183601509,-0.845756434669845
"ENSMUSG00000001247",0.187999858447165,0.549605307545645,1.37348548308851,5.53666951250246,0.360697507125999,0.181399328826473,6.03528392899937
"ENSMUSG00000001248",0.428551206737915,0.903907878073732,1.61711836523204,4.91039298888291,0.319897453986722,0.0937951758291167,1.88064035055226
"ENSMUSG00000001260",0.4550392809116,0.180429880189051,0.124657243220102,0.913843319433775,0.0595341276642163,0.045084096677756,3.05150283614554
"ENSMUSG00000001280",0.689379998584472,0.877788455451331,0.973996197509701,8.91008650788661,0.580465592758763,0.00338135296752677,2.00492405034395
"ENSMUSG00000001281",0.359579588081251,0.923438554384969,2.05350426229745,3.80704449144761,0.248017580434497,0.185892788442166,1.90314451939277
"ENSMUSG00000001285",0.616533371080756,0.808185529637326,1.21582467625649,6.93361851740065,0.451704580652084,0.0140335403697735,1.53418119462875
"ENSMUSG00000001288",0.349883218911459,0.771130778768994,1.27175760980994,4.30853985222005,0.280688511879223,0.0812089092621442,5.41960028114039
"ENSMUSG00000001289",0.674976997664378,1,1.10881963815756,7.47315476629147,0.48685376283456,0,3.34014160368609
"ENSMUSG00000001300",0.183257838488216,0.656289014293583,1.54683269403577,4.97755672365485,0.324272971580596,0.225416939467677,4.62803597763556
"ENSMUSG00000001305",0.596945997593602,0.94392911541814,1.17354440526659,7.43419661508109,0.484315755134055,0.00188083788401575,3.7783778198384
"ENSMUSG00000001313",0.390438106023073,0.550354885366291,1.2895425644933,5.78311286328225,0.376752558574399,0.225319976778475,0.474261786610938
"ENSMUSG00000001323",0.580525868780522,0.907046893575432,1.11933837883197,2.55789546152565,0.166639235761542,0.0543599837047362,1.93178792482739
"ENSMUSG00000001334",0.501327057824333,0.505972873534831,0.455052105222003,5.20642977678422,0.339183370386315,0.00263443394474808,6.02061412508803
"ENSMUSG00000001348",0.268702668270932,0.522418260754434,1.27115930120033,5.74940004802498,0.374556268913049,0.202187655840442,2.8395781313331
"ENSMUSG00000001366",0.342522471512492,0.641257370236494,1.38881913468708,5.16023496039902,0.336173915469528,0.0535267205213617,3.49568834444568
"ENSMUSG00000001376",0.637182390827376,0.833410023688096,1.42048271579332,6.77420634887229,0.441319351920509,0.00428465390214086,0.773001114551808
"ENSMUSG00000001380",0.644445820652559,0.853073676366554,0.946431571947008,8.1798761549515,0.532894559710268,0,3.50682220944529
"ENSMUSG00000001383",0.684726449147144,1,1.19502734768381,6.41126779982334,0.417674984729628,0,2.65950524277668
"ENSMUSG00000001403",0.655655035742091,1,1.45528901833776,9.40981007201226,0.613021096920788,0,1.83987291875926
"ENSMUSG00000001415",0.633802816901408,0.817815054347895,1.22507842132582,6.17726673720114,0.402430511354745,0.00156283693729998,1.81849957560921
"ENSMUSG00000001416",0.852103829004176,0.986423767215019,0.623451770873766,11.1349682277671,0.725410020621223,0,0.935023281000405
"ENSMUSG00000001418",0.518278009767146,0.767889188447788,1.19526808546107,7.5730863713219,0.493364009733119,0.00670591857889677,3.64464702639749
"ENSMUSG00000001419",0.285052020666714,0.401480104608945,1.54170042593842,5.69224505040637,0.370832790781477,0.110169741727313,1.65335168908043
"ENSMUSG00000001420",0.233668341708543,0.322661277679136,1.12097847036713,6.52608893003239,0.425155239916212,0.259220864725613,3.22974346956826
"ENSMUSG00000001424",0.736924056904239,0.763217969045003,1.0356045428286,7.13029945369296,0.46451775877639,0.000901976230633767,0.425613550931882
"ENSMUSG00000001435",0.294199872602449,0.587141534167956,1.38447084317824,6.81012913124796,0.443659614367786,0.0482425988438758,6.05753392663887
"ENSMUSG00000001436",0.407282893339939,0.367066844890704,1.18805088247791,6.56100836832906,0.427430137480413,0.153542864920148,0.344244566815023
"ENSMUSG00000001440",0.73975511359615,1,1.0557074176346,9.09098141691952,0.592250358150433,0,2.21650817132604
"ENSMUSG00000001441",0.783158751503999,1,0.857411810127871,8.04844661544284,0.524332316046666,0,2.00909543051633
"ENSMUSG00000001445",0.76546464717956,0.810248488796218,1.06055880377918,7.21485592437048,0.470026361393288,0.00547603527836841,-1.10028574235119
"ENSMUSG00000001467",0.629450067237596,0.823271715252233,1.52215665661989,7.02606361189248,0.457727103651882,0.0257749242833098,-1.69293122157626
"ENSMUSG00000001472",0.785175879396985,0.932700555123377,1.06357736532044,7.94147346944816,0.517363333693896,0.00100458899746388,0.507524943185083
"ENSMUSG00000001473",0.412661901054569,0.861474427332663,1.47893277758696,8.2347171695635,0.53646728873011,0.0343755738409585,4.53595460732831
"ENSMUSG00000001482",0.569750159246939,0.955507736458317,1.9125293264851,6.18004060457019,0.402611220565118,0.0211077727286567,0.982309822121421
"ENSMUSG00000001497",0.536980678038078,0.218969156445027,0.235151913856585,0.982411556142393,0.0640011443826612,0.0458571306353437,1.45856447820954
"ENSMUSG00000001506",0.539670181895392,0.420253774890865,0.59540032776174,2.15935717230636,0.140675651362423,0.0136578302293614,2.33710949591018
"ENSMUSG00000001507",0.216805860287352,0.706039105726967,1.67815488407195,5.30105455345317,0.345347893198175,0.177703284849547,3.82698274842713
"ENSMUSG00000001517",0.365507113029938,0.599592072433982,1.49149248990329,6.01079718387227,0.391585514990143,0.058547737192701,2.0232536767158
"ENSMUSG00000001518",0.512412414183594,1,1.57898243463296,5.91877309676173,0.385590419369276,0.00299487704364486,4.16482392797133
"ENSMUSG00000001520",0.584277018897303,0.972966783076739,1.38411938627348,3.31798211286855,0.216156620807391,0.0507863128498919,1.17836624522862
"ENSMUSG00000001521",0.824607190883997,0.934342420334497,1.16324661500172,6.25018459330155,0.40718089284199,0,-1.34415366401273
"ENSMUSG00000001524",0.493665510651851,0.76768940295654,1.29901876415283,6.7420707253055,0.43922581160766,0.0204687756865706,2.92115956796179
"ENSMUSG00000001525",0.696793828296412,1,0.793846307409105,12.4150349934877,0.808802563840598,0,4.38553553359137
"ENSMUSG00000001552",0.570626017410999,1,1.36379807653937,6.48606551006402,0.422547833123942,0.000820481229366878,4.18335087584779
"ENSMUSG00000001555",0.146489489702031,0.612605823868619,1.55763046087505,5.96282138777056,0.38846003454097,0.291910744402632,5.28631122779311
"ENSMUSG00000001569",0.782504069643995,0.969413503670065,1.23168730976905,6.10857119915354,0.397955201332624,0.00154545709255388,-0.468423456893449
"ENSMUSG00000001576",0.420022648453535,0.620373774044104,1.16052954932264,6.65310841839805,0.433430181862129,0.0260899721120893,4.25757516679412
"ENSMUSG00000001583",0.55663882794253,0.374407855967068,0.4894564130106,1.26707112514986,0.0825458688040471,0.0368651452911278,1.40094949275036
"ENSMUSG00000001588",0.355686885129875,0.7942800045162,1.74396945355202,4.09357510415222,0.266684197788781,0.198848023205615,1.34204060013122
"ENSMUSG00000001604",0.51215584967089,0.947340151417962,1.3401613717885,5.51699192924007,0.359415571092188,0.0125620976304066,4.26602357311973
"ENSMUSG00000001622",0.599246231155779,0.624245087384802,0.709818596493859,1.75789367741794,0.114521498512719,0.0575943070190179,0.755402074716304
"ENSMUSG00000001627",0.627167527779744,0.792988201968714,1.22896127619754,6.70800366259036,0.437006443777865,0.00933411821661459,1.34621655834968
"ENSMUSG00000001630",0.591549295774648,0.978885467266684,1.39533730827913,7.54657164276003,0.491636654014841,0.000954634279640467,2.85468465379492
"ENSMUSG00000001632",0.723874654964966,1,1.20013203086912,5.97869238725335,0.389493982961276,0.000756298996041313,1.67723264115119
"ENSMUSG00000001642",0.681700757307665,1,1.04723905826558,9.62326050697244,0.626926758015419,0,3.52259530234496
"ENSMUSG00000001655",0.193148842805577,0.594244873774095,1.44879587656122,4.89136841134123,0.318658059333755,0.174488490741979,5.13681586703138
